Nom,STOXX® Europe 600 (Price Return EUR)
ISIN,EU0009658202
Symbole,SXXP
Source,https://stoxx.com/index/sxxp/?factsheet=true
Date,Close
1996-11-21,163.43
1996-11-22,164.92
1996-11-25,165.1
1996-11-26,166.4
1996-11-27,165.42
1996-11-28,166.44
1996-11-29,167.89
1996-12-02,168.41
1996-12-03,167.97
1996-12-04,167.45
1996-12-05,167.62
1996-12-06,163.92
1996-12-09,166.15
1996-12-10,167.11
1996-12-11,164.54
1996-12-12,164.92
1996-12-13,163.71
1996-12-16,165.71
1996-12-17,165.14
1996-12-18,166.89
1996-12-19,168.06
1996-12-20,169.15
1996-12-23,169.56
1996-12-24,169.66
1996-12-25,169.44
1996-12-26,169.69
1996-12-27,170.68
1996-12-30,171.61
1996-12-31,171.31
1997-01-02,168.81
1997-01-03,170.86
1997-01-06,171.34
1997-01-07,171.2
1997-01-08,172.53
1997-01-09,173.16
1997-01-10,172.88
1997-01-13,175.3
1997-01-14,177.15
1997-01-15,177.21
1997-01-16,178.56
1997-01-17,179.57
1997-01-20,179.65
1997-01-21,179.49
1997-01-22,181.03
1997-01-23,181.86
1997-01-24,180.31
1997-01-27,180.41
1997-01-28,181.22
1997-01-29,179.95
1997-01-30,180.88
1997-01-31,182.44
1997-02-03,182.85
1997-02-04,183.21
1997-02-05,185.27
1997-02-06,185.26
1997-02-07,186.54
1997-02-10,187.88
1997-02-11,188.16
1997-02-12,189.13
1997-02-13,189.55
1997-02-14,190.48
1997-02-17,190.8
1997-02-18,190.21
1997-02-19,191.17
1997-02-20,189.92
1997-02-21,189.47
1997-02-24,188.94
1997-02-25,190.39
1997-02-26,190.28
1997-02-27,190.57
1997-02-28,189.29
1997-03-03,189.02
1997-03-04,191.6
1997-03-05,192.47
1997-03-06,194.83
1997-03-07,194.62
1997-03-10,195.69
1997-03-11,196.24
1997-03-12,193.81
1997-03-13,193.39
1997-03-14,193.59
1997-03-17,191.57
1997-03-18,189.01
1997-03-19,189.54
1997-03-20,186.81
1997-03-21,187.74
1997-03-24,187.44
1997-03-25,189.63
1997-03-26,191.91
1997-03-27,192.2
1997-03-28,192.63
1997-03-31,192.54
1997-04-01,187.51
1997-04-02,187.03
1997-04-03,185.33
1997-04-04,186.34
1997-04-07,189.42
1997-04-08,189.7
1997-04-09,191.37
1997-04-10,191.32
1997-04-11,190.82
1997-04-14,189.4
1997-04-15,191.89
1997-04-16,192.17
1997-04-17,192.57
1997-04-18,191.49
1997-04-21,192.14
1997-04-22,192.61
1997-04-23,194.18
1997-04-24,194.68
1997-04-25,193.97
1997-04-28,193.81
1997-04-29,195.91
1997-04-30,196.99
1997-05-01,197.54
1997-05-02,198.01
1997-05-05,199.89
1997-05-06,201.27
1997-05-07,200.65
1997-05-08,200.65
1997-05-09,201.27
1997-05-12,203.66
1997-05-13,204.1
1997-05-14,205.41
1997-05-15,205.52
1997-05-16,205.59
1997-05-19,205.77
1997-05-20,202.4
1997-05-21,206.34
1997-05-22,204.89
1997-05-23,205.99
1997-05-26,206.14
1997-05-27,206.74
1997-05-28,205.42
1997-05-29,204.89
1997-05-30,202.77
1997-06-02,204.03
1997-06-03,204.85
1997-06-04,205.24
1997-06-05,206.22
1997-06-06,208.16
1997-06-09,208.7
1997-06-10,209.26
1997-06-11,209.43
1997-06-12,211.7
1997-06-13,213.79
1997-06-16,212.73
1997-06-17,210.85
1997-06-18,211.23
1997-06-19,211.95
1997-06-20,212.24
1997-06-23,212.18
1997-06-24,212.87
1997-06-25,215.28
1997-06-26,216.07
1997-06-27,216.14
1997-06-30,214.15
1997-07-01,217.73
1997-07-02,219.53
1997-07-03,223.09
1997-07-04,223.33
1997-07-07,224.95
1997-07-08,224.49
1997-07-09,225.87
1997-07-10,223.88
1997-07-11,226.82
1997-07-14,228.5
1997-07-15,228.34
1997-07-16,231.82
1997-07-17,231.39
1997-07-18,228.35
1997-07-21,225.52
1997-07-22,230.46
1997-07-23,234.1
1997-07-24,232.62
1997-07-25,233.02
1997-07-28,232.93
1997-07-29,231.86
1997-07-30,234.33
1997-07-31,234.04
1997-08-01,233.87
1997-08-04,231.61
1997-08-05,233.08
1997-08-06,235.74
1997-08-07,237.49
1997-08-08,234.05
1997-08-11,233.85
1997-08-12,234.77
1997-08-13,229.39
1997-08-14,228.45
1997-08-15,224.44
1997-08-18,223.74
1997-08-19,227.35
1997-08-20,230.33
1997-08-21,229.25
1997-08-22,224.92
1997-08-25,224.33
1997-08-26,221.2
1997-08-27,221.72
1997-08-28,219.38
1997-08-29,218.31
1997-09-01,220.65
1997-09-02,225.64
1997-09-03,225.87
1997-09-04,225.55
1997-09-05,226.41
1997-09-08,226.0
1997-09-09,225.69
1997-09-10,222.52
1997-09-11,219.13
1997-09-12,218.05
1997-09-15,219.39
1997-09-16,222.74
1997-09-17,225.23
1997-09-18,227.62
1997-09-19,227.07
1997-09-22,230.6
1997-09-23,230.63
1997-09-24,231.06
1997-09-25,230.63
1997-09-26,232.41
1997-09-29,232.37
1997-09-30,234.15
1997-10-01,236.99
1997-10-02,237.11
1997-10-03,238.66
1997-10-06,237.98
1997-10-07,238.07
1997-10-08,236.9
1997-10-09,232.19
1997-10-10,231.61
1997-10-13,235.07
1997-10-14,235.39
1997-10-15,234.08
1997-10-16,233.42
1997-10-17,231.88
1997-10-20,231.45
1997-10-21,235.02
1997-10-22,233.75
1997-10-23,225.83
1997-10-24,226.76
1997-10-27,220.26
1997-10-28,209.45
1997-10-29,219.07
1997-10-30,214.83
1997-10-31,216.8
1997-11-03,221.45
1997-11-04,219.95
1997-11-05,220.81
1997-11-06,219.73
1997-11-07,214.18
1997-11-10,215.73
1997-11-11,215.24
1997-11-12,212.83
1997-11-13,213.38
1997-11-14,213.94
1997-11-17,218.88
1997-11-18,219.18
1997-11-19,218.75
1997-11-20,222.72
1997-11-21,225.12
1997-11-24,221.14
1997-11-25,220.75
1997-11-26,223.04
1997-11-27,224.01
1997-11-28,224.2
1997-12-01,228.59
1997-12-02,229.51
1997-12-03,228.91
1997-12-04,230.91
1997-12-05,232.49
1997-12-08,234.63
1997-12-09,234.7
1997-12-10,231.51
1997-12-11,226.37
1997-12-12,227.99
1997-12-15,228.46
1997-12-16,232.18
1997-12-17,233.23
1997-12-18,232.99
1997-12-19,228.09
1997-12-22,228.2
1997-12-23,228.84
1997-12-24,228.79
1997-12-25,228.75
1997-12-26,228.81
1997-12-29,233.94
1997-12-30,235.1
1997-12-31,235.79
1998-01-02,238.33
1998-01-05,242.74
1998-01-06,241.87
1998-01-07,241.32
1998-01-08,238.89
1998-01-09,235.53
1998-01-12,230.18
1998-01-13,233.69
1998-01-14,234.12
1998-01-15,235.99
1998-01-16,239.26
1998-01-19,241.51
1998-01-20,242.35
1998-01-21,240.81
1998-01-22,239.62
1998-01-23,238.3
1998-01-26,240.27
1998-01-27,241.89
1998-01-28,245.93
1998-01-29,248.0
1998-01-30,249.14
1998-02-02,252.46
1998-02-03,253.5
1998-02-04,253.12
1998-02-05,253.65
1998-02-06,255.27
1998-02-09,255.08
1998-02-10,254.64
1998-02-11,256.42
1998-02-12,253.75
1998-02-13,254.97
1998-02-16,256.39
1998-02-17,259.78
1998-02-18,260.05
1998-02-19,259.18
1998-02-20,259.66
1998-02-23,259.4
1998-02-24,258.74
1998-02-25,263.56
1998-02-26,264.86
1998-02-27,265.78
1998-03-02,269.24
1998-03-03,268.59
1998-03-04,265.62
1998-03-05,264.44
1998-03-06,269.26
1998-03-09,270.99
1998-03-10,272.29
1998-03-11,273.41
1998-03-12,272.7
1998-03-13,274.67
1998-03-16,275.7
1998-03-17,278.21
1998-03-18,278.08
1998-03-19,280.14
1998-03-20,282.16
1998-03-23,283.48
1998-03-24,285.84
1998-03-25,287.89
1998-03-26,285.06
1998-03-27,287.08
1998-03-30,286.98
1998-03-31,287.92
1998-04-01,290.52
1998-04-02,292.8
1998-04-03,294.58
1998-04-06,298.67
1998-04-07,295.74
1998-04-08,292.42
1998-04-09,293.7
1998-04-14,295.4
1998-04-15,295.54
1998-04-16,293.32
1998-04-17,292.46
1998-04-20,294.08
1998-04-21,293.45
1998-04-22,291.61
1998-04-23,288.99
1998-04-24,285.43
1998-04-27,277.32
1998-04-28,282.71
1998-04-29,281.63
1998-04-30,288.18
1998-05-04,294.36
1998-05-05,290.58
1998-05-06,290.77
1998-05-07,286.87
1998-05-08,289.75
1998-05-11,294.1
1998-05-12,291.8
1998-05-13,292.48
1998-05-14,291.56
1998-05-15,291.34
1998-05-18,287.15
1998-05-19,290.84
1998-05-20,292.97
1998-05-22,294.55
1998-05-25,297.2
1998-05-26,298.74
1998-05-27,293.01
1998-05-28,292.82
1998-05-29,293.86
1998-06-02,294.11
1998-06-03,295.61
1998-06-04,294.05
1998-06-05,298.22
1998-06-08,301.24
1998-06-09,300.21
1998-06-10,300.02
1998-06-11,296.86
1998-06-12,291.29
1998-06-15,287.27
1998-06-16,288.36
1998-06-17,293.65
1998-06-18,291.61
1998-06-19,288.8
1998-06-22,288.22
1998-06-23,291.49
1998-06-24,293.17
1998-06-25,296.97
1998-06-26,297.36
1998-06-29,299.39
1998-06-30,297.52
1998-07-01,301.98
1998-07-02,303.04
1998-07-03,306.31
1998-07-06,307.22
1998-07-07,306.52
1998-07-08,308.22
1998-07-09,307.16
1998-07-10,305.42
1998-07-13,306.4
1998-07-14,309.57
1998-07-15,311.57
1998-07-16,310.73
1998-07-17,313.83
1998-07-20,315.0
1998-07-21,313.52
1998-07-22,308.13
1998-07-23,307.42
1998-07-24,305.3
1998-07-27,300.5
1998-07-28,299.72
1998-07-29,299.16
1998-07-30,302.63
1998-07-31,299.76
1998-08-03,296.31
1998-08-04,294.95
1998-08-05,288.68
1998-08-06,285.2
1998-08-07,289.42
1998-08-10,284.26
1998-08-11,275.85
1998-08-12,279.49
1998-08-13,277.8
1998-08-14,281.56
1998-08-17,280.68
1998-08-18,289.27
1998-08-19,290.3399
1998-08-20,287.36
1998-08-21,277.18
1998-08-24,277.2799
1998-08-25,282.98
1998-08-26,276.41
1998-08-27,266.31
1998-08-28,261.62
1998-08-31,259.47
1998-09-01,255.09
1998-09-02,261.02
1998-09-03,254.31
1998-09-04,256.8399
1998-09-07,261.55
1998-09-08,265.42
1998-09-09,262.22
1998-09-10,250.71
1998-09-11,249.14
1998-09-14,256.8
1998-09-15,254.82
1998-09-16,256.66
1998-09-17,246.34
1998-09-18,243.11
1998-09-21,234.79
1998-09-22,240.1
1998-09-23,246.28
1998-09-24,243.86
1998-09-25,240.3
1998-09-28,243.42
1998-09-29,242.21
1998-09-30,235.86
1998-10-01,224.49
1998-10-02,218.73
1998-10-05,212.96
1998-10-06,223.27
1998-10-07,220.37
1998-10-08,212.07
1998-10-09,216.09
1998-10-12,228.47
1998-10-13,230.3
1998-10-14,235.4
1998-10-15,236.09
1998-10-16,239.58
1998-10-19,238.96
1998-10-20,246.69
1998-10-21,243.24
1998-10-22,242.74
1998-10-23,242.55
1998-10-26,244.98
1998-10-27,250.23
1998-10-28,246.21
1998-10-29,247.32
1998-10-30,251.64
1998-11-02,256.63
1998-11-03,255.92
1998-11-04,261.81
1998-11-05,256.58
1998-11-06,257.33
1998-11-09,256.72
1998-11-10,253.94
1998-11-11,255.37
1998-11-12,255.03
1998-11-13,254.91
1998-11-16,258.2799
1998-11-17,257.35
1998-11-18,257.07
1998-11-19,262.79
1998-11-20,267.88
1998-11-23,273.57
1998-11-24,270.97
1998-11-25,270.58
1998-11-26,275.26
1998-11-27,277.62
1998-11-30,271.27
1998-12-01,260.98
1998-12-02,258.94
1998-12-03,261.89
1998-12-04,262.95
1998-12-07,263.07
1998-12-08,263.29
1998-12-09,265.04
1998-12-10,263.08
1998-12-11,259.13
1998-12-14,258.65
1998-12-15,260.32
1998-12-16,263.88
1998-12-17,266.5899
1998-12-18,266.31
1998-12-21,273.5299
1998-12-22,273.72
1998-12-23,277.68
1998-12-24,277.64
1998-12-28,279.46
1998-12-29,280.68
1998-12-30,279.2
1998-12-31,279.31
1999-01-04,287.81
1999-01-05,291.4
1999-01-06,298.11
1999-01-07,294.55
1999-01-08,296.0299
1999-01-11,291.91
1999-01-12,287.9
1999-01-13,277.02
1999-01-14,277.13
1999-01-15,282.3
1999-01-18,289.1
1999-01-19,287.3399
1999-01-20,291.15
1999-01-21,287.51
1999-01-22,280.13
1999-01-25,281.04
1999-01-26,281.57
1999-01-27,282.5299
1999-01-28,286.31
1999-01-29,288.31
1999-02-01,292.89
1999-02-02,291.0
1999-02-03,287.69
1999-02-04,288.05
1999-02-05,287.14
1999-02-08,285.05
1999-02-09,279.32
1999-02-10,277.38
1999-02-11,281.11
1999-02-12,283.75
1999-02-15,285.57
1999-02-16,286.72
1999-02-17,283.77
1999-02-18,284.42
1999-02-19,285.99
1999-02-22,289.5899
1999-02-23,292.76
1999-02-24,295.81
1999-02-25,291.0899
1999-02-26,289.96
1999-03-01,286.47
1999-03-02,287.11
1999-03-03,285.19
1999-03-04,288.0899
1999-03-05,293.86
1999-03-08,292.23
1999-03-09,293.45
1999-03-10,292.9
1999-03-11,297.82
1999-03-12,297.99
1999-03-15,296.58
1999-03-16,297.17
1999-03-17,295.0299
1999-03-18,293.99
1999-03-19,297.85
1999-03-22,296.02
1999-03-23,290.82
1999-03-24,287.95
1999-03-25,292.42
1999-03-26,292.11
1999-03-29,296.2
1999-03-30,295.27
1999-03-31,297.15
1999-04-01,297.0
1999-04-02,297.16
1999-04-05,297.41
1999-04-06,300.7
1999-04-07,302.87
1999-04-08,303.58
1999-04-09,305.23
1999-04-12,304.3
1999-04-13,307.41
1999-04-14,306.57
1999-04-15,304.62
1999-04-16,304.0
1999-04-19,308.24
1999-04-20,301.2799
1999-04-21,302.5
1999-04-22,305.61
1999-04-23,305.56
1999-04-26,307.63
1999-04-27,312.46
1999-04-28,312.33
1999-04-29,310.32
1999-04-30,312.35
1999-05-03,313.74
1999-05-04,313.63
1999-05-05,308.12
1999-05-06,307.57
1999-05-07,306.2
1999-05-10,305.69
1999-05-11,306.95
1999-05-12,305.75
1999-05-13,308.3399
1999-05-14,303.24
1999-05-17,297.8
1999-05-18,299.99
1999-05-19,303.1
1999-05-20,306.68
1999-05-21,307.04
1999-05-24,305.3399
1999-05-25,301.58
1999-05-26,302.41
1999-05-27,299.38
1999-05-28,300.08
1999-05-31,301.22
1999-06-01,301.5
1999-06-02,303.44
1999-06-03,305.88
1999-06-04,307.95
1999-06-07,310.92
1999-06-08,310.29
1999-06-09,310.97
1999-06-10,307.73
1999-06-11,310.58
1999-06-14,309.9
1999-06-15,310.13
1999-06-16,313.29
1999-06-17,314.41
1999-06-18,315.51
1999-06-21,318.93
1999-06-22,317.26
1999-06-23,314.02
1999-06-24,311.17
1999-06-25,309.07
1999-06-28,309.98
1999-06-29,309.93
1999-06-30,309.69
1999-07-01,319.64
1999-07-02,321.12
1999-07-05,326.0899
1999-07-06,325.24
1999-07-07,323.42
1999-07-08,319.43
1999-07-09,320.22
1999-07-12,321.42
1999-07-13,316.36
1999-07-14,317.79
1999-07-15,321.19
1999-07-16,320.39
1999-07-19,319.79
1999-07-20,312.5299
1999-07-21,308.45
1999-07-22,306.75
1999-07-23,303.32
1999-07-26,299.27
1999-07-27,301.7
1999-07-28,302.56
1999-07-29,296.13
1999-07-30,301.2799
1999-08-02,301.69
1999-08-03,300.7
1999-08-04,299.33
1999-08-05,292.62
1999-08-06,293.68
1999-08-09,296.3399
1999-08-10,291.98
1999-08-11,293.91
1999-08-12,299.69
1999-08-13,304.6
1999-08-16,305.7799
1999-08-17,306.2799
1999-08-18,306.19
1999-08-19,302.94
1999-08-20,305.55
1999-08-23,309.95
1999-08-24,310.5299
1999-08-25,314.3399
1999-08-26,314.54
1999-08-27,315.02
1999-08-30,314.58
1999-08-31,308.69
1999-09-01,310.27
1999-09-02,305.19
1999-09-03,312.32
1999-09-06,315.27
1999-09-07,313.98
1999-09-08,313.62
1999-09-09,316.41
1999-09-10,316.82
1999-09-13,314.68
1999-09-14,312.4
1999-09-15,311.33
1999-09-16,309.35
1999-09-17,310.25
1999-09-20,311.77
1999-09-21,307.5899
1999-09-22,305.72
1999-09-23,308.52
1999-09-24,305.0299
1999-09-27,309.38
1999-09-28,305.38
1999-09-29,303.14
1999-09-30,303.91
1999-10-01,301.49
1999-10-04,305.82
1999-10-05,307.83
1999-10-06,308.93
1999-10-07,311.57
1999-10-08,312.37
1999-10-11,313.15
1999-10-12,309.62
1999-10-13,306.47
1999-10-14,303.7799
1999-10-15,298.48
1999-10-18,295.91
1999-10-19,302.01
1999-10-20,302.6
1999-10-21,301.0299
1999-10-22,306.75
1999-10-25,305.21
1999-10-26,308.57
1999-10-27,307.82
1999-10-28,312.05
1999-10-29,317.27
1999-11-01,317.94
1999-11-02,318.18
1999-11-03,319.94
1999-11-04,321.95
1999-11-05,323.3399
1999-11-08,324.19
1999-11-09,325.9
1999-11-10,327.47
1999-11-11,331.75
1999-11-12,331.3399
1999-11-15,334.63
1999-11-16,336.02
1999-11-17,335.73
1999-11-18,338.79
1999-11-19,337.58
1999-11-22,334.04
1999-11-23,336.26
1999-11-24,336.89
1999-11-25,343.86
1999-11-26,345.1
1999-11-29,345.71
1999-11-30,342.13
1999-12-01,345.0899
1999-12-02,346.24
1999-12-03,353.24
1999-12-06,351.15
1999-12-07,352.5
1999-12-08,351.79
1999-12-09,353.95
1999-12-10,353.54
1999-12-13,355.11
1999-12-14,356.24
1999-12-15,352.99
1999-12-16,354.61
1999-12-17,357.5
1999-12-20,359.92
1999-12-21,358.66
1999-12-22,362.31
1999-12-23,367.5899
1999-12-24,369.61
1999-12-27,370.89
1999-12-28,372.3399
1999-12-29,374.37
1999-12-30,379.49
2000-01-03,377.69
2000-01-04,362.7
2000-01-05,353.74
2000-01-06,352.21
2000-01-07,359.75
2000-01-10,365.39
2000-01-11,362.93
2000-01-12,362.92
2000-01-13,364.83
2000-01-14,373.63
2000-01-17,376.21
2000-01-18,368.3
2000-01-19,366.58
2000-01-20,365.64
2000-01-21,364.63
2000-01-24,366.45
2000-01-25,360.18
2000-01-26,364.2799
2000-01-27,369.06
2000-01-28,368.38
2000-01-31,360.93
2000-02-01,366.71
2000-02-02,371.3399
2000-02-03,376.29
2000-02-04,377.37
2000-02-07,374.2
2000-02-08,382.38
2000-02-09,382.35
2000-02-10,381.61
2000-02-11,381.41
2000-02-14,379.14
2000-02-15,371.3
2000-02-16,376.12
2000-02-17,379.95
2000-02-18,378.76
2000-02-21,374.48
2000-02-22,371.76
2000-02-23,376.98
2000-02-24,377.77
2000-02-25,385.3399
2000-02-28,381.51
2000-02-29,386.01
2000-03-01,391.0299
2000-03-02,398.98
2000-03-03,402.57
2000-03-06,405.5
2000-03-07,402.62
2000-03-08,398.35
2000-03-09,399.08
2000-03-10,402.26
2000-03-13,392.86
2000-03-14,393.57
2000-03-15,385.36
2000-03-16,390.38
2000-03-17,393.74
2000-03-20,397.39
2000-03-21,395.56
2000-03-22,396.33
2000-03-23,394.0
2000-03-24,402.36
2000-03-27,402.37
2000-03-28,403.56
2000-03-29,403.06
2000-03-30,391.66
2000-03-31,394.1
2000-04-03,386.99
2000-04-04,387.35
2000-04-05,377.52
2000-04-06,388.15
2000-04-07,393.39
2000-04-10,392.88
2000-04-11,384.96
2000-04-12,384.96
2000-04-13,384.95
2000-04-14,374.04
2000-04-17,368.15
2000-04-18,372.92
2000-04-19,378.87
2000-04-20,381.36
2000-04-21,381.4
2000-04-24,381.3399
2000-04-25,385.04
2000-04-26,388.67
2000-04-27,385.97
2000-04-28,392.62
2000-05-01,393.01
2000-05-02,400.66
2000-05-03,395.5
2000-05-04,394.74
2000-05-05,395.3399
2000-05-08,392.92
2000-05-09,386.37
2000-05-10,378.6
2000-05-11,384.56
2000-05-12,389.0
2000-05-15,384.55
2000-05-16,393.18
2000-05-17,387.48
2000-05-18,387.38
2000-05-19,375.7799
2000-05-22,368.67
2000-05-23,370.71
2000-05-24,366.48
2000-05-25,374.1
2000-05-26,369.86
2000-05-29,373.55
2000-05-30,379.08
2000-05-31,380.24
2000-06-01,385.55
2000-06-02,394.83
2000-06-05,391.39
2000-06-06,388.91
2000-06-07,386.31
2000-06-08,386.25
2000-06-09,386.76
2000-06-12,386.6
2000-06-13,385.5299
2000-06-14,389.3
2000-06-15,387.8399
2000-06-16,385.49
2000-06-19,384.62
2000-06-20,388.1
2000-06-21,384.95
2000-06-22,383.98
2000-06-23,383.43
2000-06-26,383.2
2000-06-27,380.92
2000-06-28,381.5
2000-06-29,372.7799
2000-06-30,376.74
2000-07-03,381.87
2000-07-04,381.85
2000-07-05,379.73
2000-07-06,380.61
2000-07-07,386.85
2000-07-10,385.83
2000-07-11,385.82
2000-07-12,388.68
2000-07-13,390.68
2000-07-14,391.77
2000-07-17,394.5
2000-07-18,391.32
2000-07-19,391.48
2000-07-20,394.31
2000-07-21,389.02
2000-07-24,389.24
2000-07-25,387.75
2000-07-26,386.6
2000-07-27,381.95
2000-07-28,379.86
2000-07-31,382.63
2000-08-01,382.92
2000-08-02,383.57
2000-08-03,378.9
2000-08-04,382.47
2000-08-07,385.44
2000-08-08,386.29
2000-08-09,389.9
2000-08-10,388.62
2000-08-11,389.2799
2000-08-14,392.0899
2000-08-15,391.31
2000-08-16,392.71
2000-08-17,390.75
2000-08-18,391.05
2000-08-21,391.63
2000-08-22,392.5299
2000-08-23,392.04
2000-08-24,390.13
2000-08-25,391.71
2000-08-28,392.99
2000-08-29,392.01
2000-08-30,391.62
2000-08-31,394.96
2000-09-01,400.8399
2000-09-04,404.2799
2000-09-05,402.11
2000-09-06,401.29
2000-09-07,401.2
2000-09-08,395.47
2000-09-11,394.85
2000-09-12,393.0
2000-09-13,388.7
2000-09-14,392.06
2000-09-15,388.39
2000-09-18,386.75
2000-09-19,386.97
2000-09-20,382.08
2000-09-21,377.0299
2000-09-22,376.19
2000-09-25,379.8399
2000-09-26,376.63
2000-09-27,378.07
2000-09-28,376.8399
2000-09-29,377.44
2000-10-02,379.92
2000-10-03,382.54
2000-10-04,380.5899
2000-10-05,382.57
2000-10-06,380.45
2000-10-09,372.6
2000-10-10,373.3
2000-10-11,365.75
2000-10-12,368.23
2000-10-13,370.85
2000-10-16,373.41
2000-10-17,369.69
2000-10-18,367.21
2000-10-19,375.27
2000-10-20,377.5
2000-10-23,380.49
2000-10-24,388.14
2000-10-25,384.83
2000-10-26,381.35
2000-10-27,384.55
2000-10-30,385.29
2000-10-31,388.0299
2000-11-01,387.66
2000-11-02,386.45
2000-11-03,386.52
2000-11-06,385.99
2000-11-07,386.85
2000-11-08,385.63
2000-11-09,381.96
2000-11-10,377.68
2000-11-13,372.33
2000-11-14,380.91
2000-11-15,382.8399
2000-11-16,381.52
2000-11-17,380.39
2000-11-20,374.71
2000-11-21,377.39
2000-11-22,367.6
2000-11-23,371.31
2000-11-24,375.94
2000-11-27,377.47
2000-11-28,371.72
2000-11-29,370.32
2000-11-30,363.25
2000-12-01,366.97
2000-12-04,362.46
2000-12-05,371.68
2000-12-06,369.38
2000-12-07,368.63
2000-12-08,371.38
2000-12-11,378.35
2000-12-12,376.37
2000-12-13,375.57
2000-12-14,368.4
2000-12-15,361.67
2000-12-18,364.58
2000-12-19,367.87
2000-12-20,356.72
2000-12-21,353.07
2000-12-22,353.12
2000-12-27,358.51
2000-12-28,361.01
2000-12-29,359.79
2001-01-02,354.83
2001-01-03,351.38
2001-01-04,356.54
2001-01-05,355.1
2001-01-08,353.65
2001-01-09,350.77
2001-01-10,348.83
2001-01-11,352.12
2001-01-12,353.85
2001-01-15,355.98
2001-01-16,351.04
2001-01-17,359.48
2001-01-18,357.99
2001-01-19,357.19
2001-01-22,357.17
2001-01-23,356.87
2001-01-24,360.58
2001-01-25,361.97
2001-01-26,361.36
2001-01-29,362.47
2001-01-30,361.48
2001-01-31,362.33
2001-02-01,358.62
2001-02-02,356.86
2001-02-05,356.55
2001-02-06,358.6
2001-02-07,354.23
2001-02-08,355.0
2001-02-09,350.29
2001-02-12,352.65
2001-02-13,354.13
2001-02-14,350.0899
2001-02-15,354.68
2001-02-16,347.37
2001-02-19,345.83
2001-02-20,343.62
2001-02-21,340.91
2001-02-22,340.06
2001-02-23,333.86
2001-02-26,336.24
2001-02-27,336.81
2001-02-28,335.02
2001-03-01,332.0
2001-03-02,332.38
2001-03-05,335.96
2001-03-06,339.99
2001-03-07,339.87
2001-03-08,338.6
2001-03-09,334.74
2001-03-12,327.42
2001-03-13,324.3399
2001-03-14,318.94
2001-03-15,324.61
2001-03-16,316.83
2001-03-19,314.19
2001-03-20,318.3
2001-03-21,313.05
2001-03-22,300.64
2001-03-23,307.14
2001-03-26,317.01
2001-03-27,323.75
2001-03-28,319.63
2001-03-29,320.12
2001-03-30,321.7
2001-04-02,320.16
2001-04-03,310.13
2001-04-04,311.17
2001-04-05,317.69
2001-04-06,316.68
2001-04-09,321.42
2001-04-10,329.27
2001-04-11,330.68
2001-04-12,329.75
2001-04-17,329.0
2001-04-18,336.7
2001-04-19,336.2
2001-04-20,333.21
2001-04-23,330.91
2001-04-24,332.3
2001-04-25,331.64
2001-04-26,333.33
2001-04-27,338.71
2001-04-30,342.02
2001-05-01,340.93
2001-05-02,339.41
2001-05-03,333.51
2001-05-04,336.17
2001-05-07,338.17
2001-05-08,338.26
2001-05-09,336.54
2001-05-10,342.56
2001-05-11,340.96
2001-05-14,335.39
2001-05-15,339.0
2001-05-16,339.51
2001-05-17,342.71
2001-05-18,346.0899
2001-05-21,347.72
2001-05-22,350.74
2001-05-23,347.89
2001-05-24,347.71
2001-05-25,346.0
2001-05-28,346.41
2001-05-29,344.79
2001-05-30,340.83
2001-05-31,341.97
2001-06-01,341.57
2001-06-04,343.02
2001-06-05,345.8399
2001-06-06,343.39
2001-06-07,342.98
2001-06-08,341.76
2001-06-11,338.97
2001-06-12,332.54
2001-06-13,335.07
2001-06-14,330.07
2001-06-15,327.89
2001-06-18,324.92
2001-06-19,326.52
2001-06-20,325.37
2001-06-21,325.67
2001-06-22,326.2
2001-06-25,325.95
2001-06-26,320.81
2001-06-27,321.67
2001-06-28,326.41
2001-06-29,329.35
2001-07-02,333.79
2001-07-03,328.92
2001-07-04,327.16
2001-07-05,325.27
2001-07-06,318.37
2001-07-09,317.86
2001-07-10,315.49
2001-07-11,310.7799
2001-07-12,315.46
2001-07-13,317.17
2001-07-16,315.06
2001-07-17,311.92
2001-07-18,308.37
2001-07-19,313.41
2001-07-20,310.5
2001-07-23,311.2
2001-07-24,306.54
2001-07-25,302.24
2001-07-26,304.6
2001-07-27,310.0
2001-07-30,313.68
2001-07-31,316.95
2001-08-01,317.89
2001-08-02,317.92
2001-08-03,315.16
2001-08-06,314.87
2001-08-07,315.38
2001-08-08,311.48
2001-08-09,305.44
2001-08-10,303.19
2001-08-13,304.38
2001-08-14,308.22
2001-08-15,305.73
2001-08-16,302.2799
2001-08-17,297.92
2001-08-20,298.01
2001-08-21,301.6
2001-08-22,300.5
2001-08-23,300.98
2001-08-24,305.61
2001-08-27,305.98
2001-08-28,303.17
2001-08-29,302.51
2001-08-30,296.61
2001-08-31,297.66
2001-09-03,294.71
2001-09-04,299.69
2001-09-05,295.65
2001-09-06,288.57
2001-09-07,281.17
2001-09-10,278.82
2001-09-11,261.5
2001-09-12,266.37
2001-09-13,268.68
2001-09-14,255.18
2001-09-17,260.79
2001-09-18,258.35
2001-09-19,252.07
2001-09-20,242.33
2001-09-21,235.9
2001-09-24,248.1
2001-09-25,251.1
2001-09-26,254.23
2001-09-27,257.71
2001-09-28,266.29
2001-10-01,259.89
2001-10-02,261.61
2001-10-03,263.37
2001-10-04,271.67
2001-10-05,270.51
2001-10-08,269.96
2001-10-09,269.32
2001-10-10,276.02
