Nom,STOXX® Europe 600 (Gross Return EUR),STOXX® Europe 600 (Price Return EUR),EURO STOXX 50® (Gross Return EUR),EURO STOXX 50® (Price Return EUR),CAC All-Tradable Gross Return,CAC All-Tradable,CAC 40 Gross Return,CAC 40
ISIN,CH0102635015,EU0009658202,CH0102173264,EU0009658145,QS0011131891,FR0003999499,QS0011131834,FR0003500008
Symbole,SXXGR,SXXP,SX5GT,SX5E,CACTR,CACT,PX1GR,CAC
Source,https://stoxx.com/index/sxxgr/?factsheet=true,https://stoxx.com/index/sxxp/?factsheet=true,https://stoxx.com/index/sx5gt/?factsheet=true,https://stoxx.com/index/sx5e/?factsheet=true,https://markets.ft.com/data/indices/tearsheet/summary?s=CACTR%3APAR,https://markets.ft.com/data/indices/tearsheet/summary?s=CACT%3APAR,https://markets.ft.com/data/indices/tearsheet/summary?s=PX1GR%3APAR,https://markets.ft.com/data/indices/tearsheet/summary?s=CAC%3APAR
Date,STOXX_600_Gross_Return,STOXX_600_Price_Return,EURO_STOXX_50_Gross_Return,EURO_STOXX_50_Price_Return,CAC_All_Tradable_Gross_Return,CAC_All_Tradable_Price_Return,CAC_40_Gross_Return,CAC_40_Price_Return
1986-12-31,,82.76,,900.82,,,,
1987-01-01,,82.76,,900.82,,,,
1987-01-02,,82.57,,891.78,,,,
1987-01-05,,82.82,,898.33,,,,
1987-01-06,,83.28,,902.32,,,,
1987-01-07,,83.78,,899.15,,,,
1987-01-08,,83.52,,887.37,,,,
1987-01-09,,83.03,,868.31,,,,
1987-01-12,,83.64,,879.41,,,,
1987-01-13,,83.0,,872.74,,,,
1987-01-14,,82.99,,876.39,,,,
1987-01-15,,83.77,,884.37,,,,
1987-01-16,,84.15,,883.78,,,,
1987-01-19,,83.39,,876.15,,,,
1987-01-20,,83.5,,875.1,,,,
1987-01-21,,83.35,,872.47,,,,
1987-01-22,,83.48,,876.69,,,,
1987-01-23,,84.12,,883.62,,,,
1987-01-26,,83.38,,870.96,,,,
1987-01-27,,83.64,,868.19,,,,
1987-01-28,,81.87,,838.6,,,,
1987-01-29,,82.31,,847.38,,,,
1987-01-30,,83.2,,859.08,,,,
1987-02-02,,83.03,,849.03,,,,
1987-02-03,,82.31,,839.6,,,,
1987-02-04,,82.72,,838.53,,,,
1987-02-05,,82.89,,833.03,,,,
1987-02-06,,83.87,,842.23,,,,
1987-02-09,,84.03,,844.73,,,,
1987-02-10,,82.91,,837.91,,,,
1987-02-11,,83.31,,837.56,,,,
1987-02-12,,83.22,,840.53,,,,
1987-02-13,,83.75,,841.54,,,,
1987-02-16,,84.22,,844.11,,,,
1987-02-17,,84.24,,833.81,,,,
1987-02-18,,84.73,,834.15,,,,
1987-02-19,,84.75,,844.07,,,,
1987-02-20,,85.26,,845.11,,,,
1987-02-23,,84.74,,839.36,,,,
1987-02-24,,84.96,,837.9,,,,
1987-02-25,,84.99,,833.39,,,,
1987-02-26,,85.39,,838.23,,,,
1987-02-27,,85.73,,840.97,,,,
1987-03-02,,86.22,,842.7,,,,
1987-03-03,,86.1,,836.22,,,,
1987-03-04,,86.98,,848.78,,,,
1987-03-05,,87.63,,855.04,,,,
1987-03-06,,87.65,,854.82,,,,
1987-03-09,,87.76,,856.93,,,,
1987-03-10,,87.49,,850.99,,,,
1987-03-11,,87.37,,844.78,,,,
1987-03-12,,87.83,,851.62,,,,
1987-03-13,,87.73,,855.0,,,,
1987-03-16,,87.47,,855.21,,,,
1987-03-17,,87.66,,848.47,,,,
1987-03-18,,88.34,,854.69,,,,
1987-03-19,,87.27,,842.48,,,,
1987-03-20,,87.83,,848.13,,,,
1987-03-23,,88.7,,860.44,,,,
1987-03-24,,89.49,,866.76,,,,
1987-03-25,,89.45,,868.3,,,,
1987-03-26,,89.74,,874.75,,,,
1987-03-27,,90.39,,882.89,,,,
1987-03-30,,89.01,,877.3,,,,
1987-03-31,,88.4,,869.44,,,,
1987-04-01,,88.66,,883.95,,,,
1987-04-02,,89.1,,888.39,,,,
1987-04-03,,89.06,,888.97,,,,
1987-04-06,,90.31,,900.79,,,,
1987-04-07,,89.88,,896.33,,,,
1987-04-08,,89.67,,895.42,,,,
1987-04-09,,89.4,,895.62,,,,
1987-04-10,,88.31,,884.61,,,,
1987-04-13,,87.49,,875.19,,,,
1987-04-14,,87.53,,881.0,,,,
1987-04-15,,88.2,,888.71,,,,
1987-04-16,,89.22,,895.48,,,,
1987-04-17,,89.24,,896.06,,,,
1987-04-20,,89.15,,893.33,,,,
1987-04-21,,88.82,,889.55,,,,
1987-04-22,,89.67,,900.5,,,,
1987-04-23,,89.82,,896.53,,,,
1987-04-24,,90.12,,890.62,,,,
1987-04-27,,89.01,,871.69,,,,
1987-04-28,,89.84,,879.07,,,,
1987-04-29,,90.42,,884.37,,,,
1987-04-30,,90.73,,881.46,,,,
1987-05-01,,91.14,,883.32,,,,
1987-05-04,,91.03,,880.31,,,,
1987-05-05,,90.72,,875.43,,,,
1987-05-06,,91.32,,880.91,,,,
1987-05-07,,91.37,,882.84,,,,
1987-05-08,,92.35,,882.7,,,,
1987-05-11,,93.12,,887.34,,,,
1987-05-12,,92.28,,879.78,,,,
1987-05-13,,92.97,,882.77,,,,
1987-05-14,,93.28,,883.11,,,,
1987-05-15,,91.97,,866.11,,,,
1987-05-18,,92.35,,868.85,,,,
1987-05-19,,92.53,,865.65,,,,
1987-05-20,,91.32,,856.08,,,,
1987-05-21,,90.87,,854.02,,,,
1987-05-22,,91.04,,857.63,,,,
1987-05-25,,91.04,,856.95,,,,
1987-05-26,,91.11,,864.83,,,,
1987-05-27,,90.89,,869.49,,,,
1987-05-28,,91.32,,869.29,,,,
1987-05-29,,92.05,,866.41,,,,
1987-06-01,,92.9,,872.52,,,,
1987-06-02,,92.1,,863.11,,,,
1987-06-03,,92.25,,864.57,,,,
1987-06-04,,92.02,,869.42,,,,
1987-06-05,,92.02,,864.75,,,,
1987-06-08,,92.01,,866.08,,,,
1987-06-09,,92.79,,863.17,,,,
1987-06-10,,92.15,,860.8,,,,
1987-06-11,,92.94,,868.26,,,,
1987-06-12,,93.7,,869.28,,,,
1987-06-15,,94.53,,879.82,,,,
1987-06-16,,95.05,,885.41,,,,
1987-06-17,,95.29,,885.93,,,,
1987-06-18,,94.7,,885.19,,,,
1987-06-19,,94.43,,897.16,,,,
1987-06-22,,94.36,,908.73,,,,
1987-06-23,,94.98,,915.58,,,,
1987-06-24,,94.88,,901.6,,,,
1987-06-25,,94.93,,903.66,,,,
1987-06-26,,95.51,,909.42,,,,
1987-06-29,,95.33,,909.76,,,,
1987-06-30,,95.19,,905.3,,,,
1987-07-01,,94.65,,894.32,,,,
1987-07-02,,95.7,,904.15,,,,
1987-07-03,,97.03,,917.81,,,,
1987-07-06,,97.51,,918.19,,,,
1987-07-07,,97.68,,917.15,,,,
1987-07-08,,97.94,,923.2,,,,
1987-07-09,,98.04,,920.76,,,,
1987-07-10,,98.32,,921.82,,,,
1987-07-13,,98.46,,921.73,,,,
1987-07-14,,99.01,,925.93,,,,
1987-07-15,,99.61,,928.92,,,,
1987-07-16,,100.34,,932.15,,,,
1987-07-17,,100.58,,941.03,,,,
1987-07-20,,100.24,,945.38,,,,
1987-07-21,,99.74,,941.54,,,,
1987-07-22,,98.67,,937.13,,,,
1987-07-23,,98.31,,932.12,,,,
1987-07-24,,98.54,,933.19,,,,
1987-07-27,,98.23,,936.9,,,,
1987-07-28,,99.26,,941.84,,,,
1987-07-29,,100.2,,949.38,,,,
1987-07-30,,100.44,,957.8,,,,
1987-07-31,,99.93,,955.83,,,,
1987-08-03,,99.43,,959.68,,,,
1987-08-04,,98.96,,957.2,,,,
1987-08-05,,98.96,,955.55,,,,
1987-08-06,,98.29,,961.22,,,,
1987-08-07,,97.58,,963.12,,,,
1987-08-10,,97.65,,962.46,,,,
1987-08-11,,97.89,,952.68,,,,
1987-08-12,,98.97,,961.8,,,,
1987-08-13,,98.9,,959.8,,,,
1987-08-14,,99.12,,961.79,,,,
1987-08-17,,98.42,,959.11,,,,
1987-08-18,,97.31,,949.25,,,,
1987-08-19,,96.42,,940.09,,,,
1987-08-20,,96.75,,949.22,,,,
1987-08-21,,97.39,,950.03,,,,
1987-08-24,,97.21,,941.89,,,,
1987-08-25,,97.42,,941.91,,,,
1987-08-26,,97.46,,942.2,,,,
1987-08-27,,97.6,,943.3,,,,
1987-08-28,,97.84,,947.55,,,,
1987-08-31,,97.98,,951.06,,,,
1987-09-01,,98.84,,953.63,,,,
1987-09-02,,98.27,,947.24,,,,
1987-09-03,,98.33,,939.54,,,,
1987-09-04,,98.24,,930.39,,,,
1987-09-07,,97.93,,919.53,,,,
1987-09-08,,97.56,,919.47,,,,
1987-09-09,,97.03,,919.76,,,,
1987-09-10,,97.53,,928.08,,,,
1987-09-11,,97.96,,933.42,,,,
1987-09-14,,98.32,,940.81,,,,
1987-09-15,,98.15,,936.45,,,,
1987-09-16,,98.22,,930.91,,,,
1987-09-17,,98.94,,934.09,,,,
1987-09-18,,99.21,,928.5,,,,
1987-09-21,,99.16,,927.1,,,,
1987-09-22,,98.96,,922.49,,,,
1987-09-23,,100.15,,937.85,,,,
1987-09-24,,99.07,,931.48,,,,
1987-09-25,,99.42,,928.34,,,,
1987-09-28,,100.42,,934.0,,,,
1987-09-29,,100.35,,936.2,,,,
1987-09-30,,100.16,,930.71,,,,
1987-10-01,,100.6,,938.2,,,,
1987-10-02,,101.24,,944.2,,,,
1987-10-05,,101.7,,949.42,,,,
1987-10-06,,101.18,,945.26,,,,
1987-10-07,,100.58,,935.79,,,,
1987-10-08,,101.12,,940.33,,,,
1987-10-09,,100.45,,926.63,,,,
1987-10-12,,99.3,,919.64,,,,
1987-10-13,,99.75,,921.87,,,,
1987-10-14,,99.1,,916.83,,,,
1987-10-15,,97.79,,901.83,,,,
1987-10-16,,97.04,,894.23,,,,
1987-10-19,,88.79,,823.32,,,,
1987-10-20,,81.65,,783.33,,,,
1987-10-21,,86.46,,831.37,,,,
1987-10-22,,82.75,,799.94,,,,
1987-10-23,,81.07,,788.59,,,,
1987-10-26,,75.63,,734.34,,,,
1987-10-27,,76.29,,741.49,,,,
1987-10-28,,73.16,,701.32,,,,
1987-10-29,,72.7,,691.31,,,,
1987-10-30,,76.32,,730.75,,,,
1987-11-02,,75.69,,725.43,,,,
1987-11-03,,73.65,,712.87,,,,
1987-11-04,,71.41,,689.49,,,,
1987-11-05,,71.5,,682.12,,,,
1987-11-06,,71.38,,683.04,,,,
1987-11-09,,68.96,,654.09,,,,
1987-11-10,,66.69,,615.9,,,,
1987-11-11,,68.76,,632.36,,,,
1987-11-12,,71.98,,676.32,,,,
1987-11-13,,71.73,,674.57,,,,
1987-11-16,,72.94,,694.95,,,,
1987-11-17,,71.62,,678.12,,,,
1987-11-18,,71.6,,676.37,,,,
1987-11-19,,70.61,,669.38,,,,
1987-11-20,,69.75,,653.27,,,,
1987-11-23,,70.23,,658.18,,,,
1987-11-24,,71.85,,676.14,,,,
1987-11-25,,71.41,,675.26,,,,
1987-11-26,,71.48,,671.13,,,,
1987-11-27,,71.51,,675.21,,,,
1987-11-30,,69.22,,658.03,,,,
1987-12-01,,68.96,,654.9,,,,
1987-12-02,,69.21,,655.07,,,,
1987-12-03,,68.86,,650.92,,,,
1987-12-04,,67.93,,635.83,,,,
1987-12-07,,67.98,,634.13,,,,
1987-12-08,,68.69,,638.18,,,,
1987-12-09,,69.14,,640.49,,,,
1987-12-10,,68.93,,641.11,,,,
1987-12-11,,69.23,,636.25,,,,
1987-12-14,,69.48,,639.67,,,,
1987-12-15,,70.29,,648.78,,,,
1987-12-16,,71.43,,661.4,,,,
1987-12-17,,71.95,,663.47,,,,
1987-12-18,,71.94,,658.56,,,,
1987-12-21,,72.92,,665.5,,,,
1987-12-22,,72.99,,667.53,,,,
1987-12-23,,73.73,,672.74,,,,
1987-12-24,,73.85,,671.57,,,,
1987-12-25,,73.84,,671.57,,,,
1987-12-28,,74.07,,663.68,,,,
1987-12-29,,71.74,,651.88,,,,
1987-12-30,,72.56,,656.14,,,,
1987-12-31,,71.1,,648.13,,,1000.0,
1988-01-01,,71.1,,648.32,,,,
1988-01-04,,70.86,,633.3,,,984.64,984.64
1988-01-05,,72.94,,658.48,,,1021.59,1021.17
1988-01-06,,73.4,,665.43,,,1028.47,1028.05
1988-01-07,,73.62,,669.13,,,1024.5,1024.08
1988-01-08,,73.71,,674.72,,,1029.64,1029.22
1988-01-11,,72.07,,650.12,,,999.14,998.73
1988-01-12,,71.72,,649.16,,,992.39,991.98
1988-01-13,,71.07,,639.19,,,968.49,967.86
1988-01-14,,71.32,,642.68,,,973.51,972.88
1988-01-15,,72.25,,645.79,,,1008.52,1007.86
1988-01-18,,73.21,,661.85,,,988.23,987.59
1988-01-19,,72.31,,648.62,,,972.62,971.99
1988-01-20,,71.52,,638.35,,,941.25,940.64
1988-01-21,,71.2,,633.54,,,929.27,928.56
1988-01-22,,71.7,,635.91,,,917.86,917.26
1988-01-25,,71.61,,636.19,,,915.99,915.39
1988-01-26,,71.72,,640.18,,,923.99,923.39
1988-01-27,,71.6,,637.47,,,914.58,913.98
1988-01-28,,71.74,,633.5,,,904.24,903.65
1988-01-29,,72.0,,635.95,,,894.4,893.82
1988-02-01,,71.79,,639.49,,,912.94,911.8
1988-02-02,,71.63,,638.99,,,936.25,935.09
1988-02-03,,71.84,,644.82,,,959.15,957.95
1988-02-04,,72.2,,653.51,,,973.15,971.94
1988-02-05,,71.95,,655.59,,,988.11,986.88
1988-02-08,,71.32,,660.39,,,982.86,981.64
1988-02-09,,70.8,,652.07,,,982.18,980.96
1988-02-10,,71.48,,658.26,,,994.13,992.89
1988-02-11,,72.4,,673.0,,,1029.51,1028.23
1988-02-12,,72.8,,678.61,,,1035.71,1034.42
1988-02-15,,73.37,,686.68,,,1046.06,1044.76
1988-02-16,,73.41,,688.36,,,1044.96,1043.66
1988-02-17,,74.13,,696.79,,,1063.95,1062.63
1988-02-18,,73.96,,697.01,,,1083.7,1082.35
1988-02-19,,73.87,,695.96,,,1097.96,1096.59
1988-02-22,,74.47,,702.05,,,1115.54,1114.15
1988-02-23,,74.82,,704.53,,,1097.01,1095.64
1988-02-24,,75.11,,707.13,,,1103.34,1101.97
1988-02-25,,75.82,,712.17,,,1124.02,1122.62
1988-02-26,,75.19,,705.06,,,1110.85,1109.46
1988-02-29,,75.45,,708.88,,,1113.97,1112.58
1988-03-01,,76.08,,715.83,,,1109.96,1108.58
1988-03-02,,76.97,,717.62,,,1094.24,1092.88
1988-03-03,,76.93,,716.51,,,1085.81,1084.45
1988-03-04,,77.19,,711.09,,,1080.86,1079.51
1988-03-07,,76.37,,700.57,,,1076.18,1074.84
1988-03-08,,77.38,,709.99,,,1068.75,1067.42
1988-03-09,,77.76,,713.48,,,1089.03,1087.67
1988-03-10,,78.75,,719.48,,,1082.7,1081.35
1988-03-11,,77.93,,713.28,,,1065.96,1064.64
1988-03-14,,78.04,,714.18,,,1066.25,1064.92
1988-03-15,,78.55,,714.82,,,1059.9,1058.58
1988-03-16,,78.54,,721.6,,,1066.19,1064.86
1988-03-17,,76.89,,706.85,,,1071.87,1070.54
1988-03-18,,80.74,,743.45,,,1088.79,1087.43
1988-03-21,,80.09,,740.41,,,1066.35,1065.03
1988-03-22,,79.42,,729.93,,,1050.94,1049.63
1988-03-23,,79.44,,731.4,,,1055.24,1053.93
1988-03-24,,78.53,,729.04,,,1056.38,1055.06
1988-03-25,,77.75,,719.87,,,1044.02,1042.71
1988-03-28,,76.06,,700.5,,,1016.43,1015.17
1988-03-29,,76.7,,706.16,,,1025.52,1024.24
1988-03-30,,76.55,,706.39,,,1022.64,1021.37
1988-03-31,,76.07,,701.56,,,1018.53,1016.71
1988-04-01,,76.06,,701.37,,,,
1988-04-04,,76.03,,699.45,,,,
1988-04-05,,75.72,,696.84,,,1020.4,1018.57
1988-04-06,,76.83,,707.35,,,1024.72,1022.88
1988-04-07,,77.44,,712.88,,,1037.18,1035.32
1988-04-08,,77.72,,712.36,,,1044.62,1042.75
1988-04-11,,78.89,,723.06,,,1071.96,1070.04
1988-04-12,,79.05,,728.31,,,1079.67,1077.73
1988-04-13,,79.31,,731.26,,,1108.33,1106.35
1988-04-14,,78.72,,725.77,,,1095.74,1093.78
1988-04-15,,77.69,,712.42,,,1094.18,1092.22
1988-04-18,,77.67,,711.6,,,1102.12,1100.15
1988-04-19,,78.29,,716.63,,,1099.52,1097.55
1988-04-20,,77.82,,711.86,,,1100.84,1098.87
1988-04-21,,77.7,,708.23,,,1117.58,1115.58
1988-04-22,,77.64,,711.58,,,1132.02,1129.99
1988-04-25,,77.97,,714.45,,,1109.53,1107.54
1988-04-26,,78.59,,716.27,,,1139.03,1136.98
1988-04-27,,78.72,,714.72,,,1139.44,1137.4
1988-04-28,,78.81,,717.48,,,1139.84,1137.79
1988-04-29,,78.49,,710.55,,,1130.7,1127.54
1988-05-02,,78.5,,709.88,,,1135.25,1131.39
1988-05-03,,78.22,,705.58,,,1136.8,1132.93
1988-05-04,,78.3,,710.63,,,1148.73,1144.82
1988-05-05,,78.02,,708.49,,,1134.43,1130.58
1988-05-06,,78.23,,707.04,,,1137.37,1133.51
1988-05-09,,77.51,,694.64,,,1146.01,1142.12
1988-05-10,,77.3,,691.69,,,1140.9,1137.02
1988-05-11,,76.08,,682.6,,,1119.97,1116.16
1988-05-12,,76.17,,680.1,,,1120.97,1117.16
1988-05-13,,76.21,,678.99,,,1120.97,
1988-05-16,,77.23,,693.32,,,1120.04,1114.71
1988-05-17,,77.85,,699.73,,,1133.85,1128.45
1988-05-18,,77.65,,697.68,,,1122.92,1117.07
1988-05-19,,76.83,,686.38,,,1119.61,1113.77
1988-05-20,,77.31,,691.0,,,1141.66,1135.72
1988-05-23,,77.0,,688.63,,,,
1988-05-24,,77.46,,689.83,,,1147.6,1141.62
1988-05-25,,78.09,,698.42,,,1187.03,1180.84
1988-05-26,,78.03,,697.56,,,1188.03,1181.84
1988-05-27,,77.98,,696.04,,,1205.93,1199.64
1988-05-30,,78.25,,702.31,,,1228.0,1221.6
1988-05-31,,78.85,,711.12,,,1242.26,1235.78
1988-06-01,,79.39,,724.44,,,1255.94,1249.4
1988-06-02,,80.92,,742.44,,,1244.1,1237.62
1988-06-03,,79.61,,732.45,,,1248.95,1242.44
1988-06-06,,80.05,,736.99,,,1264.8,1256.62
1988-06-07,,79.82,,733.47,,,1264.13,1255.95
1988-06-08,,80.23,,736.43,,,1281.05,1271.78
1988-06-09,,81.06,,749.58,,,1305.03,1295.59
1988-06-10,,81.27,,749.26,,,1304.0,1292.43
1988-06-13,,81.1,,746.51,,,1286.21,1271.54
1988-06-14,,81.74,,750.26,,,1302.74,1287.88
1988-06-15,,82.07,,752.49,,,1301.98,1281.68
1988-06-16,,81.49,,745.17,,,1274.91,1254.93
1988-06-17,,81.46,,747.38,,,1279.73,1259.72
1988-06-20,,81.32,,745.56,,,1282.25,1261.77
1988-06-21,,81.65,,748.29,,,1274.21,1253.77
1988-06-22,,82.47,,754.23,,,1294.62,1280.07
1988-06-23,,82.91,,759.34,,,1303.2,1287.93
1988-06-24,,82.6,,763.67,,,1332.04,1316.43
1988-06-27,,81.81,,762.99,,,1325.45,1307.86
1988-06-28,,81.87,,756.75,,,1318.36,1300.87
1988-06-29,,82.13,,760.82,,,1325.02,1307.45
1988-06-30,,81.95,,760.54,,,1340.31,1320.17
1988-07-01,,82.32,,769.63,,,1350.53,1328.52
1988-07-04,,81.96,,771.49,,,1362.16,1338.79
1988-07-05,,82.64,,775.35,,,1377.05,1353.43
1988-07-06,,83.79,,787.97,,,1395.96,1370.18
1988-07-07,,83.18,,783.36,,,1399.19,1371.22
1988-07-08,,83.61,,783.07,,,1402.67,1368.96
1988-07-11,,83.54,,780.72,,,1378.86,1339.64
1988-07-12,,82.77,,771.99,,,1363.88,1324.88
1988-07-13,,82.72,,766.99,,,1344.62,1306.17
1988-07-14,,82.92,,770.82,,,,
1988-07-15,,83.09,,774.77,,,1355.91,1316.43
1988-07-18,,82.93,,772.11,,,1333.78,1293.82
1988-07-19,,82.67,,767.36,,,1314.91,1275.52
1988-07-20,,83.37,,771.81,,,1330.55,1290.69
1988-07-21,,83.42,,772.11,,,1339.99,1299.84
1988-07-22,,82.8,,765.79,,,1340.7,1300.54
1988-07-25,,82.7,,765.03,,,1336.19,1296.16
1988-07-26,,82.94,,772.58,,,1348.66,1308.26
1988-07-27,,83.35,,775.46,,,1349.35,1308.93
1988-07-28,,83.32,,771.12,,,1345.92,1305.6
1988-07-29,,83.82,,780.03,,,1361.62,1320.55
1988-08-01,,84.42,,786.65,,,1370.12,1328.8
1988-08-02,,84.26,,786.91,,,1373.36,1331.93
1988-08-03,,84.45,,785.35,,,1369.09,1327.79
1988-08-04,,84.67,,784.49,,,1368.77,1326.98
1988-08-05,,85.09,,790.72,,,1366.19,1324.48
1988-08-08,,84.79,,786.05,,,1362.93,1321.32
1988-08-09,,84.78,,788.65,,,1364.82,1323.15
1988-08-10,,83.38,,774.91,,,1347.06,1305.94
1988-08-11,,82.8,,766.11,,,1332.87,1292.18
1988-08-12,,83.46,,773.27,,,1336.11,1295.32
1988-08-15,,82.71,,770.05,,,,
1988-08-16,,82.88,,766.83,,,1326.4,1285.91
1988-08-17,,83.47,,775.41,,,1344.56,1303.51
1988-08-18,,83.72,,777.71,,,1344.94,1303.88
1988-08-19,,83.76,,774.53,,,1351.27,1310.02
1988-08-22,,83.4,,773.6,,,1350.44,1308.13
1988-08-23,,82.59,,767.15,,,1334.56,1293.86
1988-08-24,,82.59,,769.97,,,1347.91,1306.67
1988-08-25,,81.22,,762.04,,,1326.93,1284.7
1988-08-26,,80.7,,760.86,,,1321.62,1279.1
1988-08-29,,80.45,,757.41,,,1320.88,1280.26
1988-08-30,,80.34,,759.76,,,1326.86,1286.81
1988-08-31,,80.41,,761.63,,,1333.52,1291.45
1988-09-01,,79.62,,757.92,,,1318.0,1277.51
1988-09-02,,79.53,,755.5,,,1326.62,1287.28
1988-09-05,,80.34,,762.97,,,1330.98,1289.36
1988-09-06,,80.58,,764.79,,,1330.68,1289.86
1988-09-07,,80.54,,767.95,,,1347.74,1305.16
1988-09-08,,80.64,,773.44,,,1344.71,1301.8
1988-09-09,,79.99,,768.47,,,1342.59,1301.37
1988-09-12,,80.45,,776.16,,,1353.95,1311.85
1988-09-13,,80.86,,779.82,,,1377.22,1333.62
1988-09-14,,81.57,,789.7,,,1412.89,1367.67
1988-09-15,,81.93,,794.24,,,1407.79,1365.04
1988-09-16,,81.87,,793.88,,,1408.21,1364.64
1988-09-19,,82.02,,798.4,,,1409.21,1367.33
1988-09-20,,82.33,,797.96,,,1408.76,1365.07
1988-09-21,,83.11,,803.58,,,1433.79,1388.95
1988-09-22,,83.03,,805.49,,,1439.83,1405.95
1988-09-23,,83.03,,802.23,,,1431.28,1386.23
1988-09-26,,83.26,,805.86,,,1447.75,1403.02
1988-09-27,,83.54,,802.73,,,1437.72,1393.55
1988-09-28,,83.73,,801.46,,,1443.1,1398.07
1988-09-29,,84.42,,807.99,,,1461.65,1416.58
1988-09-30,,84.47,,809.03,,,1462.79,1417.32
1988-10-03,,84.03,,809.23,,,1467.38,1420.89
1988-10-04,,84.12,,812.2,,,1477.11,1432.25
1988-10-05,,84.71,,814.6,,,1478.63,1432.32
1988-10-06,,85.14,,816.7,,,1481.42,1434.62
1988-10-07,,85.44,,818.72,,,1484.64,1440.22
1988-10-10,,85.91,,823.99,,,1484.3,1439.49
1988-10-11,,85.57,,817.84,,,1456.74,1411.27
1988-10-12,,84.96,,812.66,,,1452.92,1405.4
1988-10-13,,85.5,,819.84,,,1473.17,1423.55
1988-10-14,,86.0,,823.39,,,1482.62,1436.84
1988-10-17,,86.39,,825.53,,,1462.53,1418.08
1988-10-18,,86.57,,833.38,,,1474.05,1428.15
1988-10-19,,86.93,,837.6,,,1498.05,1451.87
1988-10-20,,86.87,,832.5,,,1496.92,1449.57
1988-10-21,,86.63,,832.21,,,1503.08,1456.11
1988-10-24,,86.35,,831.32,,,1510.45,1463.78
1988-10-25,,86.4,,832.41,,,1514.92,1467.25
1988-10-26,,87.43,,846.5,,,1520.74,1473.84
1988-10-27,,86.67,,836.33,,,1525.81,1476.96
1988-10-28,,87.08,,841.45,,,1543.97,1495.96
1988-10-31,,86.97,,837.84,,,,
1988-11-01,,87.42,,842.83,,,,
1988-11-02,,87.05,,838.65,,,1552.19,1506.67
1988-11-03,,86.78,,837.14,,,1549.25,1499.96
1988-11-04,,87.0,,838.31,,,1552.64,1501.75
1988-11-07,,86.29,,830.56,,,1531.63,1485.15
1988-11-08,,86.98,,836.86,,,1543.28,1496.56
1988-11-09,,86.45,,833.03,,,1534.49,1487.98
1988-11-10,,86.29,,830.49,,,1539.53,1492.35
1988-11-11,,85.47,,826.42,,,,
1988-11-14,,84.93,,821.69,,,1517.66,1492.35
1988-11-15,,85.04,,819.76,,,1515.13,1492.35
1988-11-16,,85.22,,822.09,,,1527.2,1480.57
1988-11-17,,85.39,,819.3,,,1519.33,1470.99
1988-11-18,,85.37,,825.01,,,1518.86,1471.84
1988-11-21,,84.82,,822.15,,,1504.04,1471.58
1988-11-22,,85.0,,822.15,,,1501.55,1455.96
1988-11-23,,85.7,,828.6,,,1517.35,1468.41
1988-11-24,,85.71,,829.94,,,1526.02,1478.0
1988-11-25,,84.94,,827.28,,,1519.35,1469.58
1988-11-28,,84.58,,822.2,,,1514.36,1466.41
1988-11-29,,84.83,,823.08,,,1510.95,1463.67
1988-11-30,,85.33,,828.32,,,1524.75,1480.75
1988-12-01,,85.03,,828.11,,,1521.16,1473.73
1988-12-02,,84.65,,825.56,,,1514.49,1466.84
1988-12-05,,84.56,,823.66,,,1509.99,1462.2
1988-12-06,,84.94,,827.01,,,1515.18,1498.2
1988-12-07,,85.35,,834.37,,,1523.64,1476.36
1988-12-08,,84.95,,833.25,,,1526.78,1476.36
1988-12-09,,85.28,,843.45,,,1544.34,1497.46
1988-12-12,,84.52,,836.02,,,1544.98,1498.2
1988-12-13,,84.54,,835.75,,,1533.74,1486.85
1988-12-14,,84.28,,832.87,,,1531.51,1483.5
1988-12-15,,84.43,,832.27,,,1518.57,1473.1
1988-12-16,,85.03,,839.18,,,1523.13,1475.55
1988-12-19,,85.33,,846.69,,,1525.75,1478.46
1988-12-20,,85.93,,854.39,,,1545.9,1498.71
1988-12-21,,85.89,,853.69,,,1552.73,1505.32
1988-12-22,,84.49,,843.38,,,1576.15,1528.03
1988-12-23,,86.07,,856.46,,,1588.49,1539.99
1988-12-26,,86.06,,856.06,,,,
1988-12-27,,86.26,,861.08,,,1595.5,1546.79
1988-12-28,,86.53,,859.15,,,1594.37,1545.7
1988-12-29,,87.04,,861.22,,,1608.15,1559.05
1988-12-30,,86.85,,861.36,,,1623.5,1573.94
1989-01-02,,87.04,,866.04,,,,
1989-01-03,,87.38,,872.11,,,1620.24,1570.77
1989-01-04,,87.93,,876.29,,,1645.61,1595.37
1989-01-05,,88.38,,883.29,,,1679.39,1627.7
1989-01-06,,88.72,,884.13,,,1695.16,1642.99
1989-01-09,,89.36,,886.05,,,1681.59,1629.84
1989-01-10,,89.35,,881.16,,,1683.54,1631.73
1989-01-11,,89.65,,881.55,,,1670.77,1619.35
1989-01-12,,90.19,,884.53,,,1699.95,1619.35
1989-01-13,,90.56,,885.25,,,1695.64,1643.23
1989-01-16,,90.87,,885.24,,,1696.17,1643.23
1989-01-17,,90.65,,881.7,,,1688.28,1636.1
1989-01-18,,91.29,,880.4,,,1680.89,1628.93
1989-01-19,,91.93,,888.68,,,1696.34,1643.91
1989-01-20,,91.77,,885.46,,,1696.31,1643.87
