Nom,STOXX® Europe 600 (Gross Return EUR),STOXX® Europe 600 (Price Return EUR),EURO STOXX 50® (Gross Return EUR),EURO STOXX 50® (Price Return EUR),CAC All-Tradable Gross Return,CAC All-Tradable,CAC 40 Gross Return,CAC 40
ISIN,CH0102635015,EU0009658202,CH0102173264,EU0009658145,QS0011131891,FR0003999499,QS0011131834,FR0003500008
Symbole,SXXGR,SXXP,SX5GT,SX5E,CACTR,CACT,PX1GR,CAC
Source,https://stoxx.com/index/sxxgr/?factsheet=true,https://stoxx.com/index/sxxp/?factsheet=true,https://stoxx.com/index/sx5gt/?factsheet=true,https://stoxx.com/index/sx5e/?factsheet=true,https://markets.ft.com/data/indices/tearsheet/summary?s=CACTR%3APAR,https://markets.ft.com/data/indices/tearsheet/summary?s=CACT%3APAR,https://markets.ft.com/data/indices/tearsheet/summary?s=PX1GR%3APAR,https://markets.ft.com/data/indices/tearsheet/summary?s=CAC%3APAR
Date,STOXX_600_Gross_Return,STOXX_600_Price_Return,EURO_STOXX_50_Gross_Return,EURO_STOXX_50_Price_Return,CAC_All_Tradable_Gross_Return,CAC_All_Tradable_Price_Return,CAC_40_Gross_Return,CAC_40_Price_Return
1993-12-01,,129.65,,1347.38,,1416.53,2597.61,2153.98
1993-12-02,,130.19,,1356.17,,1420.73,2605.41,2160.45
1993-12-03,,130.87,,1363.86,,1432.85,2639.12,2188.4
1993-12-06,,131.05,,1368.98,,1433.37,2637.12,2186.74
1993-12-07,,130.98,,1371.06,,1429.88,2624.31,2176.12
1993-12-08,,132.14,,1385.54,,1444.74,2659.52,2205.31
1993-12-09,,132.64,,1395.19,,1449.45,2666.86,2211.4
1993-12-10,,131.81,,1385.03,,1445.86,2650.85,2198.13
1993-12-13,,132.11,,1388.06,,1449.16,2648.66,2196.31
1993-12-14,,131.52,,1371.28,,1432.25,2600.65,2156.5
1993-12-15,,131.44,,1364.39,,1434.01,2608.04,2162.63
1993-12-16,,132.49,,1374.58,,1437.01,2605.18,2160.26
1993-12-17,,133.4,,1385.53,,1455.05,2648.82,2196.44
1993-12-20,,134.4,,1398.71,,1467.85,2681.42,2223.47
1993-12-21,,134.65,,1402.55,,1467.18,2672.23,2215.86
1993-12-22,,135.48,,1410.18,,1471.77,2684.22,2225.79
1993-12-23,,136.63,,1421.32,,1482.21,2704.99,2243.02
1993-12-24,,136.98,,1421.46,,1486.37,2715.19,2251.48
1993-12-27,,137.66,,1433.22,,1503.76,2745.42,2276.55
1993-12-28,,137.39,,1425.08,,1498.85,2731.06,2264.64
1993-12-29,,137.82,,1420.37,,1509.35,2751.87,2281.89
1993-12-30,,137.82,,1431.63,,1510.72,2751.05,2281.22
1993-12-31,,138.03,,1433.34,,1506.09,2735.38,2268.22
1994-01-03,,138.48,,1440.91,,1517.39,2762.32,2290.56
1994-01-04,,138.57,,1436.03,,1511.83,2742.76,2274.34
1994-01-05,,137.99,,1424.89,,1504.29,2712.87,2249.55
1994-01-06,,138.91,,1429.78,,1518.6,2743.62,2275.06
1994-01-07,,139.97,,1433.71,,1538.72,2782.81,2307.55
1994-01-10,,140.32,,1438.03,,1546.91,2794.51,2317.25
1994-01-11,,140.42,,1440.3,,1559.03,2811.48,2331.33
1994-01-12,,139.36,,1420.37,,1530.84,2751.87,2281.9
1994-01-13,,138.48,,1401.53,,1515.52,2716.59,2252.19
1994-01-14,,139.43,,1406.11,,1520.82,2728.73,2262.25
1994-01-17,,139.9,,1403.61,,1509.81,2695.6,2234.78
1994-01-18,,140.66,,1408.49,,1515.62,2710.76,2247.35
1994-01-19,,142.03,,1421.76,,1530.14,2743.71,2274.67
1994-01-20,,141.33,,1413.34,,1521.45,2723.37,2257.81
1994-01-21,,141.28,,1403.16,,1513.88,2706.68,2243.97
1994-01-24,,141.24,,1409.51,,1526.49,2743.49,2274.49
1994-01-25,,141.22,,1418.52,,1533.6,2748.14,2278.34
1994-01-26,,141.33,,1421.35,,1539.01,2752.97,2282.35
1994-01-27,,141.34,,1422.43,,1541.33,2751.29,2280.95
1994-01-28,,142.43,,1436.71,,1560.6,2790.15,2313.17
1994-01-31,,144.44,,1456.88,,1573.38,2815.97,2334.36
1994-02-01,,143.87,,1453.55,,1572.29,2812.44,2331.29
1994-02-02,,144.68,,1459.27,,1585.2,2842.17,2355.93
1994-02-03,,143.68,,1447.44,,1568.53,2801.23,2321.99
1994-02-04,,143.45,,1444.99,,1572.68,2809.88,2329.17
1994-02-07,,141.16,,1415.52,,1545.16,2759.08,2287.06
1994-02-08,,142.06,,1433.9,,1554.55,2774.51,2299.85
1994-02-09,,141.09,,1429.25,,1552.73,2777.18,2302.06
1994-02-10,,140.49,,1433.5,,1549.43,2770.8,2296.77
1994-02-11,,139.52,,1422.66,,1534.11,2744.65,2275.09
1994-02-14,,138.7,,1418.12,,1516.76,2706.12,2243.16
1994-02-15,,139.3,,1422.12,,1522.18,2723.99,2257.97
1994-02-16,,140.13,,1428.76,,1527.44,2731.65,2264.32
1994-02-17,,140.71,,1433.04,,1534.28,2751.99,2281.18
1994-02-18,,139.86,,1432.03,,1520.36,2716.53,2251.78
1994-02-21,,138.44,,1412.26,,1500.4,2672.39,2215.2
1994-02-22,,137.86,,1406.44,,1506.61,2686.3,2226.73
1994-02-23,,138.83,,1419.19,,1519.18,2716.78,2252.0
1994-02-24,,136.22,,1390.34,,1500.76,2664.05,2208.29
1994-02-25,,135.94,,1381.66,,1494.31,2652.75,2198.92
1994-02-28,,136.98,,1396.06,,1510.66,2699.97,2238.06
1994-03-01,,135.49,,1374.03,,1485.28,2633.69,2183.12
1994-03-02,,133.51,,1347.84,,1459.88,2587.29,2144.66
1994-03-03,,134.37,,1360.09,,1467.13,2599.06,2154.41
1994-03-04,,135.71,,1372.0,,1478.48,2628.34,2178.69
1994-03-07,,137.4,,1396.36,,1500.52,2678.04,2219.89
1994-03-08,,136.7,,1398.47,,1499.04,2673.88,2216.43
1994-03-09,,135.75,,1387.76,,1490.18,2653.61,2199.64
1994-03-10,,135.59,,1393.91,,1483.52,2635.46,2184.58
1994-03-11,,134.08,,1380.04,,1472.43,2623.78,2174.91
1994-03-14,,135.74,,1402.91,,1487.63,2672.18,2215.02
1994-03-15,,136.92,,1418.62,,1508.19,2724.65,2258.52
1994-03-16,,136.35,,1414.77,,1501.47,2705.57,2242.71
1994-03-17,,136.62,,1417.33,,1504.4,2711.77,2247.84
1994-03-18,,135.71,,1404.37,,1491.38,2679.8,2221.34
1994-03-21,,134.56,,1391.96,,1478.99,2657.3,2202.69
1994-03-22,,134.37,,1390.01,,1478.5,2654.87,2200.68
1994-03-23,,134.13,,1397.12,,1478.41,2654.26,2200.17
1994-03-24,,132.54,,1383.47,,1452.96,2596.82,2152.56
1994-03-25,,131.88,,1369.6,,1447.55,2577.6,2136.62
1994-03-28,,132.73,,1385.36,,1451.45,2587.08,2144.49
1994-03-29,,132.21,,1383.0,,1438.46,2561.7,2123.44
1994-03-30,,130.98,,1367.86,,1418.37,2514.6,2083.87
1994-03-31,,130.82,,1365.74,,1419.69,2512.28,2081.94
1994-04-01,,131.37,,1368.12,,,,
1994-04-04,,131.02,,1364.65,,,,
1994-04-05,,131.93,,1373.5,,1426.47,2534.37,2100.25
1994-04-06,,133.39,,1394.06,,1442.15,2568.12,2128.22
1994-04-07,,133.75,,1399.86,,1435.57,2557.68,2119.57
1994-04-08,,134.12,,1407.45,,1432.84,2551.9,2114.77
1994-04-11,,135.09,,1425.69,,1447.36,2588.71,2145.28
1994-04-12,,135.85,,1429.36,,1448.99,2592.66,2148.55
1994-04-13,,135.16,,1425.17,,1450.32,2597.26,2152.36
1994-04-14,,134.49,,1417.49,,1443.38,2581.19,2139.05
1994-04-15,,135.36,,1424.74,,1450.29,2605.98,2159.59
1994-04-18,,134.8,,1421.75,,1449.03,2606.55,2160.06
1994-04-19,,133.49,,1400.29,,1430.23,2577.49,2135.98
1994-04-20,,133.04,,1396.54,,1411.42,2537.34,2102.71
1994-04-21,,132.62,,1393.58,,1402.99,2524.36,2091.95
1994-04-22,,134.07,,1415.98,,1425.06,2576.52,2135.17
1994-04-25,,133.01,,1408.35,,1418.99,2553.72,2116.29
1994-04-26,,134.62,,1427.08,,1427.2,2572.82,2130.91
1994-04-27,,135.44,,1436.48,,1436.35,2592.64,2147.32
1994-04-28,,135.17,,1431.79,,1440.33,2596.17,2150.25
1994-04-29,,134.74,,1427.37,,1445.4,2615.14,2165.96
1994-05-02,,134.92,,1432.21,,1455.54,2639.61,2186.23
1994-05-03,,134.15,,1428.69,,1452.88,2630.87,2178.99
1994-05-04,,133.05,,1414.59,,1431.93,2585.7,2141.57
1994-05-05,,133.46,,1414.68,,1438.25,2611.1,2162.62
1994-05-06,,133.63,,1425.01,,1434.83,2605.79,2158.22
1994-05-09,,132.38,,1413.35,,1422.97,2583.09,2139.42
1994-05-10,,133.81,,1429.21,,1435.56,2613.95,2164.98
1994-05-11,,133.99,,1431.48,,1440.92,2628.15,2176.74
1994-05-12,,134.28,,1433.57,,,,
1994-05-13,,134.51,,1437.29,,1447.84,2640.54,2187.0
1994-05-16,,134.58,,1437.63,,1448.3,2645.43,2187.7
1994-05-17,,134.89,,1440.05,,1450.78,2654.47,2195.17
1994-05-18,,134.57,,1441.33,,1448.14,2640.95,2183.99
1994-05-19,,134.37,,1434.04,,1441.0,2619.17,2165.35
1994-05-20,,133.65,,1425.53,,1432.82,2607.17,2155.43
1994-05-23,,133.06,,1421.0,,,,
1994-05-24,,131.88,,1400.81,,1417.26,2580.43,2133.32
1994-05-25,,129.85,,1381.18,,1395.85,2521.27,2084.41
1994-05-26,,129.49,,1371.98,,1397.97,2530.92,2091.89
1994-05-27,,128.46,,1365.66,,1378.63,2481.04,2050.67
1994-05-30,,128.43,,1363.29,,1379.81,2485.47,2052.51
1994-05-31,,127.77,,1358.74,,1365.51,2458.1,2029.9
1994-06-01,,127.04,,1348.31,,1337.2,2397.28,1979.68
1994-06-02,,127.82,,1355.0,,1347.97,2430.82,2007.38
1994-06-03,,128.77,,1364.1,,1367.89,2472.43,2041.74
1994-06-06,,129.55,,1372.67,,1367.23,2475.22,2037.15
1994-06-07,,129.11,,1364.9,,1360.66,2458.92,2023.74
1994-06-08,,130.11,,1370.33,,1372.03,2486.95,2046.81
1994-06-09,,129.54,,1362.82,,1361.98,2466.0,2028.39
1994-06-10,,129.93,,1368.07,,1358.21,2457.88,2020.72
1994-06-13,,128.2,,1347.58,,1332.6,2412.08,1977.66
1994-06-14,,127.83,,1339.28,,1336.77,2429.55,1991.99
1994-06-15,,127.45,,1334.64,,1332.96,2400.14,1964.06
1994-06-16,,126.41,,1320.83,,1306.06,2373.03,1942.81
1994-06-17,,125.51,,1315.61,,1300.98,2364.65,1935.95
1994-06-20,,122.46,,1278.38,,1277.24,2324.46,1903.04
1994-06-21,,121.82,,1272.0,,1270.51,2309.48,1890.78
1994-06-22,,122.93,,1285.93,,1281.81,2341.56,1917.04
1994-06-23,,123.79,,1306.64,,1292.19,2368.4,1939.02
1994-06-24,,122.0,,1290.51,,1280.28,2329.32,1907.02
1994-06-27,,121.56,,1278.8,,1280.72,2346.29,1911.6
1994-06-28,,122.5,,1289.22,,1292.15,2365.37,1925.76
1994-06-29,,123.66,,1299.5,,1298.25,2382.45,1936.33
1994-06-30,,122.59,,1284.6,,1278.69,2329.34,1892.0
1994-07-01,,122.71,,1286.27,,1268.47,2311.26,1872.86
1994-07-04,,123.58,,1288.94,,1265.36,2315.35,1866.18
1994-07-05,,122.79,,1286.05,,1269.27,2333.23,1878.73
1994-07-06,,122.74,,1287.28,,1274.53,2345.96,1888.99
1994-07-07,,122.81,,1292.0,,1288.66,2386.0,1920.75
1994-07-08,,123.08,,1297.6,,1289.97,2386.04,1920.78
1994-07-11,,123.43,,1307.31,,1303.92,2422.02,1949.75
1994-07-12,,122.42,,1297.31,,1299.73,2412.49,1942.08
1994-07-13,,123.66,,1310.64,,1317.09,2454.06,1974.59
1994-07-14,,124.8,,1314.0,,,,
1994-07-15,,125.74,,1327.15,,,,
1994-07-18,,126.16,,1338.19,,1344.97,2516.87,2025.13
1994-07-19,,127.38,,1354.19,,1360.71,2550.67,2052.33
1994-07-20,,127.3,,1353.32,,1359.66,2540.97,2043.72
1994-07-21,,127.82,,1354.42,,1362.65,2553.48,2053.78
1994-07-22,,128.91,,1367.05,,1358.34,2538.1,2041.41
1994-07-25,,128.63,,1366.36,,1369.19,2561.01,2059.84
1994-07-26,,128.76,,1370.81,,1380.14,2582.15,2076.84
1994-07-27,,127.56,,1360.05,,1370.32,2555.85,2055.69
1994-07-28,,127.8,,1357.62,,1367.47,2553.05,2053.43
1994-07-29,,128.65,,1373.6,,1381.16,2580.45,2074.99
1994-08-01,,128.99,,1380.36,,1380.95,2573.72,2069.58
1994-08-02,,130.86,,1398.24,,1404.71,2632.98,2117.23
1994-08-03,,131.06,,1401.79,,1405.17,2630.29,2115.07
1994-08-04,,131.04,,1396.72,,1398.18,2607.14,2096.45
1994-08-05,,131.24,,1397.49,,1403.31,2620.35,2107.07
1994-08-08,,131.26,,1396.94,,1401.36,2619.44,2106.34
1994-08-09,,130.35,,1381.63,,1385.45,2579.82,2074.48
1994-08-10,,129.46,,1373.03,,1378.65,2566.99,2064.17
1994-08-11,,129.4,,1369.94,,1365.87,2535.61,2038.93
1994-08-12,,127.91,,1350.68,,1346.84,2495.83,2006.95
1994-08-15,,127.8,,1353.01,,,,
1994-08-16,,128.23,,1355.39,,1349.4,2502.55,2012.35
1994-08-17,,128.97,,1363.02,,1360.22,2530.69,2034.98
1994-08-18,,128.36,,1352.49,,1349.38,2500.3,2010.54
1994-08-19,,128.34,,1352.22,,1344.9,2488.85,2001.33
1994-08-22,,127.41,,1341.66,,1328.68,2453.16,1972.63
1994-08-23,,127.67,,1347.0,,1338.99,2487.98,2000.63
1994-08-24,,128.75,,1356.09,,1339.94,2495.02,2006.29
1994-08-25,,129.83,,1369.09,,1354.57,2520.18,2026.52
1994-08-26,,131.13,,1383.31,,1372.5,2565.22,2062.74
1994-08-29,,132.04,,1397.07,,1380.84,2580.8,2075.27
1994-08-30,,131.65,,1394.68,,1373.97,2562.27,2060.37
1994-08-31,,131.91,,1397.12,,1378.35,2573.1,2069.08
1994-09-01,,131.04,,1384.0,,1364.46,2530.61,2034.91
1994-09-02,,130.79,,1383.88,,1358.42,2512.53,2020.37
1994-09-05,,130.21,,1368.69,,1346.1,2484.95,1998.2
1994-09-06,,128.87,,1354.66,,1327.71,2439.25,1961.45
1994-09-07,,129.17,,1359.5,,1328.37,2442.68,1964.2
1994-09-08,,129.11,,1367.16,,1338.72,2466.55,1983.4
1994-09-09,,128.07,,1362.97,,1322.89,2423.55,1948.83
1994-09-12,,128.12,,1352.29,,1329.15,2445.9,1966.79
1994-09-13,,127.74,,1350.94,,1328.58,2449.1,1969.36
1994-09-14,,126.77,,1343.46,,1321.28,2428.67,1952.94
1994-09-15,,127.78,,1351.45,,1331.1,2458.97,1977.3
1994-09-16,,127.03,,1342.28,,1303.78,2393.41,1924.59
1994-09-19,,126.69,,1332.83,,1301.82,2391.27,1922.87
1994-09-20,,125.63,,1321.61,,1294.88,2386.78,1919.25
1994-09-21,,125.04,,1319.69,,1280.23,2359.33,1897.18
1994-09-22,,124.79,,1314.59,,1278.47,2362.05,1899.37
1994-09-23,,125.41,,1327.59,,1291.75,2396.84,1927.35
1994-09-26,,124.65,,1319.29,,1279.47,2366.21,1902.72
1994-09-27,,124.59,,1317.98,,1278.42,2364.42,1901.28
1994-09-28,,125.56,,1329.13,,1279.66,2368.99,1904.95
1994-09-29,,123.99,,1312.49,,1262.98,2333.21,1876.18
1994-09-30,,124.09,,1302.53,,1267.69,2337.04,1879.25
1994-10-03,,122.79,,1292.05,,1251.82,2304.19,1852.83
1994-10-04,,123.06,,1291.81,,1262.63,2333.15,1876.12
1994-10-05,,121.18,,1268.62,,1238.08,2280.42,1833.72
1994-10-06,,121.88,,1269.74,,1241.06,2292.44,1843.38
1994-10-07,,121.83,,1268.87,,1245.61,2308.6,1856.38
1994-10-10,,123.63,,1296.61,,1267.51,2360.75,1898.32
1994-10-11,,124.92,,1316.56,,1278.5,2386.5,1919.02
1994-10-12,,125.52,,1319.51,,1280.32,2385.41,1918.14
1994-10-13,,126.61,,1333.21,,1298.09,2432.1,1955.68
1994-10-14,,126.16,,1334.83,,1288.05,2403.92,1933.02
1994-10-17,,125.91,,1326.1,,1274.44,2370.84,1906.42
1994-10-18,,124.96,,1317.49,,1268.76,2361.12,1898.6
1994-10-19,,124.44,,1304.88,,1256.64,2333.4,1876.31
1994-10-20,,124.81,,1308.15,,1251.21,2322.28,1867.37
1994-10-21,,123.38,,1289.34,,1237.88,2290.84,1842.09
1994-10-24,,123.4,,1291.24,,1238.73,2290.21,1841.59
1994-10-25,,122.25,,1275.36,,1227.86,2268.86,1824.42
1994-10-26,,122.29,,1285.21,,1231.77,2277.72,1831.54
1994-10-27,,122.91,,1289.75,,1243.52,2310.76,1858.11
1994-10-28,,124.69,,1312.51,,1266.92,2369.93,1905.69
1994-10-31,,125.92,,1327.67,,,,
1994-11-01,,125.46,,1321.83,,,,
1994-11-02,,124.95,,1304.8,,1252.89,2330.03,1905.69
1994-11-03,,125.63,,1315.17,,1270.46,2376.7,1911.13
1994-11-04,,125.65,,1321.16,,1281.87,2402.22,1931.65
1994-11-07,,124.52,,1305.87,,1269.46,2370.41,1906.07
1994-11-08,,124.89,,1312.15,,1277.12,2389.64,1921.54
1994-11-09,,126.47,,1331.69,,1291.58,2417.4,1943.86
1994-11-10,,126.45,,1328.05,,1293.15,2422.99,1948.35
1994-11-11,,126.0,,1326.0,,,,
1994-11-14,,126.54,,1329.47,,1291.71,2413.95,1941.08
1994-11-15,,127.55,,1344.61,,1299.76,2430.67,1954.53
1994-11-16,,127.5,,1337.76,,1297.66,2425.28,1950.2
1994-11-17,,126.98,,1330.84,,1284.58,2397.09,1927.53
1994-11-18,,126.87,,1328.5,,1280.81,2395.8,1926.5
1994-11-21,,126.93,,1332.02,,1280.62,2397.46,1927.83
1994-11-22,,125.4,,1314.21,,1271.08,2377.04,1911.41
1994-11-23,,123.57,,1295.05,,1259.44,2354.25,1893.09
1994-11-24,,124.47,,1312.35,,1283.06,2405.97,1934.68
1994-11-25,,124.55,,1313.97,,1288.38,2419.92,1945.89
1994-11-28,,125.14,,1319.31,,1292.91,2427.99,1952.38
1994-11-29,,125.1,,1313.83,,1286.84,2412.56,1939.97
1994-11-30,,125.93,,1323.35,,1303.53,2458.45,1975.94
1994-12-01,,125.2,,1321.32,,1299.84,2443.53,1963.95
1994-12-02,,125.13,,1325.7,,1305.9,2466.87,1982.71
1994-12-05,,125.48,,1334.17,,1302.63,2455.59,1973.65
1994-12-06,,124.57,,1322.52,,1297.85,2449.74,1968.95
1994-12-07,,124.44,,1322.22,,1298.32,2450.84,1969.84
1994-12-08,,124.37,,1316.92,,1290.13,2431.24,1954.09
1994-12-09,,123.23,,1305.13,,1282.34,2409.96,1936.99
1994-12-12,,122.2,,1296.02,,1271.33,2387.97,1919.32
1994-12-13,,122.03,,1293.5,,1267.82,2385.22,1917.11
1994-12-14,,122.75,,1299.74,,1270.93,2401.28,1930.02
1994-12-15,,123.07,,1306.21,,1270.11,2402.62,1931.1
1994-12-16,,123.8,,1312.17,,1266.23,2393.99,1924.16
1994-12-19,,124.22,,1314.24,,1267.07,2398.88,1928.09
1994-12-20,,124.61,,1315.12,,1262.42,2394.69,1924.72
1994-12-21,,125.12,,1325.52,,1270.47,2414.81,1940.89
1994-12-22,,125.79,,1330.99,,1277.15,2428.7,1952.05
1994-12-23,,125.98,,1331.54,,1276.06,2425.96,1949.85
1994-12-26,,126.07,,1334.14,,1285.89,2446.76,1966.57
1994-12-27,,126.25,,1337.81,,1279.81,2433.58,1955.98
1994-12-28,,126.45,,1341.66,,1266.29,2398.56,1927.83
1994-12-29,,124.57,,1312.9,,1252.28,2356.66,1894.15
1994-12-30,,125.06,,1320.59,,1250.66,2340.49,1881.15
1995-01-02,,124.84,,1315.75,,,,
1995-01-03,,124.89,,1317.34,,1252.58,2346.41,1885.91
1995-01-04,,124.96,,1318.64,,1258.62,2366.17,1901.79
1995-01-05,,124.18,,1308.53,,1242.83,2328.52,1871.53
1995-01-06,,124.71,,1310.15,,1249.39,2347.03,1886.4
1995-01-09,,123.92,,1304.48,,1239.01,2319.44,1864.22
1995-01-10,,123.7,,1301.75,,1233.51,2313.18,1859.19
1995-01-11,,123.52,,1298.69,,1228.88,2300.66,1849.13
1995-01-12,,123.61,,1300.27,,1226.43,2294.91,1844.06
1995-01-13,,123.79,,1303.13,,1228.85,2307.26,1853.98
1995-01-16,,124.88,,1322.54,,1237.8,2330.69,1872.81
1995-01-17,,124.42,,1317.97,,1228.94,2310.94,1856.94
1995-01-18,,124.43,,1315.89,,1228.34,2315.09,1860.27
1995-01-19,,124.01,,1319.01,,1216.78,2286.27,1837.11
1995-01-20,,122.88,,1305.78,,1202.37,2256.68,1813.33
1995-01-23,,121.52,,1288.91,,1178.82,2206.29,1772.84
1995-01-24,,121.85,,1292.01,,1180.78,2215.41,1780.17
1995-01-25,,122.01,,1294.99,,1192.07,2243.15,1802.46
1995-01-26,,122.87,,1305.39,,1204.09,2272.8,1826.28
1995-01-27,,122.97,,1306.55,,1200.7,2257.68,1814.13
1995-01-30,,122.36,,1306.73,,1200.07,2256.8,1813.43
1995-01-31,,121.92,,1296.71,,1191.14,2237.76,1797.9
1995-02-01,,123.32,,1314.58,,1207.05,2275.12,1827.78
1995-02-02,,123.55,,1314.11,,1202.04,2260.58,1816.1
1995-02-03,,124.27,,1325.2,,1215.41,2293.36,1842.43
1995-02-06,,125.15,,1339.4,,1232.91,2330.31,1872.11
1995-02-07,,125.16,,1337.86,,1232.9,2328.23,1870.44
1995-02-08,,124.75,,1334.62,,1223.85,2303.92,1850.91
1995-02-09,,125.76,,1343.66,,1236.43,2333.2,1874.44
1995-02-10,,126.01,,1348.1,,1235.43,2326.93,1869.4
1995-02-13,,125.36,,1340.69,,1225.01,2303.17,1850.31
1995-02-14,,125.08,,1344.6,,1225.89,2310.36,1856.09
1995-02-15,,125.09,,1346.27,,1228.98,2317.59,1861.9
1995-02-16,,123.87,,1331.42,,1216.19,2284.11,1835.0
1995-02-17,,123.48,,1329.81,,1210.1,2268.51,1822.47
1995-02-20,,122.27,,1319.1,,1197.97,2243.32,1802.24
1995-02-21,,122.63,,1319.05,,1197.8,2247.52,1805.62
1995-02-22,,122.34,,1314.36,,1196.99,2245.96,1804.37
1995-02-23,,123.3,,1325.85,,1208.51,2274.14,1827.01
1995-02-24,,122.88,,1321.92,,1199.51,2247.67,1805.74
1995-02-27,,122.09,,1313.54,,1196.14,2243.23,1802.17
1995-02-28,,121.82,,1312.78,,1184.73,2211.71,1776.85
1995-03-01,,122.72,,1322.62,,1198.46,2250.93,1808.36
1995-03-02,,122.9,,1321.78,,1198.76,2249.67,1807.35
1995-03-03,,122.25,,1316.19,,1192.77,2234.59,1795.24
1995-03-06,,120.82,,1304.05,,1181.54,2207.22,1773.25
1995-03-07,,120.11,,1296.32,,1168.86,2176.55,1748.61
1995-03-08,,119.06,,1282.35,,1170.4,2186.7,1756.76
1995-03-09,,118.38,,1274.57,,1157.1,2149.75,1727.07
1995-03-10,,119.0,,1282.26,,1164.44,2169.71,1743.1
1995-03-13,,118.53,,1275.46,,1154.41,2143.19,1721.8
1995-03-14,,119.7,,1287.85,,1175.48,2201.93,1768.99
1995-03-15,,119.35,,1285.04,,1162.38,2164.1,1738.6
1995-03-16,,120.0,,1289.06,,1182.15,2222.8,1785.76
1995-03-17,,120.75,,1305.29,,1185.4,2226.63,1788.83
1995-03-20,,121.23,,1303.91,,1197.38,2254.93,1811.57
1995-03-21,,121.51,,1301.41,,1198.15,2257.68,1813.78
1995-03-22,,121.59,,1303.8,,1198.04,2262.9,1817.98
1995-03-23,,120.4,,1280.09,,1187.48,2235.12,1795.66
1995-03-24,,121.3,,1284.27,,1198.5,2262.04,1817.29
1995-03-27,,121.62,,1295.5,,1210.94,2285.46,1836.1
1995-03-28,,120.71,,1285.68,,1210.9,2286.82,1837.19
1995-03-29,,120.55,,1288.75,,1216.31,2305.77,1852.42
1995-03-30,,122.42,,1307.45,,1236.87,2356.9,1893.0
1995-03-31,,121.27,,1300.13,,1223.3,2315.16,1859.48
1995-04-03,,121.27,,1298.18,,1225.19,2320.79,1864.0
1995-04-04,,122.43,,1312.51,,1235.93,2344.16,1882.77
1995-04-05,,122.73,,1314.91,,1233.4,2331.89,1872.92
1995-04-06,,123.1,,1322.25,,1242.05,2353.36,1890.16
1995-04-07,,122.97,,1318.14,,1248.05,2366.06,1900.36
1995-04-10,,123.05,,1313.45,,1239.0,2341.86,1880.92
1995-04-11,,122.66,,1316.22,,1234.54,2327.41,1869.31
1995-04-12,,123.0,,1319.31,,1233.96,2330.68,1871.93
1995-04-13,,122.99,,1319.39,,1237.98,2342.15,1881.14
1995-04-14,,123.13,,1321.0,,,,
1995-04-17,,122.98,,1322.13,,,,
1995-04-18,,122.06,,1313.99,,1226.18,2310.48,1855.7
1995-04-19,,122.4,,1314.07,,1233.43,2334.39,1874.9
1995-04-20,,122.84,,1315.96,,1236.46,2343.23,1882.0
1995-04-21,,123.71,,1333.56,,1259.18,2400.96,1928.37
1995-04-24,,123.46,,1331.78,,1256.1,2388.69,1918.51
1995-04-25,,124.51,,1343.63,,1271.78,2424.51,1945.93
1995-04-26,,125.12,,1352.99,,1271.79,2420.01,1942.32
1995-04-27,,125.46,,1352.3,,1265.97,2405.86,1930.96
1995-04-28,,125.25,,1346.68,,1260.96,2390.29,1918.46
1995-05-01,,125.93,,1353.12,,,,
1995-05-02,,126.84,,1366.09,,1271.32,2413.21,1936.85
1995-05-03,,127.17,,1372.6,,1289.13,2455.85,1971.07
1995-05-04,,127.6,,1374.59,,1278.85,2424.85,1946.19
1995-05-05,,126.9,,1369.95,,1269.92,2401.46,1927.41
1995-05-08,,126.69,,1369.38,,,,
1995-05-09,,127.37,,1382.59,,1302.19,2477.78,1988.67
1995-05-10,,128.25,,1390.37,,1310.02,2487.75,1996.67
1995-05-11,,129.73,,1394.78,,1313.91,2497.02,2003.62
1995-05-12,,130.22,,1397.85,,1322.3,2514.03,2017.27
1995-05-15,,129.65,,1390.14,,1309.68,2485.64,1991.53
1995-05-16,,130.29,,1400.6,,1313.54,2497.8,2001.27
1995-05-17,,130.41,,1395.11,,1315.72,2502.05,2004.68
1995-05-18,,129.58,,1384.17,,1308.21,2483.45,1989.78
1995-05-19,,128.5,,1368.56,,1295.96,2456.11,1965.46
1995-05-22,,129.44,,1379.26,,1302.37,2473.71,1979.54
1995-05-23,,129.37,,1377.25,,1299.22,2455.93,1965.31
1995-05-24,,130.43,,1389.13,,1299.74,2450.13,1960.67
1995-05-25,,130.19,,1386.57,,,,
1995-05-26,,128.2,,1366.49,,1280.06,2398.14,1919.07
1995-05-29,,128.03,,1360.0,,1282.95,2409.08,1927.82
1995-05-30,,128.73,,1371.27,,1282.66,2408.43,1927.3
1995-05-31,,129.27,,1377.67,,1291.97,2434.24,1947.95
1995-06-01,,130.55,,1394.26,,1298.42,2452.38,1960.8
1995-06-02,,130.38,,1395.04,,1303.41,2469.05,1971.3
1995-06-05,,130.94,,1394.93,,,,
1995-06-06,,131.1,,1394.92,,1302.68,2481.39,1965.94
1995-06-07,,131.16,,1397.06,,1307.94,2492.43,1974.69
1995-06-08,,130.68,,1390.89,,1295.57,2462.77,1951.19
1995-06-09,,129.6,,1377.42,,1270.73,2394.87,1897.02
1995-06-12,,129.4,,1375.53,,1272.12,2408.42,1907.75
1995-06-13,,129.43,,1376.66,,1277.23,2427.41,1922.79
