Nom,EURO STOXX 50® (Gross Return EUR)
ISIN,CH0102173264
Symbole,SX5GT
Source,https://stoxx.com/index/sx5gt/?factsheet=true
Date,Close
2010-08-16,781.51
2010-08-17,792.92
2010-08-18,790.3
2010-08-19,774.77
2010-08-20,765.85
2010-08-23,770.73
2010-08-24,757.32
2010-08-25,749.46
2010-08-26,755.11
2010-08-27,761.9
2010-08-30,758.51
2010-08-31,760.36
2010-09-01,787.19
2010-09-02,787.17
2010-09-03,796.16
2010-09-06,798.3
2010-09-07,790.64
2010-09-08,798.1
2010-09-09,806.66
2010-09-10,806.07
2010-09-13,813.22
2010-09-14,813.63
2010-09-15,810.12
2010-09-16,807.29
2010-09-17,799.39
2010-09-20,813.17
2010-09-21,810.82
2010-09-22,798.69
2010-09-23,794.58
2010-09-24,810.29
2010-09-27,805.53
2010-09-28,805.03
2010-09-29,798.6799
2010-09-30,797.28
2010-10-01,792.9299
2010-10-04,783.6799
2010-10-05,800.37
2010-10-06,806.59
2010-10-07,808.59
2010-10-08,808.17
2010-10-11,809.59
2010-10-12,805.54
2010-10-13,824.34
2010-10-14,823.05
2010-10-15,825.16
2010-10-18,827.8
2010-10-19,823.91
2010-10-20,828.03
2010-10-21,836.96
2010-10-22,834.48
2010-10-25,833.83
2010-10-26,829.42
2010-10-27,821.61
2010-10-28,826.29
2010-10-29,826.13
2010-11-01,823.74
2010-11-02,830.79
2010-11-03,821.91
2010-11-04,837.52
2010-11-05,835.12
2010-11-08,834.14
2010-11-09,840.73
2010-11-10,828.46
2010-11-11,824.1799
2010-11-12,822.9299
2010-11-15,830.51
2010-11-16,811.07
2010-11-17,817.17
2010-11-18,832.49
2010-11-19,829.79
2010-11-22,820.11
2010-11-23,799.09
2010-11-24,804.53
2010-11-25,806.58
2010-11-26,798.39
2010-11-29,778.9299
2010-11-30,773.4
2010-12-01,794.08
2010-12-02,811.44
2010-12-03,812.04
2010-12-06,808.41
2010-12-07,817.98
2010-12-08,822.71
2010-12-09,829.0599
2010-12-10,828.71
2010-12-13,833.48
2010-12-14,835.32
2010-12-15,829.57
2010-12-16,830.6799
2010-12-17,823.67
2010-12-20,828.76
2010-12-21,839.79
2010-12-22,837.64
2010-12-23,836.15
2010-12-24,835.39
2010-12-27,825.05
2010-12-28,824.41
2010-12-29,829.35
2010-12-30,819.37
2010-12-31,815.22
2011-01-03,828.82
2011-01-04,830.21
2011-01-05,827.16
2011-01-06,827.89
2011-01-07,819.72
2011-01-10,806.1
2011-01-11,816.53
2011-01-12,840.62
2011-01-13,851.5
2011-01-14,852.9
2011-01-17,850.55
2011-01-18,860.77
2011-01-19,854.39
2011-01-20,855.45
2011-01-21,868.06
2011-01-24,870.55
2011-01-25,864.33
2011-01-26,868.46
2011-01-27,874.89
2011-01-28,864.47
2011-01-31,864.32
2011-02-01,879.89
2011-02-02,881.61
2011-02-03,876.57
2011-02-04,878.83
2011-02-07,887.02
2011-02-08,890.33
2011-02-09,887.31
2011-02-10,885.57
2011-02-11,885.19
2011-02-14,883.44
2011-02-15,886.97
2011-02-16,896.18
2011-02-17,896.95
2011-02-18,898.03
2011-02-21,881.74
2011-02-22,873.24
2011-02-23,864.93
2011-02-24,863.23
2011-02-25,873.74
2011-02-28,881.95
2011-03-01,873.23
2011-03-02,866.07
2011-03-03,869.12
2011-03-04,863.25
2011-03-07,858.05
2011-03-08,862.15
2011-03-09,859.29
2011-03-10,851.86
2011-03-11,844.28
2011-03-14,834.99
2011-03-15,815.11
2011-03-16,796.6799
2011-03-17,815.69
2011-03-18,817.58
2011-03-21,837.54
2011-03-22,835.78
2011-03-23,839.13
2011-03-24,851.88
2011-03-25,852.33
2011-03-28,853.34
2011-03-29,852.22
2011-03-30,859.68
2011-03-31,852.21
2011-04-01,867.79
2011-04-04,866.1
2011-04-05,864.67
2011-04-06,870.68
2011-04-07,868.4
2011-04-08,874.55
2011-04-11,871.59
2011-04-12,859.21
2011-04-13,864.38
2011-04-14,855.78
2011-04-15,856.17
2011-04-18,835.63
2011-04-19,838.46
2011-04-20,857.19
2011-04-21,862.87
2011-04-26,868.47
2011-04-27,875.32
2011-04-28,883.47
2011-04-29,886.56
2011-05-02,887.53
2011-05-03,885.02
2011-05-04,871.99
2011-05-05,866.81
2011-05-06,877.82
2011-05-09,863.86
2011-05-10,875.19
2011-05-11,876.74
2011-05-12,869.18
2011-05-13,864.03
2011-05-16,861.54
2011-05-17,852.06
2011-05-18,857.35
2011-05-19,864.32
2011-05-20,854.73
2011-05-23,839.82
2011-05-24,841.93
2011-05-25,846.61
2011-05-26,842.04
2011-05-27,848.31
2011-05-30,846.78
2011-05-31,861.81
2011-06-01,851.49
2011-06-02,837.91
2011-06-03,839.88
2011-06-06,833.04
2011-06-07,835.8
2011-06-08,829.04
2011-06-09,836.89
2011-06-10,823.96
2011-06-13,824.65
2011-06-14,838.53
2011-06-15,823.92
2011-06-16,823.65
2011-06-17,835.5599
2011-06-20,829.5
2011-06-21,845.8
2011-06-22,843.71
2011-06-23,824.33
2011-06-24,819.8
2011-06-27,822.23
2011-06-28,830.25
2011-06-29,845.97
2011-06-30,859.92
2011-07-01,868.11
2011-07-04,866.45
2011-07-05,860.85
2011-07-06,855.45
2011-07-07,859.27
2011-07-08,843.07
2011-07-11,818.61
2011-07-12,813.89
2011-07-13,820.76
2011-07-14,814.79
2011-07-15,808.77
2011-07-18,792.74
2011-07-19,803.35
2011-07-20,817.95
2011-07-21,835.36
2011-07-22,838.16
2011-07-25,829.12
2011-07-26,828.2
2011-07-27,814.3099
2011-07-28,814.02
2011-07-29,807.25
2011-08-01,784.5599
2011-08-02,769.91
2011-08-03,755.67
2011-08-04,729.79
2011-08-05,718.55
2011-08-08,691.86
2011-08-09,694.08
2011-08-10,651.76
2011-08-11,670.42
2011-08-12,698.22
2011-08-15,703.42
2011-08-16,703.17
2011-08-17,705.4299
2011-08-18,667.74
2011-08-19,653.42
2011-08-22,660.78
2011-08-23,665.8099
2011-08-24,677.59
2011-08-25,670.94
2011-08-26,662.99
2011-08-29,677.78
2011-08-30,677.73
2011-08-31,696.78
2011-09-01,697.89
2011-09-02,672.15
2011-09-05,638.4
2011-09-06,630.17
2011-09-07,651.7
2011-09-08,655.4
2011-09-09,628.22
2011-09-12,604.39
2011-09-13,617.0
2011-09-14,631.16
2011-09-15,653.05
2011-09-16,654.16
2011-09-19,636.35
2011-09-20,649.8
2011-09-21,637.07
2011-09-22,605.88
2011-09-23,615.07
2011-09-26,632.47
2011-09-27,666.07
2011-09-28,660.8
2011-09-29,671.66
2011-09-30,661.96
2011-10-03,649.38
2011-10-04,635.0599
2011-10-05,661.89
2011-10-06,682.95
2011-10-07,689.15
2011-10-10,704.83
2011-10-11,703.36
2011-10-12,720.42
2011-10-13,708.39
2011-10-14,715.36
2011-10-17,703.89
2011-10-18,701.13
2011-10-19,708.2
2011-10-20,690.48
2011-10-21,710.46
2011-10-24,720.05
2011-10-25,712.42
2011-10-26,709.71
2011-10-27,752.83
2011-10-28,748.41
2011-10-31,724.96
2011-11-01,686.82
2011-11-02,696.66
2011-11-03,713.7
2011-11-04,696.53
2011-11-07,693.42
2011-11-08,701.73
2011-11-09,685.51
2011-11-10,687.79
2011-11-11,709.1
2011-11-14,697.97
2011-11-15,687.5
2011-11-16,691.76
2011-11-17,684.08
2011-11-18,682.29
2011-11-21,659.3099
2011-11-22,652.15
2011-11-23,639.9299
2011-11-24,637.94
2011-11-25,644.35
2011-11-28,678.07
2011-11-29,681.97
2011-11-30,711.36
2011-12-01,706.29
2011-12-02,715.04
2011-12-05,723.25
2011-12-06,719.38
2011-12-07,715.78
2011-12-08,698.42
2011-12-09,715.07
2011-12-12,692.9
2011-12-13,690.3099
2011-12-14,673.49
2011-12-15,679.29
2011-12-16,672.52
2011-12-19,673.26
2011-12-20,691.42
2011-12-21,685.91
2011-12-22,694.67
2011-12-23,699.97
2011-12-27,699.96
2011-12-28,689.17
2011-12-29,700.5599
2011-12-30,707.98
2012-01-02,724.37
2012-01-03,730.6799
2012-01-04,718.45
2012-01-05,708.01
2012-01-06,702.78
2012-01-09,699.05
2012-01-10,718.22
2012-01-11,715.79
2012-01-12,717.73
2012-01-13,715.33
2012-01-16,723.08
2012-01-17,733.82
2012-01-18,731.98
2012-01-19,745.58
2012-01-20,743.1
2012-01-23,747.54
2012-01-24,744.67
2012-01-25,742.6799
2012-01-26,754.72
2012-01-27,747.4299
2012-01-30,737.62
2012-01-31,741.3099
2012-02-01,757.91
2012-02-02,760.17
2012-02-03,771.52
2012-02-06,769.29
2012-02-07,771.2
2012-02-08,770.84
2012-02-09,773.73
2012-02-10,760.97
2012-02-13,764.28
2012-02-14,763.28
2012-02-15,765.21
2012-02-16,763.79
2012-02-17,773.36
2012-02-20,782.5599
2012-02-21,779.89
2012-02-22,772.96
2012-02-23,769.61
2012-02-24,774.4
2012-02-27,771.14
2012-02-28,773.1799
2012-02-29,770.85
2012-03-01,782.0599
2012-03-02,781.29
2012-03-05,776.29
2012-03-06,749.8
2012-03-07,755.26
2012-03-08,771.67
2012-03-09,772.2
2012-03-12,771.9
2012-03-13,784.74
2012-03-14,790.26
2012-03-15,796.14
2012-03-16,800.54
2012-03-19,801.25
2012-03-20,791.48
2012-03-21,788.7
2012-03-22,777.22
2012-03-23,775.75
2012-03-26,780.19
2012-03-27,775.6799
2012-03-28,766.92
2012-03-29,753.42
2012-03-30,760.96
2012-04-02,768.3
2012-04-03,755.34
2012-04-04,736.75
2012-04-05,735.97
2012-04-10,714.12
2012-04-11,720.22
2012-04-12,723.57
2012-04-13,705.92
2012-04-16,709.21
2012-04-17,729.5
2012-04-18,717.42
2012-04-19,704.12
2012-04-20,713.33
2012-04-23,692.83
2012-04-24,704.94
2012-04-25,717.41
2012-04-26,717.34
2012-04-27,725.2
2012-04-30,715.5
2012-05-01,715.57
2012-05-02,710.96
2012-05-03,709.96
2012-05-04,700.72
2012-05-07,711.94
2012-05-08,697.74
2012-05-09,694.67
2012-05-10,704.34
2012-05-11,707.47
2012-05-14,690.97
2012-05-15,683.66
2012-05-16,682.62
2012-05-17,674.36
2012-05-18,675.42
2012-05-21,678.63
2012-05-22,692.1
2012-05-23,673.61
2012-05-24,681.13
2012-05-25,683.96
2012-05-28,679.55
2012-05-29,683.47
2012-05-30,670.15
2012-05-31,671.02
2012-06-01,655.47
2012-06-04,658.73
2012-06-05,661.38
2012-06-06,677.35
2012-06-07,679.05
2012-06-08,680.14
2012-06-11,678.47
2012-06-12,680.27
2012-06-13,680.3099
2012-06-14,681.8
2012-06-15,692.28
2012-06-18,685.74
2012-06-19,699.22
2012-06-20,702.24
2012-06-21,699.89
2012-06-22,695.88
2012-06-25,678.03
2012-06-26,677.15
2012-06-27,689.13
2012-06-28,686.59
2012-06-29,720.67
2012-07-02,729.38
2012-07-03,738.4
2012-07-04,736.4
2012-07-05,727.64
2012-07-06,711.91
2012-07-09,709.49
2012-07-10,714.21
2012-07-11,715.6
2012-07-12,709.8
2012-07-13,720.48
2012-07-16,718.2
2012-07-17,717.8099
2012-07-18,728.64
2012-07-19,734.3
2012-07-20,713.54
2012-07-23,695.03
2012-07-24,686.1799
2012-07-25,688.58
2012-07-26,717.91
2012-07-27,733.91
2012-07-30,746.38
2012-07-31,741.72
2012-08-01,744.17
2012-08-02,721.84
2012-08-03,756.67
2012-08-06,765.2
2012-08-07,778.25
2012-08-08,775.91
2012-08-09,777.4299
2012-08-10,773.02
2012-08-13,770.71
2012-08-14,775.92
2012-08-15,775.3099
2012-08-16,783.65
2012-08-17,788.4299
2012-08-20,786.85
2012-08-21,794.49
2012-08-22,782.58
2012-08-23,775.07
2012-08-24,776.6799
2012-08-27,785.48
2012-08-28,779.2
2012-08-29,776.6799
2012-08-30,766.97
2012-08-31,778.75
2012-09-03,785.91
2012-09-04,777.42
2012-09-05,779.1
2012-09-06,805.62
2012-09-07,810.58
2012-09-10,807.37
2012-09-11,816.66
2012-09-12,818.95
2012-09-13,812.0599
2012-09-14,828.45
2012-09-17,824.94
2012-09-18,815.3099
2012-09-19,819.86
2012-09-20,815.19
2012-09-21,822.87
2012-09-24,818.19
2012-09-25,822.19
2012-09-26,799.79
2012-09-27,802.21
2012-09-28,785.63
2012-10-01,800.1799
2012-10-02,798.51
2012-10-03,798.15
2012-10-04,796.0
2012-10-05,810.55
2012-10-08,799.3099
2012-10-09,791.67
2012-10-10,786.64
2012-10-11,796.42
2012-10-12,790.66
2012-10-15,795.79
2012-10-16,815.9
2012-10-17,823.73
2012-10-18,825.12
2012-10-19,814.88
2012-10-22,811.3099
2012-10-23,794.26
2012-10-24,798.32
2012-10-25,796.03
2012-10-26,800.09
2012-10-29,794.5599
2012-10-30,806.47
2012-10-31,802.51
2012-11-01,812.2
2012-11-02,816.54
2012-11-05,807.09
2012-11-06,812.95
2012-11-07,794.9299
2012-11-08,794.94
2012-11-09,795.16
2012-11-12,793.29
2012-11-13,799.58
2012-11-14,793.07
2012-11-15,789.52
2012-11-16,778.47
2012-11-19,800.32
2012-11-20,804.94
2012-11-21,808.17
2012-11-22,813.11
2012-11-23,820.15
2012-11-26,815.49
2012-11-27,815.79
2012-11-28,816.88
2012-11-29,828.22
2012-11-30,826.15
2012-12-03,828.4299
2012-12-04,831.15
2012-12-05,831.55
2012-12-06,835.19
2012-12-07,834.53
2012-12-10,832.8099
2012-12-11,841.8
2012-12-12,843.83
2012-12-13,842.97
2012-12-14,843.89
2012-12-17,843.78
2012-12-18,848.76
2012-12-19,852.35
2012-12-20,853.51
2012-12-21,851.2
2012-12-24,850.37
2012-12-27,854.24
2012-12-28,843.61
2012-12-31,846.53
2013-01-02,870.71
2013-01-03,867.85
2013-01-04,870.46
2013-01-07,866.03
2013-01-08,864.71
2013-01-09,869.51
2013-01-10,870.4
2013-01-11,873.46
2013-01-14,872.62
2013-01-15,869.1
2013-01-16,869.4
2013-01-17,874.68
2013-01-18,871.67
2013-01-21,877.15
2013-01-22,873.96
2013-01-23,871.25
2013-01-24,877.33
2013-01-25,884.16
2013-01-28,884.27
2013-01-29,885.8
2013-01-30,880.28
2013-01-31,870.89
2013-02-01,873.18
2013-02-04,845.82
2013-02-05,854.21
2013-02-06,843.5
2013-02-07,837.24
2013-02-08,847.67
2013-02-11,845.2
2013-02-12,853.65
2013-02-13,856.24
2013-02-14,849.3
2013-02-15,842.83
2013-02-18,843.28
2013-02-19,858.01
2013-02-20,850.92
2013-02-21,831.39
2013-02-22,847.6
2013-02-25,854.63
2013-02-26,828.41
2013-02-27,841.74
2013-02-28,848.72
2013-03-01,843.31
2013-03-04,844.29
2013-03-05,864.67
2013-03-06,863.83
2013-03-07,867.36
2013-03-08,879.59
2013-03-11,876.34
2013-03-12,874.13
2013-03-13,871.84
2013-03-14,884.72
2013-03-15,878.6
2013-03-18,872.77
2013-03-19,861.96
2013-03-20,873.88
2013-03-21,865.82
2013-03-22,865.09
2013-03-25,854.65
2013-03-26,852.01
2013-03-27,842.77
2013-03-28,846.5
2013-04-02,864.49
2013-04-03,851.33
2013-04-04,845.66
2013-04-05,834.0
2013-04-08,835.64
2013-04-09,837.53
2013-04-10,858.99
2013-04-11,864.26
2013-04-12,851.87
2013-04-15,849.04
2013-04-16,844.05
2013-04-17,826.0
2013-04-18,826.65
2013-04-19,833.54
2013-04-22,836.54
2013-04-23,862.54
2013-04-24,875.23
2013-04-25,876.51
2013-04-26,871.37
2013-04-29,884.56
2013-04-30,882.81
2013-05-01,882.72
2013-05-02,886.39
2013-05-03,901.43
2013-05-06,898.32
2013-05-07,905.06
2013-05-08,911.48
2013-05-09,910.34
2013-05-10,914.39
2013-05-13,911.81
2013-05-14,918.49
2013-05-15,923.51
2013-05-16,922.99
2013-05-17,927.85
2013-05-20,931.59
2013-05-21,931.51
2013-05-22,935.93
2013-05-23,916.7
2013-05-24,912.96
2013-05-27,923.1
2013-05-28,936.6
2013-05-29,920.5
2013-05-30,924.78
2013-05-31,915.17
2013-06-03,907.94
2013-06-04,910.57
2013-06-05,895.67
2013-06-06,884.93
2013-06-07,900.76
2013-06-10,899.21
2013-06-11,887.24
2013-06-12,882.02
2013-06-13,880.44
2013-06-14,882.29
2013-06-17,893.99
2013-06-18,893.41
2013-06-19,887.8
2013-06-20,855.74
2013-06-21,843.51
2013-06-24,832.28
2013-06-25,842.73
2013-06-26,862.43
2013-06-27,868.08
2013-06-28,862.36
2013-07-01,868.99
2013-07-02,862.56
2013-07-03,852.24
2013-07-04,877.36
2013-07-05,860.61
2013-07-08,878.8
2013-07-09,883.2
2013-07-10,882.03
2013-07-11,889.2
2013-07-12,887.06
2013-07-15,891.87
2013-07-16,884.87
2013-07-17,890.27
2013-07-18,902.26
2013-07-19,901.66
2013-07-22,904.72
2013-07-23,903.89
2013-07-24,913.64
2013-07-25,909.66
2013-07-26,910.22
2013-07-29,910.14
2013-07-30,915.95
2013-07-31,918.91
2013-08-01,932.36
2013-08-02,933.14
2013-08-05,932.5
2013-08-06,926.42
2013-08-07,927.87
2013-08-08,935.32
2013-08-09,938.22
2013-08-12,938.73
2013-08-13,943.54
2013-08-14,947.01
2013-08-15,941.62
2013-08-16,947.74
2013-08-19,937.47
2013-08-20,925.73
2013-08-21,921.28
2013-08-22,933.81
2013-08-23,938.37
2013-08-26,936.84
2013-08-27,912.87
2013-08-28,910.74
2013-08-29,915.95
2013-08-30,903.68
2013-09-02,921.19
2013-09-03,914.3
2013-09-04,915.94
2013-09-05,921.23
2013-09-06,930.93
2013-09-09,929.23
2013-09-10,946.86
2013-09-11,950.86
2013-09-12,950.41
2013-09-13,952.08
2013-09-16,961.22
2013-09-17,960.0
2013-09-18,965.96
2013-09-19,975.02
2013-09-20,972.03
2013-09-23,965.9
2013-09-24,972.13
2013-09-25,973.6
2013-09-26,972.15
2013-09-27,970.94
2013-09-30,962.53
2013-10-01,975.79
2013-10-02,970.9
2013-10-03,965.51
2013-10-04,974.23
2013-10-07,972.47
2013-10-08,965.92
2013-10-09,966.38
2013-10-10,987.9
2013-10-11,989.52
2013-10-14,990.65
2013-10-15,999.6
2013-10-16,1004.12
2013-10-17,1002.46
2013-10-18,1010.09
2013-10-21,1008.54
2013-10-22,1014.24
2013-10-23,1004.71
2013-10-24,1011.97
2013-10-25,1010.48
2013-10-28,1006.33
2013-10-29,1015.86
2013-10-30,1012.54
2013-10-31,1021.62
2013-11-01,1016.36
2013-11-04,1019.47
2013-11-05,1011.06
2013-11-06,1018.87
2013-11-07,1014.39
2013-11-08,1011.7
2013-11-11,1017.83
2013-11-12,1011.78
2013-11-13,1007.52
2013-11-14,1018.36
2013-11-15,1019.33
2013-11-18,1028.26
2013-11-19,1017.54
2013-11-20,1016.93
2013-11-21,1015.93
2013-11-22,1019.81
2013-11-25,1025.41
2013-11-26,1022.03
2013-11-27,1028.72
2013-11-28,1032.15
2013-11-29,1030.22
2013-12-02,1027.08
2013-12-03,1005.94
2013-12-04,998.55
2013-12-05,985.67
2013-12-06,994.92
2013-12-09,997.84
2013-12-10,988.56
2013-12-11,984.03
2013-12-12,977.63
2013-12-13,975.56
2013-12-16,995.27
2013-12-17,982.9
2013-12-18,994.04
2013-12-19,1012.74
2013-12-20,1018.85
2013-12-23,1026.26
2013-12-24,1026.92
2013-12-27,1039.79
2013-12-30,1036.3
2013-12-31,1038.99
2014-01-02,1022.6
2014-01-03,1027.44
2014-01-06,1025.68
2014-01-07,1039.65
2014-01-08,1039.55
2014-01-09,1032.73
2014-01-10,1037.3699
2014-01-13,1040.32
2014-01-14,1042.8599
2014-01-15,1060.26
2014-01-16,1054.05
2014-01-17,1055.3599
2014-01-20,1055.05
2014-01-21,1055.02
2014-01-22,1054.41
2014-01-23,1042.97
2014-01-24,1013.23
2014-01-27,1008.69
2014-01-28,1016.71
2014-01-29,1008.97
2014-01-30,1014.28
2014-01-31,1009.81
2014-02-03,993.06
2014-02-04,992.57
2014-02-05,992.8
2014-02-06,1008.98
2014-02-07,1018.27
2014-02-10,1016.27
2014-02-11,1031.2
2014-02-12,1037.17
2014-02-13,1038.19
2014-02-14,1045.27
2014-02-17,1045.22
2014-02-18,1044.72
2014-02-19,1045.85
2014-02-20,1046.1099
2014-02-21,1049.49
2014-02-24,1058.09
2014-02-25,1058.14
2014-02-26,1055.03
2014-02-27,1050.59
2014-02-28,1055.38
2014-03-03,1023.46
2014-03-04,1051.05
2014-03-05,1051.1099
2014-03-06,1053.98
2014-03-07,1037.48
2014-03-10,1036.64
2014-03-11,1036.56
2014-03-12,1027.48
2014-03-13,1012.09
2014-03-14,1007.09
2014-03-17,1022.02
2014-03-18,1030.26
2014-03-19,1031.13
2014-03-20,1035.33
2014-03-21,1037.88
2014-03-24,1024.02
2014-03-25,1038.69
2014-03-26,1049.93
2014-03-27,1051.13
2014-03-28,1064.1099
2014-03-31,1061.0
2014-04-01,1069.3
2014-04-02,1069.67
2014-04-03,1076.15
2014-04-04,1084.07
2014-04-07,1069.18
2014-04-08,1066.39
2014-04-09,1068.1099
2014-04-10,1059.26
2014-04-11,1047.05
2014-04-14,1053.32
2014-04-15,1039.85
2014-04-16,1055.9
2014-04-17,1061.73
2014-04-22,1076.5
2014-04-23,1068.52
2014-04-24,1073.38
2014-04-25,1059.58
2014-04-28,1065.79
2014-04-29,1080.54
2014-04-30,1078.57
2014-05-01,1078.66
2014-05-02,1073.98
2014-05-05,1074.1199
2014-05-06,1066.84
2014-05-07,1071.77
2014-05-08,1088.24
2014-05-09,1081.38
2014-05-12,1091.49
2014-05-13,1093.13
2014-05-14,1093.58
2014-05-15,1077.5
2014-05-16,1082.48
2014-05-19,1083.34
2014-05-20,1082.17
2014-05-21,1090.09
2014-05-22,1090.92
2014-05-23,1096.7
2014-05-26,1109.4
2014-05-27,1111.18
2014-05-28,1112.26
2014-05-29,1111.97
2014-05-30,1111.95
2014-06-02,1114.38
2014-06-03,1112.06
2014-06-04,1111.0
2014-06-05,1120.99
2014-06-06,1130.33
2014-06-09,1134.1
2014-06-10,1137.03
2014-06-11,1128.8599
2014-06-12,1127.21
2014-06-13,1126.72
2014-06-16,1119.3599
2014-06-17,1124.14
2014-06-18,1125.47
2014-06-19,1137.91
2014-06-20,1133.64
2014-06-23,1127.3
2014-06-24,1128.07
2014-06-25,1117.6
2014-06-26,1111.03
2014-06-27,1109.2
2014-06-30,1109.33
2014-07-01,1119.8
2014-07-02,1117.58
2014-07-03,1130.89
2014-07-04,1124.26
2014-07-07,1110.67
2014-07-08,1094.67
2014-07-09,1101.1
2014-07-10,1083.31
2014-07-11,1085.53
2014-07-14,1095.44
2014-07-15,1085.3699
2014-07-16,1102.3
2014-07-17,1086.77
2014-07-18,1088.97
2014-07-21,1079.63
2014-07-22,1097.58
2014-07-23,1098.93
2014-07-24,1108.2
2014-07-25,1092.68
2014-07-28,1091.5
2014-07-29,1098.04
2014-07-30,1090.7
2014-07-31,1072.21
2014-08-01,1057.43
2014-08-04,1056.71
2014-08-05,1057.31
2014-08-06,1050.04
2014-08-07,1037.14
2014-08-08,1035.05
2014-08-11,1049.07
2014-08-12,1040.88
2014-08-13,1052.04
2014-08-14,1052.72
2014-08-15,1044.24
2014-08-18,1057.98
2014-08-19,1064.06
2014-08-20,1061.45
2014-08-21,1075.58
2014-08-22,1066.6099
2014-08-25,1089.66
2014-08-26,1100.7
2014-08-27,1099.71
2014-08-28,1089.38
2014-08-29,1092.2
2014-09-01,1093.03
2014-09-02,1094.84
2014-09-03,1108.1099
2014-09-04,1128.22
2014-09-05,1127.53
2014-09-08,1124.8699
2014-09-09,1117.26
2014-09-10,1116.83
2014-09-11,1114.6199
2014-09-12,1113.7
2014-09-15,1112.54
2014-09-16,1109.1
2014-09-17,1114.51
2014-09-18,1126.19
2014-09-19,1126.84
2014-09-22,1122.23
2014-09-23,1105.25
2014-09-24,1118.38
2014-09-25,1104.0
2014-09-26,1109.96
2014-09-29,1098.96
2014-09-30,1112.4
2014-10-01,1101.77
2014-10-02,1071.19
2014-10-03,1080.49
2014-10-06,1082.31
2014-10-07,1062.81
2014-10-08,1052.88
2014-10-09,1049.13
2014-10-10,1031.56
2014-10-13,1034.35
2014-10-14,1035.27
2014-10-15,997.87
2014-10-16,991.69
2014-10-17,1021.91
2014-10-20,1010.83
2014-10-21,1032.99
2014-10-22,1038.88
2014-10-23,1051.23
2014-10-24,1046.42
2014-10-27,1035.54
2014-10-28,1048.42
2014-10-29,1043.68
2014-10-30,1048.33
2014-10-31,1075.07
2014-11-03,1064.44
2014-11-04,1047.84
2014-11-05,1067.63
2014-11-06,1071.51
2014-11-07,1058.67
2014-11-10,1068.93
2014-11-11,1072.54
2014-11-12,1053.16
2014-11-13,1056.44
2014-11-14,1057.54
2014-11-17,1066.1199
2014-11-18,1078.43
2014-11-19,1080.1
2014-11-20,1072.8599
2014-11-21,1104.69
2014-11-24,1110.73
2014-11-25,1115.73
2014-11-26,1115.71
2014-11-27,1122.22
2014-11-28,1124.3
2014-12-01,1118.07
2014-12-02,1120.51
2014-12-03,1123.75
2014-12-04,1104.21
2014-12-05,1134.23
2014-12-08,1124.06
2014-12-09,1094.57
2014-12-10,1090.47
2014-12-11,1093.3
2014-12-12,1061.53
2014-12-15,1033.09
2014-12-16,1056.32
2014-12-17,1057.02
2014-12-18,1092.27
2014-12-19,1087.94
2014-12-22,1093.19
2014-12-23,1106.21
2014-12-24,1103.5
2014-12-29,1103.68
2014-12-30,1086.6199
2014-12-31,1090.25
2015-01-02,1087.83
2015-01-05,1047.53
2015-01-06,1042.25
2015-01-07,1048.8
2015-01-08,1086.32
2015-01-09,1054.38
2015-01-12,1068.68
2015-01-13,1085.9
2015-01-14,1071.58
2015-01-15,1095.06
2015-01-16,1110.63
2015-01-19,1117.1
2015-01-20,1125.43
2015-01-21,1134.03
2015-01-22,1152.38
2015-01-23,1173.16
2015-01-26,1184.17
2015-01-27,1169.7
2015-01-28,1166.4
2015-01-29,1170.8699
2015-01-30,1163.79
2015-02-02,1170.27
2015-02-03,1185.58
2015-02-04,1186.04
2015-02-05,1184.01
2015-02-06,1180.26
2015-02-09,1162.75
2015-02-10,1175.04
2015-02-11,1171.91
2015-02-12,1187.01
2015-02-13,1197.43
2015-02-16,1192.46
2015-02-17,1194.25
2015-02-18,1203.75
2015-02-19,1211.49
2015-02-20,1212.34
2015-02-23,1222.43
2015-02-24,1231.99
2015-02-25,1230.14
2015-02-26,1241.66
2015-02-27,1250.01
2015-03-02,1247.27
2015-03-03,1232.69
2015-03-04,1244.6099
2015-03-05,1256.69
2015-03-06,1256.48
2015-03-09,1253.93
2015-03-10,1238.99
2015-03-11,1267.57
2015-03-12,1264.71
2015-03-13,1269.88
2015-03-16,1287.44
2015-03-17,1275.42
2015-03-18,1274.16
2015-03-19,1274.93
2015-03-20,1294.15
2015-03-23,1285.55
2015-03-24,1297.03
2015-03-25,1280.59
2015-03-26,1275.64
2015-03-27,1278.85
2015-03-30,1296.25
2015-03-31,1285.67
2015-04-01,1291.76
2015-04-02,1293.23
2015-04-07,1311.83
2015-04-08,1302.75
2015-04-09,1316.38
2015-04-10,1328.55
2015-04-13,1332.74
2015-04-14,1318.48
2015-04-15,1325.1099
2015-04-16,1307.05
2015-04-17,1279.99
2015-04-20,1295.32
2015-04-21,1296.78
2015-04-22,1298.56
2015-04-23,1289.54
2015-04-24,1296.21
2015-04-27,1316.63
2015-04-28,1297.07
2015-04-29,1262.75
2015-04-30,1263.28
2015-05-01,1263.28
2015-05-04,1271.77
2015-05-05,1241.88
2015-05-06,1246.6
2015-05-07,1248.18
2015-05-08,1281.48
2015-05-11,1276.07
2015-05-12,1258.96
2015-05-13,1252.28
2015-05-14,1270.0
2015-05-15,1259.72
2015-05-18,1268.13
2015-05-19,1296.98
2015-05-20,1302.49
