Nom,EURO STOXX 50® (Gross Return EUR)
ISIN,CH0102173264
Symbole,SX5GT
Source,https://stoxx.com/index/sx5gt/?factsheet=true
Date,Close
2005-10-18,796.09
2005-10-19,782.91
2005-10-20,784.15
2005-10-21,780.87
2005-10-24,790.76
2005-10-25,786.55
2005-10-26,789.36
2005-10-27,774.27
2005-10-28,775.43
2005-10-31,793.15
2005-11-01,791.59
2005-11-02,793.54
2005-11-03,803.34
2005-11-04,802.0
2005-11-07,803.81
2005-11-08,803.55
2005-11-09,802.12
2005-11-10,803.38
2005-11-11,814.18
2005-11-14,815.61
2005-11-15,816.03
2005-11-16,810.68
2005-11-17,813.68
2005-11-18,819.19
2005-11-21,824.64
2005-11-22,824.76
2005-11-23,829.77
2005-11-24,827.66
2005-11-25,829.32
2005-11-28,826.21
2005-11-29,828.74
2005-11-30,824.77
2005-12-01,837.8
2005-12-02,842.17
2005-12-05,837.32
2005-12-06,841.49
2005-12-07,838.74
2005-12-08,839.95
2005-12-09,837.65
2005-12-12,840.83
2005-12-13,844.24
2005-12-14,842.04
2005-12-15,842.8
2005-12-16,851.04
2005-12-19,849.69
2005-12-20,852.09
2005-12-21,859.46
2005-12-22,859.24
2005-12-23,861.26
2005-12-27,864.31
2005-12-28,862.62
2005-12-29,865.3
2005-12-30,856.35
2006-01-02,862.7
2006-01-03,865.1
2006-01-04,874.22
2006-01-05,873.69
2006-01-06,877.7
2006-01-09,878.85
2006-01-10,872.6
2006-01-11,878.27
2006-01-12,878.79
2006-01-13,868.98
2006-01-16,872.61
2006-01-17,864.39
2006-01-18,854.84
2006-01-19,860.36
2006-01-20,850.2
2006-01-23,848.65
2006-01-24,845.86
2006-01-25,856.71
2006-01-26,871.9
2006-01-27,882.98
2006-01-30,881.08
2006-01-31,884.4
2006-02-01,893.53
2006-02-02,881.24
2006-02-03,881.58
2006-02-06,882.5
2006-02-07,882.13
2006-02-08,879.88
2006-02-09,893.16
2006-02-10,885.69
2006-02-13,893.32
2006-02-14,895.0
2006-02-15,893.88
2006-02-16,900.27
2006-02-17,902.96
2006-02-20,902.73
2006-02-21,905.79
2006-02-22,915.13
2006-02-23,913.89
2006-02-24,916.93
2006-02-27,920.42
2006-02-28,904.59
2006-03-01,912.33
2006-03-02,902.19
2006-03-03,895.05
2006-03-06,899.88
2006-03-07,897.75
2006-03-08,893.62
2006-03-09,900.75
2006-03-10,910.52
2006-03-13,916.87
2006-03-14,918.91
2006-03-15,920.99
2006-03-16,920.4
2006-03-17,918.66
2006-03-20,920.98
2006-03-21,922.43
2006-03-22,927.3
2006-03-23,925.3
2006-03-24,927.88
2006-03-27,917.58
2006-03-28,913.58
2006-03-29,917.19
2006-03-30,928.77
2006-03-31,924.72
2006-04-03,930.7
2006-04-04,923.85
2006-04-05,927.17
2006-04-06,926.54
2006-04-07,917.37
2006-04-10,922.57
2006-04-11,909.44
2006-04-12,906.59
2006-04-13,907.97
2006-04-18,906.16
2006-04-19,918.22
2006-04-20,927.91
2006-04-21,934.75
2006-04-24,929.17
2006-04-25,931.29
2006-04-26,935.12
2006-04-27,930.52
2006-04-28,924.38
2006-05-01,924.38
2006-05-02,931.19
2006-05-03,921.48
2006-05-04,928.41
2006-05-05,937.46
2006-05-08,938.8
2006-05-09,942.04
2006-05-10,937.05
2006-05-11,930.82
2006-05-12,910.78
2006-05-15,901.46
2006-05-16,906.33
2006-05-17,875.92
2006-05-18,877.03
2006-05-19,881.63
2006-05-22,862.48
2006-05-23,882.1
2006-05-24,871.03
2006-05-25,885.68
2006-05-26,901.47
2006-05-29,896.85
2006-05-30,875.24
2006-05-31,887.61
2006-06-01,890.33
2006-06-02,888.55
2006-06-05,880.6
2006-06-06,863.08
2006-06-07,871.98
2006-06-08,847.7
2006-06-09,862.06
2006-06-12,852.21
2006-06-13,834.4
2006-06-14,835.91
2006-06-15,855.26
2006-06-16,847.99
2006-06-19,856.2
2006-06-20,862.23
2006-06-21,865.19
2006-06-22,869.83
2006-06-23,871.13
2006-06-26,867.37
2006-06-27,860.52
2006-06-28,860.3
2006-06-29,879.09
2006-06-30,895.36
2006-07-03,899.3
2006-07-04,901.23
2006-07-05,888.57
2006-07-06,899.31
2006-07-07,896.6
2006-07-10,900.54
2006-07-11,888.58
2006-07-12,891.7
2006-07-13,875.01
2006-07-14,861.67
2006-07-17,859.31
2006-07-18,857.71
2006-07-19,880.68
2006-07-20,881.66
2006-07-21,873.67
2006-07-24,892.3
2006-07-25,891.94
2006-07-26,894.22
2006-07-27,904.24
2006-07-28,911.37
2006-07-31,906.77
2006-08-01,895.0
2006-08-02,908.7
2006-08-03,901.71
2006-08-04,914.04
2006-08-07,899.34
2006-08-08,901.76
2006-08-09,911.48
2006-08-10,903.67
2006-08-11,904.5
2006-08-14,915.5
2006-08-15,927.14
2006-08-16,933.22
2006-08-17,935.44
2006-08-18,933.3
2006-08-21,929.82
2006-08-22,933.58
2006-08-23,925.32
2006-08-24,930.95
2006-08-25,930.78
2006-08-28,937.53
2006-08-29,937.09
2006-08-30,939.81
2006-08-31,937.56
2006-09-01,940.56
2006-09-04,944.67
2006-09-05,939.79
2006-09-06,928.57
2006-09-07,920.57
2006-09-08,923.13
2006-09-11,921.26
2006-09-12,932.81
2006-09-13,936.89
2006-09-14,934.69
2006-09-15,938.51
2006-09-18,937.61
2006-09-19,930.65
2006-09-20,945.7
2006-09-21,949.59
2006-09-22,938.66
2006-09-25,940.97
2006-09-26,953.48
2006-09-27,959.2
2006-09-28,958.91
2006-09-29,960.0
2006-10-02,958.29
2006-10-03,955.26
2006-10-04,963.77
2006-10-05,969.96
2006-10-06,970.07
2006-10-09,969.87
2006-10-10,975.3
2006-10-11,976.95
2006-10-12,984.96
2006-10-13,984.76
2006-10-16,985.47
2006-10-17,972.56
2006-10-18,982.86
2006-10-19,981.74
2006-10-20,984.54
2006-10-23,990.38
2006-10-24,989.15
2006-10-25,990.41
2006-10-26,992.42
2006-10-27,989.95
2006-10-30,986.91
2006-10-31,986.88
2006-11-01,989.55
2006-11-02,979.76
2006-11-03,984.07
2006-11-06,997.57
2006-11-07,1004.39
2006-11-08,1004.62
2006-11-09,1004.42
2006-11-10,1002.78
2006-11-13,1008.29
2006-11-14,1007.84
2006-11-15,1013.89
2006-11-16,1014.13
2006-11-17,1007.71
2006-11-20,1012.0
2006-11-21,1012.08
2006-11-22,1011.81
2006-11-23,1009.53
2006-11-24,1000.24
2006-11-27,982.97
2006-11-28,982.19
2006-11-29,994.05
2006-11-30,985.19
2006-12-01,971.6
2006-12-04,979.22
2006-12-05,990.34
2006-12-06,988.95
2006-12-07,993.0
2006-12-08,993.29
2006-12-11,1001.45
2006-12-12,1003.14
2006-12-13,1011.69
2006-12-14,1017.74
2006-12-15,1023.14
2006-12-18,1020.52
2006-12-19,1013.21
2006-12-20,1017.67
2006-12-21,1016.08
2006-12-22,1006.54
2006-12-27,1021.7
2006-12-28,1020.66
2006-12-29,1018.02
2007-01-02,1033.7
2007-01-03,1035.21
2007-01-04,1032.62
2007-01-05,1020.66
2007-01-08,1019.17
2007-01-09,1020.69
2007-01-10,1011.37
2007-01-11,1030.07
2007-01-12,1032.26
2007-01-15,1035.37
2007-01-16,1030.87
2007-01-17,1025.32
2007-01-18,1022.99
2007-01-19,1031.83
2007-01-22,1023.81
2007-01-23,1023.71
2007-01-24,1035.41
2007-01-25,1032.48
2007-01-26,1026.46
2007-01-29,1030.86
2007-01-30,1037.89
2007-01-31,1033.76
2007-02-01,1042.19
2007-02-02,1046.41
2007-02-05,1046.19
2007-02-06,1047.67
2007-02-07,1052.02
2007-02-08,1045.8
2007-02-09,1051.33
2007-02-12,1042.82
2007-02-13,1049.05
2007-02-14,1055.97
2007-02-15,1053.77
2007-02-16,1051.12
2007-02-19,1055.78
2007-02-20,1051.84
2007-02-21,1047.43
2007-02-22,1049.65
2007-02-23,1050.77
2007-02-26,1057.28
2007-02-27,1028.68
2007-02-28,1011.45
2007-03-01,997.64
2007-03-02,992.77
2007-03-05,984.96
2007-03-06,992.46
2007-03-07,995.33
2007-03-08,1010.33
2007-03-09,1012.58
2007-03-12,1006.42
2007-03-13,994.28
2007-03-14,966.86
2007-03-15,986.52
2007-03-16,986.27
2007-03-19,1003.83
2007-03-20,1009.78
2007-03-21,1009.47
2007-03-22,1032.19
2007-03-23,1037.51
2007-03-26,1025.27
2007-03-27,1028.12
2007-03-28,1021.83
2007-03-29,1034.67
2007-03-30,1035.23
2007-04-02,1037.34
2007-04-03,1051.39
2007-04-04,1055.23
2007-04-05,1058.32
2007-04-10,1066.14
2007-04-11,1064.09
2007-04-12,1060.83
2007-04-13,1070.08
2007-04-16,1085.42
2007-04-17,1086.69
2007-04-18,1080.39
2007-04-19,1076.44
2007-04-20,1095.51
2007-04-23,1092.1
2007-04-24,1084.09
2007-04-25,1093.17
2007-04-26,1097.2
2007-04-27,1090.67
2007-04-30,1093.87
2007-05-01,1093.88
2007-05-02,1100.23
2007-05-03,1104.11
2007-05-04,1111.92
2007-05-07,1111.51
2007-05-08,1104.0
2007-05-09,1107.43
2007-05-10,1099.36
2007-05-11,1107.37
2007-05-14,1105.03
2007-05-15,1112.53
2007-05-16,1107.92
2007-05-17,1110.42
2007-05-18,1124.62
2007-05-21,1126.2
2007-05-22,1127.3
2007-05-23,1134.81
2007-05-24,1124.26
2007-05-25,1128.74
2007-05-28,1131.76
2007-05-29,1132.01
2007-05-30,1130.46
2007-05-31,1141.58
2007-06-01,1152.79
2007-06-04,1147.94
2007-06-05,1141.89
2007-06-06,1122.69
2007-06-07,1110.43
2007-06-08,1109.16
2007-06-11,1119.06
2007-06-12,1110.83
2007-06-13,1115.56
2007-06-14,1136.69
2007-06-15,1153.41
2007-06-18,1149.5
2007-06-19,1148.74
2007-06-20,1153.41
2007-06-21,1139.26
2007-06-22,1136.9
2007-06-25,1134.81
2007-06-26,1125.14
2007-06-27,1119.83
2007-06-28,1131.47
2007-06-29,1139.54
2007-07-02,1135.03
2007-07-03,1145.89
2007-07-04,1148.74
2007-07-05,1140.66
2007-07-06,1148.93
2007-07-09,1150.03
2007-07-10,1136.42
2007-07-11,1129.65
2007-07-12,1147.48
2007-07-13,1153.8
2007-07-16,1157.61
2007-07-17,1152.71
2007-07-18,1135.93
2007-07-19,1148.73
2007-07-20,1129.07
2007-07-23,1138.6
2007-07-24,1120.65
2007-07-25,1107.65
2007-07-26,1080.22
2007-07-27,1078.11
2007-07-30,1076.74
2007-07-31,1096.72
2007-08-01,1077.1
2007-08-02,1090.22
2007-08-03,1075.1
2007-08-06,1068.39
2007-08-07,1087.2
2007-08-08,1109.55
2007-08-09,1087.57
2007-08-10,1059.24
2007-08-13,1083.3
2007-08-14,1067.97
2007-08-15,1064.78
2007-08-16,1034.05
2007-08-17,1058.2
2007-08-20,1062.3
2007-08-21,1062.75
2007-08-22,1075.84
2007-08-23,1075.68
2007-08-24,1078.93
2007-08-27,1079.52
2007-08-28,1061.63
2007-08-29,1067.46
2007-08-30,1080.83
2007-08-31,1093.16
2007-09-03,1093.53
2007-09-04,1100.75
2007-09-05,1078.11
2007-09-06,1083.38
2007-09-07,1059.53
2007-09-10,1052.92
2007-09-11,1068.42
2007-09-12,1071.82
2007-09-13,1081.57
2007-09-14,1074.53
2007-09-17,1065.18
2007-09-18,1085.49
2007-09-19,1117.29
2007-09-20,1111.39
2007-09-21,1112.46
2007-09-24,1109.98
2007-09-25,1101.9
2007-09-26,1110.94
2007-09-27,1117.2
2007-09-28,1115.35
2007-10-01,1122.46
2007-10-02,1126.88
2007-10-03,1125.5
2007-10-04,1125.19
2007-10-05,1134.08
2007-10-08,1129.13
2007-10-09,1132.12
2007-10-10,1131.12
2007-10-11,1139.0
2007-10-12,1139.62
2007-10-15,1129.18
2007-10-16,1125.59
2007-10-17,1130.91
2007-10-18,1125.46
2007-10-19,1123.14
2007-10-22,1109.83
2007-10-23,1115.48
2007-10-24,1110.06
2007-10-25,1124.06
2007-10-26,1131.22
2007-10-29,1139.18
2007-10-30,1137.01
2007-10-31,1143.85
2007-11-01,1125.23
2007-11-02,1124.11
2007-11-05,1119.71
2007-11-06,1123.41
2007-11-07,1121.63
2007-11-08,1112.26
2007-11-09,1095.5
2007-11-12,1096.79
2007-11-13,1099.11
2007-11-14,1106.52
2007-11-15,1097.12
2007-11-16,1093.35
2007-11-19,1079.53
2007-11-20,1092.44
2007-11-21,1071.58
2007-11-22,1074.99
2007-11-23,1090.21
2007-11-26,1082.42
2007-11-27,1078.95
2007-11-28,1103.85
2007-11-29,1110.3
2007-11-30,1122.63
2007-12-03,1116.68
2007-12-04,1108.36
2007-12-05,1126.48
2007-12-06,1127.66
2007-12-07,1135.76
2007-12-10,1140.66
2007-12-11,1136.68
2007-12-12,1141.67
2007-12-13,1116.45
2007-12-14,1120.0
2007-12-17,1101.67
2007-12-18,1100.82
2007-12-19,1098.83
2007-12-20,1102.24
2007-12-21,1120.08
2007-12-24,1121.06
2007-12-27,1125.21
2007-12-28,1125.22
2007-12-31,1123.96
2008-01-02,1108.72
2008-01-03,1107.24
2008-01-04,1091.17
2008-01-07,1094.45
2008-01-08,1097.48
2008-01-09,1088.05
2008-01-10,1083.04
2008-01-11,1079.89
2008-01-14,1082.8
2008-01-15,1058.52
2008-01-16,1050.18
2008-01-17,1039.3
2008-01-18,1021.26
2008-01-21,946.58
2008-01-22,959.53
2008-01-23,914.61
2008-01-24,973.68
2008-01-25,966.16
2008-01-28,963.19
2008-01-29,974.59
2008-01-30,969.3
2008-01-31,970.19
2008-02-01,989.67
2008-02-04,989.59
2008-02-05,951.19
2008-02-06,962.2
2008-02-07,946.64
2008-02-08,947.12
2008-02-11,941.23
2008-02-12,973.37
2008-02-13,973.23
2008-02-14,971.87
2008-02-15,951.75
2008-02-18,971.16
2008-02-19,973.76
2008-02-20,961.78
2008-02-21,966.83
2008-02-22,956.31
2008-02-25,972.15
2008-02-26,986.49
2008-02-27,986.91
2008-02-28,968.38
2008-02-29,953.09
2008-03-03,940.65
2008-03-04,923.94
2008-03-05,942.96
2008-03-06,925.85
2008-03-07,915.35
2008-03-10,907.53
2008-03-11,923.01
2008-03-12,933.52
2008-03-13,921.22
2008-03-14,912.77
2008-03-17,878.28
2008-03-18,910.74
2008-03-19,903.29
2008-03-20,897.24
2008-03-25,929.66
2008-03-26,924.26
2008-03-27,934.66
2008-03-28,932.19
2008-03-31,928.87
2008-04-01,961.0
2008-04-02,972.35
2008-04-03,966.47
2008-04-04,971.66
2008-04-07,980.17
2008-04-08,975.58
2008-04-09,966.72
2008-04-10,963.54
2008-04-11,948.66
2008-04-14,941.3
2008-04-15,946.29
2008-04-16,961.11
2008-04-17,955.13
2008-04-18,978.05
2008-04-21,968.51
2008-04-22,959.84
2008-04-23,966.89
2008-04-24,968.36
2008-04-25,978.57
2008-04-28,984.33
2008-04-29,978.88
2008-04-30,986.98
2008-05-01,986.98
2008-05-02,1003.4
2008-05-05,1002.02
2008-05-06,995.01
2008-05-07,1001.92
2008-05-08,997.8
2008-05-09,986.58
2008-05-12,989.83
2008-05-13,991.8
2008-05-14,1002.56
2008-05-15,1001.88
2008-05-16,1006.24
2008-05-19,1016.51
2008-05-20,1002.08
2008-05-21,994.69
2008-05-22,995.86
2008-05-23,978.47
2008-05-26,979.66
2008-05-27,976.47
2008-05-28,984.93
2008-05-29,988.56
2008-05-30,996.45
2008-06-02,981.42
2008-06-03,986.13
2008-06-04,976.25
2008-06-05,971.97
2008-06-06,949.24
2008-06-09,949.41
2008-06-10,943.43
2008-06-11,926.19
2008-06-12,934.96
2008-06-13,940.25
2008-06-16,932.7
2008-06-17,938.71
2008-06-18,926.14
2008-06-19,920.52
2008-06-20,904.65
2008-06-23,905.47
2008-06-24,899.45
2008-06-25,914.21
2008-06-26,889.36
2008-06-27,882.47
2008-06-30,885.79
2008-07-01,870.25
2008-07-02,869.1
2008-07-03,880.3
2008-07-04,865.58
2008-07-07,880.77
2008-07-08,868.86
2008-07-09,883.57
2008-07-10,868.14
2008-07-11,845.61
2008-07-14,850.49
2008-07-15,831.05
2008-07-16,839.52
2008-07-17,861.03
2008-07-18,878.33
2008-07-21,881.61
2008-07-22,879.58
2008-07-23,895.77
2008-07-24,887.07
2008-07-25,886.16
2008-07-28,876.18
2008-07-29,879.21
2008-07-30,890.44
2008-07-31,890.57
2008-08-01,877.45
2008-08-04,870.22
2008-08-05,894.25
2008-08-06,901.9
2008-08-07,898.79
2008-08-08,901.96
2008-08-11,911.8
2008-08-12,909.47
2008-08-13,887.74
2008-08-14,889.06
2008-08-15,891.91
2008-08-18,891.51
2008-08-19,868.64
2008-08-20,872.76
2008-08-21,860.48
2008-08-22,877.29
2008-08-25,868.82
2008-08-26,873.32
2008-08-27,873.78
2008-08-28,889.74
2008-08-29,891.39
2008-09-01,891.06
2008-09-02,904.96
2008-09-03,892.38
2008-09-04,867.44
2008-09-05,843.87
2008-09-08,870.5
2008-09-09,864.39
2008-09-10,859.34
2008-09-11,854.06
2008-09-12,868.88
2008-09-15,835.26
2008-09-16,818.63
2008-09-17,800.17
2008-09-18,795.41
2008-09-19,862.39
2008-09-22,844.16
2008-09-23,833.04
2008-09-24,827.73
2008-09-25,850.89
2008-09-26,837.45
2008-09-29,798.11
2008-09-30,806.07
2008-10-01,813.8
2008-10-02,797.93
2008-10-03,826.13
2008-10-06,761.17
2008-10-07,763.95
2008-10-08,714.9
2008-10-09,697.51
2008-10-10,642.83
2008-10-13,713.55
2008-10-14,731.71
2008-10-15,684.29
2008-10-16,643.34
2008-10-17,672.11
2008-10-20,693.74
2008-10-21,689.84
2008-10-22,652.41
2008-10-23,650.84
2008-10-24,619.32
2008-10-27,608.64
2008-10-28,632.16
2008-10-29,667.61
2008-10-30,671.01
2008-10-31,687.92
2008-11-03,693.22
2008-11-04,731.75
2008-11-05,720.14
2008-11-06,675.35
2008-11-07,691.42
2008-11-10,697.61
2008-11-11,659.82
2008-11-12,638.84
2008-11-13,646.61
2008-11-14,654.91
2008-11-17,630.49
2008-11-18,637.23
2008-11-19,611.97
2008-11-20,593.48
2008-11-21,577.46
2008-11-24,635.68
2008-11-25,637.18
2008-11-26,633.95
2008-11-27,648.46
2008-11-28,649.09
2008-12-01,611.18
2008-12-02,628.86
2008-12-03,632.97
2008-12-04,632.75
2008-12-05,601.6
2008-12-08,654.28
2008-12-09,662.69
2008-12-10,666.64
2008-12-11,663.92
2008-12-12,646.16
2008-12-15,643.24
2008-12-16,654.7
2008-12-17,653.12
2008-12-18,655.25
2008-12-19,653.04
2008-12-22,640.62
2008-12-23,636.47
2008-12-24,635.21
2008-12-29,638.11
2008-12-30,655.0
2008-12-31,653.96
2009-01-02,677.98
2009-01-05,682.51
2009-01-06,689.2
2009-01-07,678.54
2009-01-08,672.66
2009-01-09,664.65
2009-01-12,655.68
2009-01-13,644.82
2009-01-14,614.65
2009-01-15,603.95
2009-01-16,610.31
2009-01-19,602.54
2009-01-20,588.74
2009-01-21,585.43
2009-01-22,577.84
2009-01-23,574.58
2009-01-26,595.69
2009-01-27,595.11
2009-01-28,622.08
2009-01-29,607.78
2009-01-30,599.1
2009-02-02,589.36
2009-02-03,601.73
2009-02-04,615.89
2009-02-05,614.69
2009-02-06,628.2
2009-02-09,629.62
2009-02-10,607.97
2009-02-11,607.9
2009-02-12,593.7
2009-02-13,597.28
2009-02-16,587.99
2009-02-17,568.25
2009-02-18,567.84
2009-02-19,566.87
2009-02-20,539.27
2009-02-23,533.9
2009-02-24,530.11
2009-02-25,526.83
2009-02-26,541.81
2009-02-27,529.77
2009-03-02,504.72
2009-03-03,499.88
2009-03-04,520.99
2009-03-05,496.53
2009-03-06,487.15
2009-03-09,485.2
2009-03-10,514.57
2009-03-11,518.12
2009-03-12,526.13
2009-03-13,527.97
2009-03-16,545.18
2009-03-17,539.43
2009-03-18,541.28
2009-03-19,546.75
2009-03-20,549.8
2009-03-23,568.77
2009-03-24,570.29
2009-03-25,576.13
2009-03-26,578.22
2009-03-27,567.98
2009-03-30,539.32
2009-03-31,555.56
2009-04-01,562.65
2009-04-02,594.55
2009-04-03,589.79
2009-04-06,584.69
2009-04-07,580.89
2009-04-08,586.58
2009-04-09,603.26
2009-04-14,611.76
2009-04-15,607.55
2009-04-16,617.63
2009-04-17,628.54
2009-04-20,604.17
2009-04-21,602.79
2009-04-22,614.09
2009-04-23,609.76
2009-04-24,626.96
2009-04-27,626.27
2009-04-28,616.32
2009-04-29,630.93
2009-04-30,643.09
2009-05-01,643.09
2009-05-04,659.22
2009-05-05,655.95
2009-05-06,664.47
2009-05-07,657.75
2009-05-08,673.14
2009-05-11,665.27
2009-05-12,664.69
2009-05-13,647.17
2009-05-14,646.14
2009-05-15,649.04
2009-05-18,666.94
2009-05-19,678.38
2009-05-20,686.87
2009-05-21,669.56
2009-05-22,672.62
2009-05-25,674.47
2009-05-26,682.27
2009-05-27,686.1
2009-05-28,678.81
2009-05-29,678.28
2009-06-01,702.11
2009-06-02,702.04
2009-06-03,687.97
2009-06-04,689.0
2009-06-05,693.45
2009-06-08,683.81
2009-06-09,686.86
2009-06-10,693.04
2009-06-11,698.97
2009-06-12,695.34
2009-06-15,673.77
2009-06-16,672.27
2009-06-17,660.56
2009-06-18,669.07
2009-06-19,674.71
2009-06-22,654.73
2009-06-23,653.12
2009-06-24,671.16
2009-06-25,666.8
2009-06-26,663.35
2009-06-29,676.62
2009-06-30,666.62
2009-07-01,680.3
2009-07-02,658.06
2009-07-03,659.95
2009-07-06,650.9
2009-07-07,644.52
2009-07-08,636.31
2009-07-09,642.79
2009-07-10,633.96
2009-07-13,651.68
2009-07-14,658.76
2009-07-15,681.08
2009-07-16,683.29
2009-07-17,686.13
2009-07-20,694.88
2009-07-21,700.24
2009-07-22,702.7
2009-07-23,718.53
2009-07-24,717.68
2009-07-27,722.87
2009-07-28,715.0
2009-07-29,722.56
2009-07-30,737.68
2009-07-31,733.07
2009-08-03,743.65
2009-08-04,742.78
2009-08-05,735.04
2009-08-06,740.3
2009-08-07,752.59
2009-08-10,749.08
2009-08-11,737.22
2009-08-12,747.58
2009-08-13,752.46
2009-08-14,742.35
2009-08-17,724.1
2009-08-18,731.56
2009-08-19,729.41
2009-08-20,740.76
2009-08-21,763.61
2009-08-24,772.71
2009-08-25,779.05
2009-08-26,775.65
2009-08-27,772.51
2009-08-28,780.36
2009-08-31,772.43
2009-09-01,755.89
2009-09-02,752.56
2009-09-03,751.29
2009-09-04,763.57
2009-09-07,774.85
2009-09-08,775.52
2009-09-09,785.07
2009-09-10,784.21
2009-09-11,788.08
2009-09-14,787.49
2009-09-15,791.31
2009-09-16,802.24
2009-09-17,805.91
2009-09-18,803.63
2009-09-21,800.15
2009-09-22,802.68
2009-09-23,804.25
2009-09-24,790.6
2009-09-25,788.85
2009-09-28,807.56
2009-09-29,805.7
2009-09-30,800.19
2009-10-01,782.87
2009-10-02,768.98
2009-10-05,777.38
2009-10-06,798.26
2009-10-07,794.49
2009-10-08,804.36
2009-10-09,802.85
2009-10-12,811.98
2009-10-13,802.15
2009-10-14,822.14
2009-10-15,818.87
2009-10-16,806.67
2009-10-19,821.7
2009-10-20,815.47
2009-10-21,818.75
2009-10-22,809.09
2009-10-23,804.6
2009-10-26,790.31
2009-10-27,790.41
2009-10-28,774.59
2009-10-29,787.51
2009-10-30,764.85
2009-11-02,770.27
2009-11-03,756.15
2009-11-04,770.37
2009-11-05,778.77
2009-11-06,779.0
2009-11-09,797.36
2009-11-10,796.34
2009-11-11,804.25
2009-11-12,803.11
2009-11-13,806.12
2009-11-16,818.17
2009-11-17,812.8
2009-11-18,813.46
2009-11-19,799.97
2009-11-20,792.41
2009-11-23,810.96
2009-11-24,805.2
2009-11-25,810.6
2009-11-26,783.33
2009-11-27,792.25
2009-11-30,782.77
2009-12-01,803.61
2009-12-02,805.35
2009-12-03,804.84
2009-12-04,814.41
2009-12-07,810.46
2009-12-08,797.29
2009-12-09,788.6
2009-12-10,797.89
2009-12-11,800.97
2009-12-14,807.46
2009-12-15,809.01
2009-12-16,819.63
2009-12-17,809.87
2009-12-18,804.15
2009-12-21,819.5
2009-12-22,825.18
2009-12-23,828.48
2009-12-24,828.35
2009-12-28,835.64
2009-12-29,838.35
2009-12-30,831.39
2009-12-31,831.03
2010-01-04,845.84
2010-01-05,844.32
2010-01-06,843.56
2010-01-07,842.91
2010-01-08,845.86
2010-01-11,843.72
2010-01-12,834.38
2010-01-13,834.8
2010-01-14,837.97
2010-01-15,824.11
2010-01-18,829.05
2010-01-19,836.6
2010-01-20,816.92
2010-01-21,802.53
2010-01-22,795.11
2010-01-25,786.84
2010-01-26,792.57
2010-01-27,781.9299
2010-01-28,767.88
2010-01-29,778.96
2010-02-01,784.1
2010-02-02,794.4
2010-02-03,787.27
2010-02-04,760.0
2010-02-05,738.72
2010-02-08,747.89
2010-02-09,749.05
2010-02-10,758.11
2010-02-11,752.52
2010-02-12,750.9
2010-02-15,753.52
2010-02-16,763.9
2010-02-17,775.54
2010-02-18,780.05
2010-02-19,784.35
2010-02-22,780.0599
2010-02-23,766.71
2010-02-24,767.94
2010-02-25,753.75
2010-02-26,766.12
2010-03-01,778.54
2010-03-02,785.1799
2010-03-03,792.55
2010-03-04,790.73
2010-03-05,807.95
2010-03-08,808.47
2010-03-09,808.87
2010-03-10,817.08
2010-03-11,813.25
2010-03-12,813.98
2010-03-15,806.1799
2010-03-16,816.11
2010-03-17,823.24
2010-03-18,818.3
2010-03-19,813.87
2010-03-22,811.85
2010-03-23,817.4
2010-03-24,815.55
2010-03-25,827.95
2010-03-26,825.94
2010-03-29,828.13
2010-03-30,825.94
2010-03-31,823.54
2010-04-01,836.84
2010-04-06,839.93
2010-04-07,835.75
2010-04-08,826.67
2010-04-09,841.07
2010-04-12,843.79
2010-04-13,839.86
2010-04-14,845.43
2010-04-15,846.72
2010-04-16,829.02
2010-04-19,826.36
2010-04-20,838.65
2010-04-21,828.45
2010-04-22,814.39
2010-04-23,820.89
2010-04-26,829.03
2010-04-27,798.58
2010-04-28,784.58
2010-04-29,796.27
2010-04-30,794.08
2010-05-03,796.01
2010-05-04,767.15
2010-05-05,759.44
2010-05-06,741.98
2010-05-07,712.92
2010-05-10,786.7
2010-05-11,779.96
2010-05-12,790.1
2010-05-13,790.03
2010-05-14,753.12
2010-05-17,753.52
2010-05-18,771.5
2010-05-19,749.73
2010-05-20,736.96
2010-05-21,738.36
2010-05-24,735.61
2010-05-25,715.55
2010-05-26,727.58
2010-05-27,754.78
2010-05-28,753.71
2010-05-31,752.61
2010-06-01,751.65
2010-06-02,750.32
2010-06-03,759.6
2010-06-04,736.37
2010-06-07,729.5599
2010-06-08,724.04
2010-06-09,737.72
2010-06-10,752.74
2010-06-11,761.27
2010-06-14,775.51
2010-06-15,785.0
2010-06-16,785.7
2010-06-17,788.42
2010-06-18,790.99
2010-06-21,800.53
2010-06-22,794.08
2010-06-23,782.17
2010-06-24,765.1
2010-06-25,760.45
2010-06-28,771.85
2010-06-29,739.36
2010-06-30,744.28
2010-07-01,728.47
2010-07-02,729.54
2010-07-05,725.34
2010-07-06,745.83
2010-07-07,761.94
2010-07-08,771.38
2010-07-09,775.66
2010-07-12,777.25
2010-07-13,792.15
2010-07-14,792.55
2010-07-15,782.09
2010-07-16,765.54
2010-07-19,762.35
2010-07-20,760.23
2010-07-21,763.77
2010-07-22,785.38
2010-07-23,786.8099
2010-07-26,793.75
2010-07-27,801.33
2010-07-28,800.4
2010-07-29,796.59
2010-07-30,793.47
2010-08-02,817.22
2010-08-03,816.29
2010-08-04,818.0599
2010-08-05,816.4
2010-08-06,804.82
2010-08-09,818.69
2010-08-10,810.8099
2010-08-11,789.0
2010-08-12,788.04
2010-08-13,784.53
