Nom,CAC All-Tradable Gross Return
ISIN,QS0011131891
Symbole,CACTR
Source,https://markets.ft.com/data/indices/tearsheet/summary?s=CACTR%3APAR
Date,Close
2009-07-01,3922.56
2009-07-02,3809.71
2009-07-03,3810.92
2009-07-06,3767.15
2009-07-07,3729.73
2009-07-08,3678.8
2009-07-09,3697.33
2009-07-10,3649.38
2009-07-13,3728.1
2009-07-14,3764.07
2009-07-15,3867.01
2009-07-16,3900.08
2009-07-17,3921.77
2009-07-20,3980.85
2009-07-21,4019.04
2009-07-22,4023.25
2009-07-23,4102.24
2009-07-24,4094.05
2009-07-27,4104.32
2009-07-28,4056.52
2009-07-29,4096.45
2009-07-30,4182.81
2009-07-31,4181.43
2009-08-03,4241.45
2009-08-04,4239.61
2009-08-05,4223.03
2009-08-06,4248.07
2009-08-07,4296.02
2009-08-10,4283.02
2009-08-11,4223.79
2009-08-12,4280.85
2009-08-13,4303.15
2009-08-14,4272.43
2009-08-17,4181.87
2009-08-18,4218.49
2009-08-19,4215.42
2009-08-20,4279.3
2009-08-21,4403.98
2009-08-24,4452.79
2009-08-25,4488.62
2009-08-26,4480.35
2009-08-27,4458.16
2009-08-28,4518.02
2009-08-31,4469.46
2009-09-01,4386.07
2009-09-02,4367.17
2009-09-03,4351.9
2009-09-04,4407.53
2009-09-07,4476.42
2009-09-08,4492.26
2009-09-09,4548.14
2009-09-10,4549.41
2009-09-11,4582.14
2009-09-14,4575.61
2009-09-15,4604.22
2009-09-16,4681.96
2009-09-17,4708.48
2009-09-18,4701.34
2009-09-21,4680.78
2009-09-22,4695.25
2009-09-23,4695.19
2009-09-24,4619.74
2009-09-25,4597.98
2009-09-28,4697.73
2009-09-29,4688.22
2009-09-30,4671.53
2009-10-01,4583.47
2009-10-02,4493.79
2009-10-05,4527.25
2009-10-06,4640.93
2009-10-07,4630.82
2009-10-08,4693.55
2009-10-09,4687.48
2009-10-12,4742.63
2009-10-13,4688.97
2009-10-14,4784.46
2009-10-15,4784.39
2009-10-16,4719.51
2009-10-19,4792.45
2009-10-20,4765.82
2009-10-21,4766.55
2009-10-22,4701.13
2009-10-23,4686.64
2009-10-26,4604.17
2009-10-27,4596.59
2009-10-28,4491.67
2009-10-29,4559.31
2009-10-30,4434.8
2009-11-02,4470.09
2009-11-03,4406.55
2009-11-04,4512.52
2009-11-05,4554.24
2009-11-06,4556.08
2009-11-09,4646.55
2009-11-10,4639.35
2009-11-11,4672.34
2009-11-12,4665.23
2009-11-13,4674.72
2009-11-16,4745.28
2009-11-17,4705.14
2009-11-18,4703.04
2009-11-19,4620.82
2009-11-20,4584.63
2009-11-23,4678.4
2009-11-24,4645.89
2009-11-25,4672.79
2009-11-26,4517.3
2009-11-27,4569.32
2009-11-30,4517.14
2009-12-01,4629.28
2009-12-02,4653.95
2009-12-03,4659.13
2009-12-04,4710.88
2009-12-07,4705.33
2009-12-08,4642.48
2009-12-09,4607.5
2009-12-10,4652.55
2009-12-11,4662.32
2009-12-14,4695.4
2009-12-15,4707.73
2009-12-16,4759.19
2009-12-17,4706.66
2009-12-18,4664.48
2009-12-21,4753.0
2009-12-22,4783.07
2009-12-23,4797.64
2009-12-24,4798.75
2009-12-28,4836.24
2009-12-29,4854.63
2009-12-30,4827.77
2009-12-31,4829.77
2010-01-04,4924.63
2010-01-05,4929.07
2010-01-06,4937.09
2010-01-07,4945.48
2010-01-08,4971.26
2010-01-11,4970.91
2010-01-12,4917.99
2010-01-13,4920.42
2010-01-14,4939.92
2010-01-15,4873.19
2010-01-18,4900.17
2010-01-19,4934.69
2010-01-20,4845.7
2010-01-21,4768.29
2010-01-22,4717.51
2010-01-25,4676.29
2010-01-26,4703.71
2010-01-27,4650.47
2010-01-28,4575.37
2010-01-29,4633.35
2010-02-01,4663.03
2010-02-02,4724.26
2010-02-03,4702.86
2010-02-04,4576.16
2010-02-05,4428.79
2010-02-08,4472.01
2010-02-09,4479.47
2010-02-10,4508.54
2010-02-11,4485.91
2010-02-12,4463.31
2010-02-15,4473.33
2010-02-16,4541.35
2010-02-17,4613.25
2010-02-18,4640.59
2010-02-19,4665.03
2010-02-22,4652.3
2010-02-23,4596.34
2010-02-24,4606.97
2010-02-25,4522.09
2010-02-26,4603.67
2010-03-01,4676.83
2010-03-02,4727.11
2010-03-03,4764.43
2010-03-04,4751.62
2010-03-05,4843.88
2010-03-08,4836.22
2010-03-09,4840.38
2010-03-10,4881.71
2010-03-11,4865.13
2010-03-12,4864.99
2010-03-15,4823.05
2010-03-16,4881.21
2010-03-17,4905.71
2010-03-18,4886.22
2010-03-19,4874.02
2010-03-22,4875.8
2010-03-23,4905.31
2010-03-24,4904.7
2010-03-25,4964.27
2010-03-26,4954.27
2010-03-29,4968.73
2010-03-30,4950.7
2010-03-31,4937.37
2010-04-01,5011.18
2010-04-06,5038.8
2010-04-07,5006.97
2010-04-08,4949.86
2010-04-09,5033.52
2010-04-12,5034.07
2010-04-13,5012.53
2010-04-14,5045.32
2010-04-15,5059.54
2010-04-16,4967.94
2010-04-19,4945.68
2010-04-20,5013.39
2010-04-21,4962.44
2010-04-22,4901.45
2010-04-23,4936.1
2010-04-26,4988.52
2010-04-27,4815.18
2010-04-28,4737.29
2010-04-29,4808.64
2010-04-30,4785.05
2010-05-03,4806.16
2010-05-04,4649.61
2010-05-05,4588.07
2010-05-06,4509.05
2010-05-07,4311.22
2010-05-10,4704.77
2010-05-11,4673.13
2010-05-12,4739.27
2010-05-13,4737.25
2010-05-14,4540.14
2010-05-17,4513.95
2010-05-18,4602.94
2010-05-19,4480.02
2010-05-20,4396.68
2010-05-21,4396.58
2010-05-24,4395.37
2010-05-25,4265.46
2010-05-26,4365.57
2010-05-27,4527.41
2010-05-28,4517.43
2010-05-31,4515.97
2010-06-01,4508.84
2010-06-02,4507.12
2010-06-03,4581.48
2010-06-04,4459.0
2010-06-07,4406.28
2010-06-08,4362.57
2010-06-09,4449.79
2010-06-10,4539.66
2010-06-11,4583.62
2010-06-14,4679.43
2010-06-15,4723.47
2010-06-16,4737.99
2010-06-17,4749.12
2010-06-18,4753.7
2010-06-21,4812.06
2010-06-22,4772.91
2010-06-23,4697.36
2010-06-24,4591.05
2010-06-25,4548.91
2010-06-28,4617.24
2010-06-29,4442.73
2010-06-30,4453.48
2010-07-01,4328.21
2010-07-02,4340.9
2010-07-05,4322.22
2010-07-06,4435.02
2010-07-07,4506.47
2010-07-08,4575.13
2010-07-09,4595.52
2010-07-12,4614.52
2010-07-13,4701.9
2010-07-14,4696.82
2010-07-15,4635.25
2010-07-16,4536.87
2010-07-19,4517.76
2010-07-20,4495.69
2010-07-21,4533.24
2010-07-22,4662.27
2010-07-23,4672.9
2010-07-26,4711.57
2010-07-27,4743.52
2010-07-28,4745.08
2010-07-29,4725.03
2010-07-30,4712.46
2010-08-02,4843.41
2010-08-03,4837.86
2010-08-04,4849.29
2010-08-05,4852.57
2010-08-06,4794.19
2010-08-09,4867.36
2010-08-10,4810.05
2010-08-11,4681.2
2010-08-12,4669.71
2010-08-13,4660.49
2010-08-16,4646.2
2010-08-17,4728.87
2010-08-18,4713.74
2010-08-19,4624.66
2010-08-20,4565.59
2010-08-23,4599.33
2010-08-24,4522.37
2010-08-25,4473.16
2010-08-26,4508.44
2010-08-27,4547.18
2010-08-30,4532.0
2010-08-31,4536.59
2010-09-01,4696.24
2010-09-02,4709.13
2010-09-03,4759.4
2010-09-06,4778.53
2010-09-07,4728.5
2010-09-08,4768.9
2010-09-09,4825.91
2010-09-10,4833.83
2010-09-13,4885.06
2010-09-14,4892.65
2010-09-15,4871.37
2010-09-16,4847.45
2010-09-17,4831.58
2010-09-20,4913.98
2010-09-21,4912.93
2010-09-22,4850.93
2010-09-23,4819.88
2010-09-24,4907.22
2010-09-27,4889.92
2010-09-28,4888.68
2010-09-29,4859.96
2010-09-30,4835.03
2010-10-01,4809.55
2010-10-04,4762.19
2010-10-05,4862.63
2010-10-06,4904.03
2010-10-07,4910.55
2010-10-08,4900.05
2010-10-11,4911.36
2010-10-12,4889.47
2010-10-13,4986.67
2010-10-14,4977.97
2010-10-15,4986.84
2010-10-18,4994.6
2010-10-19,4962.53
2010-10-20,4986.3
2010-10-21,5049.81
2010-10-22,5041.06
2010-10-25,5054.63
2010-10-26,5026.88
2010-10-27,4979.19
2010-10-28,5001.93
2010-10-29,4997.88
2010-11-01,5010.82
2010-11-02,5043.18
2010-11-03,5016.62
2010-11-04,5103.88
2010-11-05,5106.35
2010-11-08,5101.38
2010-11-09,5144.51
2010-11-10,5078.18
2010-11-11,5044.56
2010-11-12,5016.4
2010-11-15,5060.83
2010-11-16,4931.63
2010-11-17,4966.66
2010-11-18,5057.78
2010-11-19,5049.82
2010-11-22,4999.49
2010-11-23,4884.69
2010-11-24,4917.76
2010-11-25,4935.01
2010-11-26,4900.9
2010-11-29,4788.59
2010-11-30,4758.51
2010-12-01,4844.82
2010-12-02,4950.16
2010-12-03,4952.0
2010-12-06,4951.88
2010-12-07,5027.11
2010-12-08,5050.2
2010-12-09,5076.74
2010-12-10,5076.15
2010-12-13,5119.9
2010-12-14,5132.99
2010-12-15,5106.88
2010-12-16,5117.45
2010-12-17,5098.91
2010-12-20,5119.98
2010-12-21,5174.08
2010-12-22,5170.44
2010-12-23,5159.28
2010-12-24,5142.96
2010-12-27,5094.7
2010-12-28,5090.52
2010-12-29,5131.73
2010-12-30,5085.61
2010-12-31,5032.1
2011-01-03,5150.43
2011-01-04,5173.28
2011-01-05,5158.95
2011-01-06,5161.9
2011-01-07,5119.12
2011-01-10,5040.05
2011-01-11,5117.89
2011-01-12,5210.5
2011-01-13,5238.25
2011-01-14,5247.13
2011-01-17,5236.65
2011-01-18,5285.11
2011-01-19,5237.96
2011-01-20,5211.17
2011-01-21,5272.87
2011-01-24,5287.41
2011-01-25,5273.23
2011-01-26,5316.99
2011-01-27,5331.77
2011-01-28,5265.42
2011-01-31,5261.8
2011-02-01,5346.85
2011-02-02,5338.88
2011-02-03,5305.12
2011-02-04,5321.25
2011-02-07,5376.94
2011-02-08,5402.12
2011-02-09,5379.72
2011-02-10,5377.36
2011-02-11,5387.08
2011-02-14,5387.08
2011-02-15,5398.92
2011-02-16,5446.59
2011-02-17,5446.12
2011-02-18,5452.69
2011-02-21,5378.38
2011-02-22,5319.48
2011-02-23,5270.51
2011-02-24,5263.1
2011-02-25,5348.69
2011-02-28,5403.11
2011-03-01,5355.5
2011-03-02,5311.27
2011-03-03,5344.56
2011-03-04,5297.44
2011-03-07,5265.3
2011-03-08,5294.17
2011-03-09,5270.42
2011-03-10,5227.8
2011-03-11,5177.28
2011-03-14,5110.77
2011-03-15,4986.93
2011-03-16,4882.42
2011-03-17,4995.3
2011-03-18,5029.34
2011-03-21,5151.1
2011-03-22,5134.22
2011-03-23,5160.14
2011-03-24,5231.71
2011-03-25,5238.92
2011-03-28,5246.25
2011-03-29,5261.22
2011-03-30,5306.54
2011-03-31,5263.45
2011-04-01,5345.93
2011-04-04,5344.0
2011-04-05,5342.09
2011-04-06,5350.87
2011-04-07,5321.78
2011-04-08,5360.5
2011-04-11,5330.43
2011-04-12,5250.21
2011-04-13,5289.21
2011-04-14,5245.51
2011-04-15,5251.74
2011-04-18,5135.95
2011-04-19,5171.2
2011-04-20,5291.39
2011-04-21,5313.26
2011-04-26,5347.16
2011-04-27,5374.05
2011-04-28,5419.99
2011-04-29,5442.05
2011-05-02,5447.84
2011-05-03,5429.52
2011-05-04,5369.33
2011-05-05,5339.49
2011-05-06,5408.4
2011-05-09,5352.56
2011-05-10,5415.44
2011-05-11,5430.66
2011-05-12,5386.93
2011-05-13,5382.78
2011-05-16,5366.66
2011-05-17,5304.37
2011-05-18,5348.9
2011-05-19,5411.13
2011-05-20,5386.63
2011-05-23,5299.91
2011-05-24,5314.9
2011-05-25,5330.55
2011-05-26,5320.59
2011-05-27,5364.51
2011-05-30,5357.55
2011-05-31,5444.82
2011-06-01,5398.62
2011-06-02,5308.79
2011-06-03,5311.54
2011-06-06,5283.69
2011-06-07,5294.17
2011-06-08,5245.18
2011-06-09,5298.39
2011-06-10,5212.68
2011-06-13,5218.08
2011-06-14,5290.89
2011-06-15,5218.28
2011-06-16,5193.92
2011-06-17,5229.35
2011-06-20,5196.4
2011-06-21,5299.62
2011-06-22,5291.75
2011-06-23,5183.89
2011-06-24,5180.77
2011-06-27,5194.82
2011-06-28,5258.47
2011-06-29,5357.19
2011-06-30,5437.34
2011-07-01,5471.28
2011-07-04,5471.71
2011-07-05,5444.51
2011-07-06,5421.48
2011-07-07,5448.05
2011-07-08,5365.06
2011-07-11,5223.52
2011-07-12,5178.7
2011-07-13,5212.69
2011-07-14,5154.94
2011-07-15,5122.95
2011-07-18,5018.92
2011-07-19,5081.28
2011-07-20,5161.09
2011-07-21,5245.51
2011-07-22,5278.74
2011-07-25,5244.19
2011-07-26,5208.65
2011-07-27,5138.24
2011-07-28,5112.23
2011-07-29,5060.13
2011-08-01,4955.89
2011-08-02,4860.24
2011-08-03,4761.71
2011-08-04,4575.82
2011-08-05,4513.8
2011-08-08,4295.22
2011-08-09,4370.36
2011-08-10,4165.75
2011-08-11,4280.55
2011-08-12,4451.78
2011-08-15,4490.09
2011-08-16,4474.32
2011-08-17,4503.77
2011-08-18,4261.18
2011-08-19,4185.97
2011-08-22,4229.44
2011-08-23,4271.0
2011-08-24,4349.09
2011-08-25,4326.38
2011-08-26,4289.08
2011-08-29,4378.36
2011-08-30,4392.37
2011-08-31,4526.53
2011-09-01,4537.62
2011-09-02,4386.5
2011-09-05,4192.03
2011-09-06,4144.11
2011-09-07,4292.32
2011-09-08,4313.05
2011-09-09,4164.59
2011-09-12,4002.12
2011-09-13,4045.26
2011-09-14,4120.46
2011-09-15,4242.92
2011-09-16,4229.26
2011-09-19,4116.45
2011-09-20,4174.08
2011-09-21,4115.48
2011-09-22,3903.84
2011-09-23,3934.2
2011-09-26,3994.8
2011-09-27,4214.69
2011-09-28,4175.92
2011-09-29,4216.82
2011-09-30,4152.24
2011-10-03,4072.99
2011-10-04,3961.96
2011-10-05,4121.1
2011-10-06,4261.24
2011-10-07,4285.83
2011-10-10,4375.66
2011-10-11,4365.22
2011-10-12,4468.15
2011-10-13,4412.43
2011-10-14,4454.6
2011-10-17,4386.23
2011-10-18,4355.13
2011-10-19,4371.1
2011-10-20,4271.86
2011-10-21,4390.46
2011-10-24,4459.18
2011-10-25,4403.51
2011-10-26,4398.2
2011-10-27,4652.53
2011-10-28,4626.27
2011-10-31,4487.64
2011-11-01,4256.16
2011-11-02,4309.21
2011-11-03,4426.14
2011-11-04,4337.63
2011-11-07,4310.54
2011-11-08,4358.92
2011-11-09,4265.42
2011-11-10,4253.36
2011-11-11,4364.91
2011-11-14,4309.0
2011-11-15,4229.18
2011-11-16,4244.93
2011-11-17,4170.04
2011-11-18,4149.95
2011-11-21,4012.58
2011-11-22,3978.72
2011-11-23,3914.03
2011-11-24,3917.15
2011-11-25,3960.11
2011-11-28,4168.2
2011-11-29,4190.32
2011-11-30,4362.5
2011-12-01,4328.38
2011-12-02,4373.69
2011-12-05,4424.71
2011-12-06,4395.46
2011-12-07,4388.92
2011-12-08,4278.97
2011-12-09,4375.07
2011-12-12,4265.0
2011-12-13,4252.14
2011-12-14,4115.84
2011-12-15,4146.1
2011-12-16,4117.11
2011-12-19,4125.35
2011-12-20,4238.63
2011-12-21,4205.79
2011-12-22,4259.63
2011-12-23,4301.52
2011-12-27,4303.31
2011-12-28,4264.6
2011-12-29,4335.78
2011-12-30,4380.47
2012-01-02,4463.87
2012-01-03,4497.24
2012-01-04,4430.63
2012-01-05,4363.16
2012-01-06,4355.2
2012-01-09,4341.33
2012-01-10,4449.27
2012-01-11,4446.7
2012-01-12,4450.55
2012-01-13,4442.46
2012-01-16,4480.35
2012-01-17,4542.76
2012-01-18,4542.22
2012-01-19,4627.95
2012-01-20,4618.45
2012-01-23,4644.43
2012-01-24,4618.1
2012-01-25,4607.97
2012-01-26,4681.64
2012-01-27,4627.04
2012-01-30,4552.97
2012-01-31,4601.39
2012-02-01,4697.7
2012-02-02,4712.52
2012-02-03,4780.18
2012-02-06,4753.56
2012-02-07,4755.49
2012-02-08,4756.53
2012-02-09,4776.66
2012-02-10,4711.64
2012-02-13,4727.39
2012-02-14,4713.53
2012-02-15,4735.55
2012-02-16,4737.88
2012-02-17,4799.46
2012-02-20,4844.88
2012-02-21,4831.92
2012-02-22,4806.67
2012-02-23,4805.05
2012-02-24,4838.42
2012-02-27,4802.02
2012-02-28,4820.35
2012-02-29,4823.0
2012-03-01,4885.52
2012-03-02,4890.57
2012-03-05,4869.29
2012-03-06,4698.68
2012-03-07,4742.82
2012-03-08,4861.2
2012-03-09,4875.65
2012-03-12,4881.31
2012-03-13,4964.19
2012-03-14,4979.86
2012-03-15,5000.64
2012-03-16,5021.6
2012-03-19,5008.93
2012-03-20,4948.11
2012-03-21,4943.16
2012-03-22,4869.01
2012-03-23,4876.9
2012-03-26,4917.54
2012-03-27,4880.63
2012-03-28,4826.87
2012-03-29,4758.36
2012-03-30,4818.07
2012-04-02,4869.32
2012-04-03,4798.89
2012-04-04,4663.97
2012-04-05,4671.09
2012-04-10,4533.57
2012-04-11,4565.75
2012-04-12,4615.2
2012-04-13,4512.89
2012-04-16,4527.55
2012-04-17,4644.46
2012-04-18,4575.77
2012-04-19,4493.81
2012-04-20,4509.97
2012-04-23,4383.16
2012-04-24,4477.0
2012-04-25,4575.48
2012-04-26,4575.27
2012-04-27,4630.07
2012-04-30,4565.67
2012-05-02,4585.83
2012-05-03,4581.55
2012-05-04,4508.38
2012-05-07,4583.28
2012-05-08,4468.61
2012-05-09,4461.19
2012-05-10,4499.41
2012-05-11,4508.3
2012-05-14,4407.75
2012-05-15,4380.08
2012-05-16,4389.17
2012-05-17,4338.46
2012-05-18,4327.82
2012-05-21,4359.27
2012-05-22,4443.38
2012-05-23,4329.32
2012-05-24,4377.54
2012-05-25,4388.85
2012-05-28,4388.47
2012-05-29,4446.86
2012-05-30,4359.31
2012-05-31,4359.13
2012-06-01,4263.75
2012-06-04,4267.46
2012-06-05,4311.88
2012-06-06,4413.37
2012-06-07,4440.06
2012-06-08,4422.33
2012-06-11,4414.45
2012-06-12,4414.28
2012-06-13,4388.95
2012-06-14,4389.58
2012-06-15,4465.36
2012-06-18,4448.87
2012-06-19,4520.51
2012-06-20,4535.38
2012-06-21,4517.72
2012-06-22,4481.23
2012-06-25,4388.32
2012-06-26,4373.07
2012-06-27,4446.26
2012-06-28,4430.16
2012-06-29,4628.76
2012-07-02,4693.84
2012-07-03,4739.3
2012-07-04,4738.39
2012-07-05,4687.68
2012-07-06,4605.56
2012-07-09,4588.0
2012-07-10,4614.5
2012-07-11,4587.88
2012-07-12,4554.64
2012-07-13,4618.25
2012-07-16,4619.48
2012-07-17,4617.38
2012-07-18,4696.37
2012-07-19,4743.51
2012-07-20,4651.47
2012-07-23,4515.3
2012-07-24,4481.9
2012-07-25,4494.02
2012-07-26,4664.41
2012-07-27,4760.07
2012-07-30,4815.43
2012-07-31,4771.73
2012-08-01,4809.4
2012-08-02,4693.37
2012-08-03,4880.75
2012-08-06,4922.24
2012-08-07,4985.9902
2012-08-08,4965.24
2012-08-09,4988.43
2012-08-10,4961.48
2012-08-13,4947.27
2012-08-14,4977.82
2012-08-15,4977.9
2012-08-16,5022.42
2012-08-17,5037.98
2012-08-20,5023.09
2012-08-21,5070.41
2012-08-22,5002.99
2012-08-23,4964.09
2012-08-24,4960.44
2012-08-27,4997.94
2012-08-28,4957.28
2012-08-29,4938.09
2012-08-30,4891.15
2012-08-31,4935.63
2012-09-03,4988.25
2012-09-04,4916.12
2012-09-05,4922.75
2012-09-06,5063.57
2012-09-07,5087.68
2012-09-10,5069.83
2012-09-11,5108.73
2012-09-12,5125.78
2012-09-13,5071.2
2012-09-14,5182.67
2012-09-17,5148.91
2012-09-18,5093.76
2012-09-19,5119.6
2012-09-20,5092.35
2012-09-21,5123.07
2012-09-24,5082.03
2012-09-25,5115.52
2012-09-26,4982.03
2012-09-27,5011.25
2012-09-28,4908.73
2012-10-01,5012.4
2012-10-02,4987.08
2012-10-03,4975.24
2012-10-04,4969.52
2012-10-05,5045.77
2012-10-08,4978.73
2012-10-09,4946.8
2012-10-10,4918.57
2012-10-11,4979.35
2012-10-12,4946.06
2012-10-15,4988.83
2012-10-16,5093.8
2012-10-17,5127.63
2012-10-18,5137.56
2012-10-19,5098.65
2012-10-22,5068.7
2012-10-23,4964.0
2012-10-24,4991.93
2012-10-25,4978.5
2012-10-26,5007.57
2012-10-29,4972.95
2012-10-30,5038.03
2012-10-31,4999.47
2012-11-01,5063.86
2012-11-02,5088.85
2012-11-05,5030.12
2012-11-06,5071.7
2012-11-07,4982.55
2012-11-08,4975.66
2012-11-09,4995.64
2012-11-12,4982.3
2012-11-13,5006.27
2012-11-14,4968.03
2012-11-15,4937.96
2012-11-16,4882.29
2012-11-19,5013.22
2012-11-20,5045.0
2012-11-21,5064.97
2012-11-22,5099.34
2012-11-23,5143.28
2012-11-26,5104.58
2012-11-27,5110.84
2012-11-28,5127.85
2012-11-29,5203.56
2012-11-30,5191.83
2012-12-03,5202.15
2012-12-04,5218.79
2012-12-05,5234.06
2012-12-06,5252.32
2012-12-07,5261.2
2012-12-10,5268.93
2012-12-11,5316.7
2012-12-12,5318.69
2012-12-13,5312.55
2012-12-14,5312.78
2012-12-17,5313.81
2012-12-18,5328.17
2012-12-19,5351.83
2012-12-20,5353.16
2012-12-21,5339.68
2012-12-24,5325.13
2012-12-27,5357.05
2012-12-28,5286.23
2012-12-31,5313.94
2013-01-02,5442.75
2013-01-03,5432.04
2013-01-04,5444.86
2013-01-07,5416.93
2013-01-08,5416.08
2013-01-09,5430.98
2013-01-10,5410.47
2013-01-11,5415.24
2013-01-14,5419.97
2013-01-15,5405.39
2013-01-16,5419.12
2013-01-17,5473.39
2013-01-18,5474.11
2013-01-21,5505.37
2013-01-22,5477.67
2013-01-23,5461.63
