Nom,CAC All-Tradable Gross Return
ISIN,QS0011131891
Symbole,CACTR
Source,https://markets.ft.com/data/indices/tearsheet/summary?s=CACTR%3APAR
Date,Close
2013-01-24,5496.38
2013-01-25,5530.67
2013-01-28,5533.8
2013-01-29,5537.66
2013-01-30,5507.95
2013-01-31,5465.5
2013-02-01,5531.28
2013-02-04,5382.41
2013-02-05,5427.5
2013-02-06,5363.55
2013-02-07,5312.4
2013-02-08,5379.95
2013-02-11,5378.44
2013-02-12,5427.38
2013-02-13,5447.49
2013-02-14,5410.77
2013-02-15,5405.47
2013-02-18,5416.09
2013-02-19,5510.48
2013-02-20,5477.13
2013-02-21,5360.08
2013-02-22,5468.63
2013-02-25,5484.6
2013-02-26,5353.55
2013-02-27,5445.78
2013-02-28,5486.83
2013-03-01,5457.06
2013-03-04,5467.93
2013-03-05,5577.87
2013-03-06,5560.02
2013-03-07,5585.19
2013-03-08,5645.69
2013-03-11,5639.98
2013-03-12,5645.04
2013-03-13,5638.15
2013-03-14,5686.12
2013-03-15,5650.68
2013-03-18,5638.0
2013-03-19,5572.83
2013-03-20,5638.93
2013-03-21,5567.66
2013-03-22,5561.04
2013-03-25,5504.21
2013-03-26,5529.23
2013-03-27,5474.16
2013-03-28,5503.57
2013-04-02,5602.29
2013-04-03,5538.31
2013-04-04,5494.33
2013-04-05,5399.8
2013-04-08,5406.21
2013-04-09,5410.55
2013-04-10,5513.14
2013-04-11,5559.6
2013-04-12,5496.7
2013-04-15,5461.95
2013-04-16,5426.93
2013-04-17,5306.52
2013-04-18,5301.56
2013-04-19,5368.08
2013-04-22,5374.71
2013-04-23,5556.0
2013-04-24,5635.91
2013-04-25,5646.69
2013-04-26,5607.61
2013-04-29,5687.03
2013-04-30,5675.67
2013-05-02,5692.21
2013-05-03,5771.44
2013-05-06,5768.47
2013-05-07,5792.88
2013-05-08,5838.05
2013-05-09,5834.88
2013-05-10,5875.04
2013-05-13,5864.46
2013-05-14,5900.86
2013-05-15,5926.87
2013-05-16,5929.89
2013-05-17,5962.78
2013-05-20,6002.02
2013-05-21,6031.54
2013-05-22,6050.23
2013-05-23,5924.81
2013-05-24,5913.82
2013-05-27,5968.36
2013-05-28,6048.5
2013-05-29,5943.99
2013-05-30,5980.4
2013-05-31,5920.03
2013-06-03,5881.86
2013-06-04,5891.56
2013-06-05,5790.98
2013-06-06,5744.13
2013-06-07,5822.99
2013-06-10,5814.19
2013-06-11,5736.21
2013-06-12,5716.03
2013-06-13,5718.76
2013-06-14,5734.21
2013-06-17,5814.08
2013-06-18,5814.73
2013-06-19,5787.39
2013-06-20,5592.06
2013-06-21,5524.99
2013-06-24,5432.21
2013-06-25,5511.32
2013-06-26,5621.86
2013-06-27,5678.1
2013-06-28,5643.94
2013-07-01,5688.84
2013-07-02,5657.91
2013-07-03,5601.1
2013-07-04,5754.58
2013-07-05,5681.8
2013-07-08,5781.12
2013-07-09,5813.7
2013-07-10,5812.47
2013-07-11,5854.19
2013-07-12,5838.15
2013-07-15,5870.49
2013-07-16,5831.81
2013-07-17,5857.77
2013-07-18,5939.61
2013-07-19,5936.62
2013-07-22,5955.68
2013-07-23,5933.51
2013-07-24,5991.75
2013-07-25,5980.75
2013-07-26,5993.84
2013-07-29,5995.37
2013-07-30,6028.31
2013-07-31,6037.6
2013-08-01,6110.82
2013-08-02,6115.71
2013-08-05,6127.66
2013-08-06,6101.41
2013-08-07,6102.61
2013-08-08,6141.22
2013-08-09,6160.04
2013-08-12,6156.65
2013-08-13,6185.38
2013-08-14,6217.74
2013-08-15,6182.04
2013-08-16,6225.27
2013-08-19,6174.62
2013-08-20,6094.69
2013-08-21,6077.26
2013-08-22,6143.0
2013-08-23,6159.74
2013-08-26,6152.04
2013-08-27,6008.28
2013-08-28,5991.51
2013-08-29,6030.51
2013-08-30,5957.91
2013-09-02,6060.91
2013-09-03,6022.01
2013-09-04,6032.36
2013-09-05,6077.35
2013-09-06,6132.94
2013-09-09,6125.19
2013-09-10,6235.92
2013-09-11,6239.64
2013-09-12,6223.1
2013-09-13,6233.44
2013-09-16,6289.41
2013-09-17,6273.4
2013-09-18,6309.03
2013-09-19,6357.76
2013-09-20,6358.52
2013-09-23,6309.35
2013-09-24,6352.05
2013-09-25,6350.7
2013-09-26,6342.94
2013-09-27,6344.13
2013-09-30,6286.03
2013-10-01,6364.76
2013-10-02,6311.26
2013-10-03,6268.89
2013-10-04,6316.12
2013-10-07,6313.94
2013-10-08,6270.31
2013-10-09,6256.87
2013-10-10,6387.81
2013-10-11,6394.94
2013-10-14,6392.01
2013-10-15,6437.2
2013-10-16,6416.73
2013-10-17,6416.24
2013-10-18,6488.7
2013-10-21,6481.68
2013-10-22,6503.11
2013-10-23,6457.11
2013-10-24,6476.13
2013-10-25,6470.41
2013-10-28,6438.41
2013-10-29,6477.59
2013-10-30,6472.98
2013-10-31,6518.28
2013-11-01,6486.85
2013-11-04,6507.93
2013-11-05,6459.57
2013-11-06,6510.39
2013-11-07,6499.89
2013-11-08,6472.97
2013-11-11,6520.39
2013-11-12,6481.96
2013-11-13,6444.64
2013-11-14,6509.81
2013-11-15,6526.35
2013-11-18,6564.64
2013-11-19,6497.56
2013-11-20,6486.69
2013-11-21,6465.21
2013-11-22,6498.67
2013-11-25,6536.15
2013-11-26,6506.85
2013-11-27,6529.36
2013-11-28,6546.24
2013-11-29,6540.0
2013-12-02,6524.6
2013-12-03,6366.53
2013-12-04,6334.88
2013-12-05,6271.35
2013-12-06,6318.45
2013-12-09,6328.16
2013-12-10,6269.2
2013-12-11,6265.05
2013-12-12,6236.45
2013-12-13,6221.85
2013-12-16,6313.0
2013-12-17,6238.86
2013-12-18,6296.78
2013-12-19,6394.33
2013-12-20,6418.81
2013-12-23,6452.25
2013-12-24,6459.37
2013-12-27,6542.63
2013-12-30,6544.72
2013-12-31,6573.59
2014-01-02,6483.33
2014-01-03,6515.51
2014-01-06,6487.77
2014-01-07,6539.22
2014-01-08,6542.45
2014-01-09,6490.71
2014-01-10,6524.71
2014-01-13,6551.27
2014-01-14,6565.02
2014-01-15,6649.39
2014-01-16,6629.15
2014-01-17,6645.15
2014-01-20,6637.44
2014-01-21,6640.03
2014-01-22,6641.26
2014-01-23,6580.13
2014-01-24,6403.55
2014-01-27,6373.37
2014-01-28,6436.39
2014-01-29,6401.17
2014-01-30,6429.3
2014-01-31,6406.82
2014-02-03,6328.33
2014-02-04,6339.77
2014-02-05,6342.29
2014-02-06,6444.06
2014-02-07,6500.53
2014-02-10,6516.26
2014-02-11,6586.08
2014-02-12,6622.83
2014-02-13,6631.72
2014-02-14,6672.13
2014-02-17,6673.22
2014-02-18,6665.35
2014-02-19,6681.18
2014-02-20,6702.75
2014-02-21,6745.29
2014-02-24,6802.5
2014-02-25,6799.33
2014-02-26,6773.63
2014-02-27,6773.33
2014-02-28,6795.5
2014-03-03,6624.48
2014-03-04,6773.82
2014-03-05,6772.26
2014-03-06,6818.82
2014-03-07,6749.08
2014-03-10,6751.45
2014-03-11,6725.35
2014-03-12,6659.03
2014-03-13,6583.08
2014-03-14,6527.7
2014-03-17,6615.87
2014-03-18,6679.08
2014-03-19,6678.31
2014-03-20,6702.88
2014-03-21,6712.54
2014-03-24,6634.16
2014-03-25,6726.09
2014-03-26,6786.95
2014-03-27,6781.26
2014-03-28,6827.8
2014-03-31,6807.35
2014-04-01,6859.95
2014-04-02,6866.02
2014-04-03,6889.2
2014-04-04,6939.76
2014-04-07,6869.31
2014-04-08,6842.3
2014-04-09,6878.38
2014-04-10,6835.16
2014-04-11,6759.66
2014-04-14,6770.52
2014-04-15,6713.92
2014-04-16,6807.74
2014-04-17,6848.89
2014-04-22,6929.75
2014-04-23,6888.65
2014-04-24,6928.62
2014-04-25,6880.44
2014-04-28,6901.74
2014-04-29,6962.08
2014-04-30,6953.76
2014-05-02,6931.82
2014-05-05,6935.79
2014-05-06,6888.73
2014-05-07,6913.86
2014-05-08,7000.68
2014-05-09,6965.91
2014-05-12,7025.65
2014-05-13,7042.18
2014-05-14,7039.83
2014-05-15,6953.48
2014-05-16,6963.76
2014-05-19,6987.53
2014-05-20,6981.86
2014-05-21,7006.53
2014-05-22,7026.12
2014-05-23,7051.03
2014-05-26,7107.67
2014-05-27,7119.54
2014-05-28,7125.23
2014-05-29,7135.87
2014-05-30,7127.72
2014-06-02,7140.72
2014-06-03,7118.35
2014-06-04,7117.33
2014-06-05,7190.09
2014-06-06,7244.37
2014-06-09,7256.12
2014-06-10,7265.72
2014-06-11,7201.71
2014-06-12,7203.92
2014-06-13,7179.16
2014-06-16,7127.1
2014-06-17,7167.1
2014-06-18,7162.13
2014-06-19,7208.99
2014-06-20,7175.4
2014-06-23,7134.67
2014-06-24,7135.17
2014-06-25,7054.6
2014-06-26,7032.28
2014-06-27,7027.69
2014-06-30,7008.0
2014-07-01,7068.2
2014-07-02,7048.6
2014-07-03,7120.37
2014-07-04,7091.89
2014-07-07,6997.0
2014-07-08,6893.37
2014-07-09,6914.49
2014-07-10,6825.09
2014-07-11,6847.72
2014-07-14,6902.19
2014-07-15,6835.08
2014-07-16,6930.86
2014-07-17,6856.16
2014-07-18,6879.31
2014-07-21,6834.89
2014-07-22,6925.02
2014-07-23,6938.47
2014-07-24,6989.19
2014-07-25,6872.96
2014-07-28,6888.88
2014-07-29,6920.13
2014-07-30,6846.58
2014-07-31,6745.14
2014-08-01,6661.66
2014-08-04,6674.97
2014-08-05,6697.38
2014-08-06,6651.13
2014-08-07,6566.88
2014-08-08,6552.86
2014-08-11,6637.58
2014-08-12,6593.37
2014-08-13,6636.05
2014-08-14,6654.61
2014-08-15,6608.28
2014-08-18,6692.43
2014-08-19,6733.17
2014-08-20,6712.46
2014-08-21,6791.76
2014-08-22,6735.59
2014-08-25,6862.93
2014-08-26,6939.47
2014-08-27,6946.0
2014-08-28,6895.99
2014-08-29,6914.77
2014-09-01,6912.49
2014-09-02,6914.28
2014-09-03,6977.73
2014-09-04,7081.76
2014-09-05,7073.44
2014-09-08,7056.67
2014-09-09,7023.93
2014-09-10,7015.41
2014-09-11,7005.21
2014-09-12,7009.87
2014-09-15,6988.28
2014-09-16,6951.31
2014-09-17,6984.82
2014-09-18,7032.7
2014-09-19,7023.99
2014-09-22,6993.83
2014-09-23,6877.61
2014-09-24,6946.83
2014-09-25,6861.37
2014-09-26,6916.77
2014-09-29,6864.76
2014-09-30,6945.49
2014-10-01,6873.31
2014-10-02,6694.74
2014-10-03,6754.8
2014-10-06,6761.36
2014-10-07,6639.69
2014-10-08,6569.52
2014-10-09,6526.24
2014-10-10,6418.98
2014-10-13,6422.22
2014-10-14,6443.51
2014-10-15,6220.78
2014-10-16,6185.59
2014-10-17,6366.64
2014-10-20,6307.62
2014-10-21,6451.25
2014-10-22,6490.86
2014-10-23,6564.3
2014-10-24,6525.55
2014-10-27,6474.68
2014-10-28,6506.94
2014-10-29,6506.85
2014-10-30,6551.8
2014-10-31,6689.01
2014-11-03,6640.36
2014-11-04,6548.94
2014-11-05,6663.06
2014-11-06,6693.96
2014-11-07,6641.32
2014-11-10,6689.26
2014-11-11,6723.23
2014-11-12,6629.01
2014-11-13,6640.36
2014-11-14,6666.03
2014-11-17,6698.54
2014-11-18,6757.22
2014-11-19,6762.81
2014-11-20,6717.19
2014-11-21,6881.4
2014-11-24,6917.02
2014-11-25,6940.43
2014-11-26,6929.29
2014-11-27,6946.8
2014-11-28,6960.83
2014-12-01,6944.68
2014-12-02,6961.87
2014-12-03,6971.52
2014-12-04,6883.97
2014-12-05,7024.06
2014-12-08,6962.45
2014-12-09,6793.9
2014-12-10,6743.67
2014-12-11,6734.8
2014-12-12,6561.82
2014-12-15,6415.23
2014-12-16,6542.57
2014-12-17,6569.99
2014-12-18,6776.99
2014-12-19,6774.91
2014-12-22,6798.96
2014-12-23,6889.13
2014-12-24,6863.9
2014-12-29,6891.43
2014-12-30,6789.72
2014-12-31,6832.0
2015-01-02,6811.21
2015-01-05,6609.4
2015-01-06,6560.17
2015-01-07,6601.74
2015-01-08,6820.13
2015-01-09,6712.9
2015-01-12,6788.04
2015-01-13,6883.94
2015-01-14,6787.13
2015-01-15,6933.39
2015-01-16,7009.3
2015-01-19,7036.95
2015-01-20,7107.72
2015-01-21,7162.59
2015-01-22,7270.28
2015-01-23,7406.23
2015-01-26,7473.25
2015-01-27,7393.13
2015-01-28,7381.09
2015-01-29,7412.41
2015-01-30,7373.04
2015-02-02,7399.5
2015-02-03,7484.83
2015-02-04,7514.07
2015-02-05,7536.05
2015-02-06,7519.27
2015-02-09,7451.19
2015-02-10,7525.28
2015-02-11,7499.6
2015-02-12,7575.76
2015-02-13,7621.4
2015-02-16,7612.59
2015-02-17,7613.17
2015-02-18,7687.19
2015-02-19,7738.3
2015-02-20,7731.62
2015-02-23,7783.68
2015-02-24,7818.58
2015-02-25,7805.48
2015-02-26,7852.97
2015-02-27,7910.56
2015-03-02,7870.1
2015-03-03,7796.22
2015-03-04,7864.38
2015-03-05,7945.43
2015-03-06,7952.4
2015-03-09,7907.51
2015-03-10,7826.35
2015-03-11,7999.92
2015-03-12,7987.28
2015-03-13,8026.32
2015-03-16,8104.36
2015-03-17,8043.98
2015-03-18,8051.28
2015-03-19,8060.78
2015-03-20,8136.7
2015-03-23,8096.19
2015-03-24,8152.72
2015-03-25,8048.58
2015-03-26,8011.75
2015-03-27,8051.55
2015-03-30,8132.63
2015-03-31,8057.75
2015-04-01,8098.53
2015-04-02,8119.28
2015-04-07,8233.76
2015-04-08,8218.35
2015-04-09,8332.26
2015-04-10,8386.16
2015-04-13,8404.9
2015-04-14,8352.52
2015-04-15,8402.72
2015-04-16,8355.26
2015-04-17,8224.71
2015-04-20,8296.13
2015-04-21,8332.75
2015-04-22,8353.82
2015-04-23,8308.88
2015-04-24,8344.67
2015-04-27,8456.03
2015-04-28,8312.34
2015-04-29,8113.6
2015-04-30,8137.99
2015-05-04,8201.56
2015-05-05,8038.34
2015-05-06,8040.11
2015-05-07,8022.67
2015-05-08,8213.7
2015-05-11,8168.64
2015-05-12,8082.7
2015-05-13,8080.06
2015-05-14,8179.39
2015-05-15,8135.71
2015-05-18,8167.93
2015-05-19,8328.92
2015-05-20,8361.07
2015-05-21,8381.61
2015-05-22,8373.87
2015-05-25,8335.73
2015-05-26,8293.89
2015-05-27,8438.04
2015-05-28,8380.46
2015-05-29,8188.45
2015-06-01,8219.1
2015-06-02,8193.72
2015-06-03,8235.01
2015-06-04,8161.22
2015-06-05,8051.88
2015-06-08,7968.88
2015-06-09,7960.63
2015-06-10,8097.18
2015-06-11,8148.56
2015-06-12,8039.52
2015-06-15,7899.75
2015-06-16,7943.08
2015-06-17,7867.06
2015-06-18,7882.84
2015-06-19,7901.98
2015-06-22,8184.92
2015-06-23,8281.71
2015-06-24,8254.42
2015-06-25,8258.49
2015-06-26,8281.93
2015-06-29,7987.52
2015-06-30,7860.75
2015-07-01,8009.58
2015-07-02,7932.48
2015-07-03,7889.66
2015-07-06,7746.55
2015-07-07,7583.17
2015-07-08,7633.12
2015-07-09,7817.05
2015-07-10,8041.72
2015-07-13,8192.38
2015-07-14,8240.45
2015-07-15,8273.22
2015-07-16,8388.11
2015-07-17,8398.06
2015-07-20,8430.08
2015-07-21,8370.89
2015-07-22,8332.51
2015-07-23,8339.3
2015-07-24,8295.95
2015-07-27,8090.75
2015-07-28,8165.99
2015-07-29,8224.89
2015-07-30,8261.69
2015-07-31,8314.0
2015-08-03,8373.19
2015-08-04,8365.69
2015-08-05,8481.87
2015-08-06,8471.58
2015-08-07,8404.66
2015-08-10,8468.06
2015-08-11,8323.06
2015-08-12,8055.06
2015-08-13,8156.72
2015-08-14,8122.27
2015-08-17,8159.13
2015-08-18,8145.43
2015-08-19,8010.11
2015-08-20,7846.07
2015-08-21,7604.95
2015-08-24,7218.89
2015-08-25,7509.17
2015-08-26,7408.37
2015-08-27,7648.97
2015-08-28,7670.22
2015-08-31,7634.89
2015-09-01,7456.42
2015-09-02,7471.94
2015-09-03,7629.53
2015-09-04,7427.49
2015-09-07,7464.63
2015-09-08,7542.62
2015-09-09,7645.44
2015-09-10,7543.86
2015-09-11,7462.02
2015-09-14,7412.06
2015-09-15,7485.75
2015-09-16,7591.44
2015-09-17,7611.86
2015-09-18,7444.73
2015-09-21,7519.18
2015-09-22,7279.99
2015-09-23,7289.81
2015-09-24,7152.04
2015-09-25,7361.62
2015-09-28,7179.33
2015-09-29,7144.74
2015-09-30,7319.44
2015-10-01,7276.46
2015-10-02,7325.54
2015-10-05,7569.72
2015-10-06,7640.22
2015-10-07,7643.4
2015-10-08,7662.84
2015-10-09,7702.22
2015-10-12,7679.57
2015-10-13,7615.52
2015-10-14,7563.52
2015-10-15,7669.63
2015-10-16,7712.1
2015-10-19,7720.44
2015-10-20,7674.3
2015-10-21,7709.36
2015-10-22,7868.13
2015-10-23,8054.83
2015-10-26,8014.19
2015-10-27,7930.59
2015-10-28,8000.98
2015-10-29,7994.02
2015-10-30,8008.88
2015-11-02,8042.02
2015-11-03,8069.46
2015-11-04,8095.15
2015-11-05,8137.27
2015-11-06,8151.95
2015-11-09,8034.13
2015-11-10,8034.32
2015-11-11,8101.46
2015-11-12,7958.78
2015-11-13,7881.53
2015-11-16,7876.69
2015-11-17,8080.68
2015-11-18,8040.28
2015-11-19,8063.63
2015-11-20,8059.16
2015-11-23,8028.74
2015-11-24,7912.09
2015-11-25,8029.13
2015-11-26,8114.82
2015-11-27,8098.23
2015-11-30,8145.83
2015-12-01,8092.68
2015-12-02,8082.93
2015-12-03,7823.63
2015-12-04,7800.54
2015-12-07,7868.47
2015-12-08,7747.9
2015-12-09,7679.66
2015-12-10,7663.55
2015-12-11,7525.21
2015-12-14,7405.2
2015-12-15,7622.28
2015-12-16,7645.29
2015-12-17,7732.0
2015-12-18,7647.48
2015-12-21,7563.92
2015-12-22,7565.14
2015-12-23,7731.97
2015-12-24,7716.09
2015-12-28,7652.58
2015-12-29,7785.98
2015-12-30,7755.29
2015-12-31,7694.06
2016-01-04,7509.73
2016-01-05,7536.17
2016-01-06,7440.19
2016-01-07,7313.75
2016-01-08,7209.49
2016-01-11,7172.32
2016-01-12,7275.53
2016-01-13,7298.78
2016-01-14,7165.27
2016-01-15,6998.87
2016-01-18,6952.83
2016-01-19,7088.55
2016-01-20,6851.9
2016-01-21,6976.22
2016-01-22,7194.12
2016-01-25,7165.53
2016-01-26,7232.17
2016-01-27,7271.64
2016-01-28,7177.19
2016-01-29,7332.15
2016-02-01,7308.38
2016-02-02,7139.93
2016-02-03,7040.58
2016-02-04,7038.45
2016-02-05,6989.92
2016-02-08,6755.19
2016-02-09,6646.02
2016-02-10,6749.81
2016-02-11,6486.62
2016-02-12,6631.56
2016-02-15,6832.9
2016-02-16,6832.07
2016-02-17,7025.48
2016-02-18,7046.57
2016-02-19,7014.47
2016-02-22,7133.85
2016-02-23,7048.99
2016-02-24,6916.75
2016-02-25,7050.82
2016-02-26,7155.12
2016-02-29,7220.79
2016-03-01,7317.86
2016-03-02,7333.95
2016-03-03,7323.19
2016-03-04,7390.38
2016-03-07,7364.71
2016-03-08,7301.22
2016-03-09,7332.67
2016-03-10,7217.56
2016-03-11,7442.26
2016-03-14,7474.18
2016-03-15,7424.82
2016-03-16,7411.42
2016-03-17,7382.93
2016-03-18,7418.44
2016-03-21,7376.55
2016-03-22,7381.6
2016-03-23,7378.08
2016-03-24,7232.28
2016-03-29,7286.88
2016-03-30,7411.23
2016-03-31,7322.87
2016-04-01,7228.33
2016-04-04,7258.82
2016-04-05,7108.11
2016-04-06,7160.03
2016-04-07,7102.06
2016-04-08,7196.65
2016-04-11,7212.38
2016-04-12,7260.86
2016-04-13,7482.07
2016-04-14,7511.86
2016-04-15,7484.47
2016-04-18,7501.29
2016-04-19,7599.31
2016-04-20,7633.17
2016-04-21,7615.82
2016-04-22,7601.75
2016-04-25,7564.76
2016-04-26,7562.87
2016-04-27,7611.59
2016-04-28,7612.03
2016-04-29,7433.14
2016-05-02,7461.52
2016-05-03,7350.91
2016-05-04,7281.22
2016-05-05,7298.05
2016-05-06,7281.55
2016-05-09,7316.79
2016-05-10,7368.86
2016-05-11,7336.21
2016-05-12,7297.2
2016-05-13,7328.03
2016-05-16,7319.27
2016-05-17,7311.83
2016-05-18,7345.3
2016-05-19,7282.76
2016-05-20,7395.74
2016-05-23,7367.64
2016-05-24,7532.81
2016-05-25,7618.42
2016-05-26,7667.99
2016-05-27,7671.25
2016-05-30,7697.01
2016-05-31,7666.59
2016-06-01,7618.52
2016-06-02,7627.51
2016-06-03,7559.73
2016-06-06,7573.7
2016-06-07,7657.79
2016-06-08,7609.41
2016-06-09,7542.11
2016-06-10,7371.48
2016-06-13,7236.56
2016-06-14,7077.45
2016-06-15,7148.37
2016-06-16,7105.18
2016-06-17,7186.35
2016-06-20,7429.42
2016-06-21,7473.54
2016-06-22,7493.05
2016-06-23,7629.57
2016-06-24,7053.8
2016-06-27,6817.38
2016-06-28,6999.02
2016-06-29,7178.96
2016-06-30,7253.12
2016-07-01,7321.6
2016-07-04,7257.92
2016-07-05,7130.53
2016-07-06,7003.05
2016-07-07,7060.53
2016-07-08,7185.65
2016-07-11,7311.08
2016-07-12,7414.53
2016-07-13,7420.73
2016-07-14,7500.61
2016-07-15,7473.92
2016-07-18,7460.97
2016-07-19,7420.23
2016-07-20,7503.69
2016-07-21,7495.83
2016-07-22,7507.46
2016-07-25,7527.8
2016-07-26,7539.05
2016-07-27,7626.66
2016-07-28,7586.04
2016-07-29,7619.13
2016-08-01,7571.17
2016-08-02,7445.13
2016-08-03,7428.25
2016-08-04,7477.34
2016-08-05,7581.74
2016-08-08,7589.32
2016-08-09,7674.36
2016-08-10,7652.95
2016-08-11,7735.92
2016-08-12,7730.43
2016-08-15,7730.2
2016-08-16,7663.77
2016-08-17,7590.61
2016-08-18,7628.87
2016-08-19,7573.31
2016-08-22,7565.93
2016-08-23,7619.53
2016-08-24,7639.34
2016-08-25,7588.68
2016-08-26,7643.56
2016-08-29,7617.5
2016-08-30,7671.8
2016-08-31,7643.13
2016-09-01,7653.98
2016-09-02,7813.49
2016-09-05,7817.08
2016-09-06,7797.88
2016-09-07,7844.65
2016-09-08,7820.86
2016-09-09,7741.8
2016-09-12,7658.25
2016-09-13,7579.93
2016-09-14,7549.26
2016-09-15,7559.01
2016-09-16,7499.52
2016-09-19,7599.9
2016-09-20,7591.56
2016-09-21,7623.34
2016-09-22,7781.57
2016-09-23,7745.3
2016-09-26,7616.75
2016-09-27,7604.23
2016-09-28,7664.71
2016-09-29,7677.42
2016-09-30,7684.8
2016-10-03,7694.14
2016-10-04,7765.0
2016-10-05,7736.91
2016-10-06,7715.91
2016-10-07,7657.84
2016-10-10,7735.57
2016-10-11,7693.39
2016-10-12,7667.31
2016-10-13,7597.25
2016-10-14,7704.47
2016-10-17,7667.73
2016-10-18,7764.61
2016-10-19,7787.33
2016-10-20,7809.39
2016-10-21,7803.17
2016-10-24,7830.13
2016-10-25,7802.28
2016-10-26,7791.84
2016-10-27,7790.99
2016-10-28,7818.12
2016-10-31,7761.55
2016-11-01,7693.56
2016-11-02,7598.57
2016-11-03,7593.57
2016-11-04,7530.68
2016-11-07,7663.01
2016-11-08,7689.81
2016-11-09,7789.77
2016-11-10,7759.66
2016-11-11,7696.03
2016-11-14,7717.6
2016-11-15,7767.17
2016-11-16,7718.44
2016-11-17,7762.63
2016-11-18,7735.72
2016-11-21,7774.92
2016-11-22,7808.36
2016-11-23,7776.15
2016-11-24,7801.15
2016-11-25,7815.17
2016-11-28,7756.59
2016-11-29,7820.8
2016-11-30,7862.14
2016-12-01,7826.51
2016-12-02,7768.73
2016-12-05,7848.75
2016-12-06,7939.58
2016-12-07,8040.01
2016-12-08,8107.87
2016-12-09,8162.33
2016-12-12,8157.72
2016-12-13,8228.92
2016-12-14,8175.58
2016-12-15,8250.18
2016-12-16,8274.22
2016-12-19,8263.26
2016-12-20,8307.48
2016-12-21,8299.25
2016-12-22,8298.52
2016-12-23,8313.11
2016-12-27,8331.98
2016-12-28,8330.68
2016-12-29,8318.87
2016-12-30,8353.51
2017-01-02,8395.81
2017-01-03,8424.33
2017-01-04,8418.99
2017-01-05,8421.36
2017-01-06,8433.84
2017-01-09,8402.37
2017-01-10,8404.26
2017-01-11,8405.87
2017-01-12,8362.17
2017-01-13,8455.78
2017-01-16,8391.25
2017-01-17,8357.32
2017-01-18,8345.95
2017-01-19,8338.16
2017-01-20,8349.75
2017-01-23,8309.18
2017-01-24,8327.21
2017-01-25,8404.46
2017-01-26,8392.95
2017-01-27,8354.9
2017-01-30,8260.62
2017-01-31,8198.35
2017-02-01,8274.69
2017-02-02,8287.75
2017-02-03,8337.33
2017-02-06,8257.87
2017-02-07,8228.52
2017-02-08,8248.0
2017-02-09,8338.03
2017-02-10,8348.44
2017-02-13,8444.99
2017-02-14,8457.9
2017-02-15,8502.61
2017-02-16,8468.77
2017-02-17,8417.61
2017-02-20,8419.32
2017-02-21,8457.11
2017-02-22,8467.78
2017-02-23,8459.65
2017-02-24,8379.08
2017-02-27,8385.64
2017-02-28,8410.27
2017-03-01,8569.16
2017-03-02,8573.51
2017-03-03,8618.88
2017-03-06,8583.36
2017-03-07,8554.85
2017-03-08,8564.57
2017-03-09,8599.7
2017-03-10,8620.36
2017-03-13,8631.95
2017-03-14,8592.14
2017-03-15,8605.33
2017-03-16,8657.74
2017-03-17,8685.06
2017-03-20,8669.12
2017-03-21,8644.9
2017-03-22,8622.28
2017-03-23,8689.0
2017-03-24,8679.01
2017-03-27,8672.92
2017-03-28,8725.07
2017-03-29,8759.19
2017-03-30,8802.96
2017-03-31,8864.97
2017-04-03,8808.88
2017-04-04,8830.79
2017-04-05,8819.74
2017-04-06,8865.53
2017-04-07,8892.11
2017-04-10,8851.45
2017-04-11,8834.23
2017-04-12,8837.67
2017-04-13,8788.83
2017-04-18,8656.65
2017-04-19,8688.23
2017-04-20,8803.62
2017-04-21,8773.15
2017-04-24,9126.52
2017-04-25,9152.59
2017-04-26,9166.25
2017-04-27,9148.18
2017-04-28,9149.58
2017-05-02,9225.79
2017-05-03,9222.78
2017-05-04,9344.31
2017-05-05,9462.45
2017-05-08,9402.21
2017-05-09,9429.62
2017-05-10,9435.86
2017-05-11,9396.93
2017-05-12,9441.72
2017-05-15,9476.7
2017-05-16,9492.65
2017-05-17,9343.4
2017-05-18,9283.9
2017-05-19,9356.48
2017-05-22,9358.86
2017-05-23,9405.55
2017-05-24,9412.82
2017-05-25,9409.55
2017-05-26,9417.98
2017-05-29,9415.5
2017-05-30,9400.6
2017-05-31,9380.56
2017-06-01,9454.8
2017-06-02,9502.61
2017-06-05,9453.07
2017-06-06,9388.09
2017-06-07,9388.0
2017-06-08,9382.35
2017-06-09,9441.75
2017-06-12,9335.84
2017-06-13,9380.92
2017-06-14,9358.54
2017-06-15,9311.45
2017-06-16,9392.5
2017-06-19,9473.4
2017-06-20,9441.94
2017-06-21,9418.48
2017-06-22,9431.51
2017-06-23,9406.69
2017-06-26,9454.64
2017-06-27,9381.27
2017-06-28,9365.57
2017-06-29,9192.99
2017-06-30,9143.24
2017-07-03,9259.63
2017-07-04,9222.58
2017-07-05,9238.42
2017-07-06,9182.74
2017-07-07,9177.37
2017-07-10,9213.83
2017-07-11,9173.54
2017-07-12,9311.88
2017-07-13,9338.79
2017-07-14,9347.04
2017-07-17,9342.03
2017-07-18,9249.73
2017-07-19,9322.37
2017-07-20,9293.64
2017-07-21,9161.23
2017-07-24,9164.55
2017-07-25,9216.51
2017-07-26,9269.71
2017-07-27,9260.81
2017-07-28,9163.97
2017-07-31,9106.4
2017-08-01,9167.41
2017-08-02,9133.82
2017-08-03,9174.64
2017-08-04,9290.24
